[4/16/23 02:38AM] Arab used command ::Zone | Player rights = PLAYER	
[4/20/23 01:54PM] Arab used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 01:54PM] Arab used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 01:54PM] Arab used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 01:54PM] Arab used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 02:07PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:07PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:09PM] Arab used command ::dr | Player rights = CLERIC_DONATOR	
[4/20/23 02:12PM] Arab used command ::yellowboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:16PM] Arab used command ::dn | Player rights = CLERIC_DONATOR	
[4/20/23 02:17PM] Arab used command ::yell oh shit | Player rights = CLERIC_DONATOR	
[4/20/23 02:18PM] Arab used command ::yell massive Giveaway ::yellowboss!!@!@! | Player rights = CLERIC_DONATOR	
[4/20/23 02:18PM] Arab used command ::yell Massive giveaway ::yellowboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:19PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:19PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:20PM] Arab used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 02:35PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:49PM] Arab used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:49PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:49PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:50PM] Arab used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:14PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:17PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:18PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:20PM] Arab used command ::ninetail | Player rights = CLERIC_DONATOR	
[4/20/23 03:20PM] Arab used command ::ninetials | Player rights = CLERIC_DONATOR	
[4/20/23 03:20PM] Arab used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 03:21PM] Arab used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:22PM] Arab used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 03:26PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:33PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:33PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:33PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:34PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:44PM] Arab used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/20/23 03:49PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:03PM] Arab used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 04:04PM] Arab used command ::reward 1 | Player rights = CLERIC_DONATOR	
[4/20/23 04:05PM] Arab used command ::totem | Player rights = CLERIC_DONATOR	
[4/20/23 04:05PM] Arab used command ::instance | Player rights = CLERIC_DONATOR	
[4/20/23 04:09PM] Arab used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:09PM] Arab used command ::afk | Player rights = CLERIC_DONATOR	
[4/20/23 04:10PM] Arab used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 04:19PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:19PM] Arab used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:20PM] Arab used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 04:41PM] Arab used command ::bank | Player rights = CLERIC_DONATOR	
[4/20/23 04:42PM] Arab used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 04:48PM] Arab used command ::Veiger | Player rights = TORMENTED_DONATOR	
[4/20/23 04:48PM] Arab used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 04:48PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:48PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:56PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:58PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:01PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:02PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:04PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:06PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:11PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:16PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:20PM] Arab used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:20PM] Arab used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 05:21PM] Arab used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 05:24PM] Arab used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:27PM] Arab used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 05:30PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:31PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:32PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:33PM] Arab used command ::yell all to ::yellowevent !!! huge giveaway by onlyfans!@ | Player rights = TORMENTED_DONATOR	
[4/20/23 05:39PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:41PM] Arab used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 05:46PM] Arab used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/20/23 05:48PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:49PM] Arab used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:55PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 06:08PM] Arab used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/20/23 06:10PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:11PM] Arab used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:13PM] Arab used command ::yell 36/50 Votes!! 14 left!! vote for ::vboss! | Player rights = TORMENTED_DONATOR	
[4/20/23 06:15PM] Arab used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 06:19PM] Arab used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 06:20PM] Arab used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 06:21PM] Arab used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 06:23PM] Arab used command ::yell 11 votes left come on guys | Player rights = TORMENTED_DONATOR	
[4/20/23 06:24PM] Arab used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 06:24PM] Arab used command ::yell 8 votes left!! | Player rights = TORMENTED_DONATOR	
[4/20/23 06:27PM] Arab used command ::yell 8 votes for ::vboss  | Player rights = TORMENTED_DONATOR	
[4/20/23 06:31PM] Arab used command ::yell 8 votes left come on guys vote for ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 06:37PM] Arab used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/20/23 06:39PM] Arab used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 06:42PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:47PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:52PM] Arab used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:18PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:20AM] Arab used command ::dropiff | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:20AM] Arab used command ::shopdrop | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:20AM] Arab used command ::showdrop | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:21AM] Arab used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:22AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:24AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:24AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:25AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:27AM] Arab used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:30AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:30AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:32AM] Arab used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:32AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:35AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:49AM] Arab used command ::ref | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:01AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:03AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:05AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:05AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:05AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:06AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:06AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:15AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:16AM] Arab used command ::yell 4 votes left come on boys | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:17AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:17AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:20AM] Arab used command ::yell 1 vote left  | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:25AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:32AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:36AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:38AM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:44AM] Arab used command ::yell could some staff active all perks | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:49AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:50AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:50AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:51AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:51AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:52AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:52AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:55AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:57AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:57AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:26AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:26AM] Arab used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:29AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:29AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:33AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:34AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:35AM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:36AM] Arab used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:38AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:38AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:39AM] Arab used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:40AM] Arab used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:43AM] Arab used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:43AM] Arab used command ::whatdrops solar staff | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:43AM] Arab used command ::whatdrops owner boots | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:43AM] Arab used command ::whatdrops aura | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:46AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:48AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:48AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:48AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:49AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:51AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:51AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:54AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:58AM] Arab used command ::yell buying high dr items pm me | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:58AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:58AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:00AM] Arab used command ::yelling buy high dr items p m me | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:02AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:02AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:03AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:03AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:04AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:05AM] Arab used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:06AM] Arab used command ::yell buy high dr piece 5m | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:06AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:06AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:08AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:10AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:11AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:14AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:17AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:21AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:21AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:22AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:26AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:30AM] Arab used command ::redevent | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:32AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:34AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:34AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:35AM] Arab used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:36AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:37AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:38AM] Arab used command ::sad | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:42AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:43AM] Arab used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:43AM] Arab used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:51AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:52AM] Arab used command ::yell 13 votes left for ::vboss 37/50!!! vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:53AM] Arab used command ::yell 13 votes left 37/50 !! Vote for Massive Rewards at ::vboss!!!! | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:56AM] Arab used command ::yell 4 votes Left for ::vboss!! come on booys! | Player rights = MYSTICAL_DONATOR	
[4/21/23 07:57AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:01AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:01AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:02AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:02AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:02AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:06AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:20AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:24AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:25AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:28AM] Arab used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:28AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:29AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:29AM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:30AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:32AM] Arab used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:32AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:33AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:34AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:34AM] Arab used command ::yell vote people!!1 | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:35AM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:36AM] Arab used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:37AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:39AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:40AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:44AM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:45AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:51AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:51AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:51AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:52AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:54AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:55AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:58AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 08:59AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:02AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:04AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:05AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:09AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:09AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:13AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:20AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:22AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:25AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:32AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:32AM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:34AM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:34AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:34AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:44AM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:52AM] Arab used command ::yell 8 votes left vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:53AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:56AM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 09:59AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:03AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:04AM] Arab used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/21/23 10:04AM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:52PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:52PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:53PM] Arab used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:54PM] Arab used command ::yell 14 votes left for ::vboss !! vote for massive rewards | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:55PM] Arab used command ::yell ::reward 1 all, vote for massive rewards | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:56PM] Arab used command ::yell 39/50 , 11 vote left!! vote for ::vboss Massive Rewards | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:59PM] Arab used command ::yell 10 votes left..vote for ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:01PM] Arab used command ::yell 7 votes left for ::Vboss, Vote for massive Rewards | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:02PM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:06PM] Arab used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:17PM] Arab used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:27PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:30PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:31PM] Arab used command ::yell sell aoe 3x3 | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:31PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:32PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:32PM] Arab used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:34PM] Arab used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:34PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:35PM] Arab used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:35PM] Arab used command ::yell noblestream = noble prizes/giveaways - ::noble | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:36PM] Arab used command ::yell selling aoe 3x3 pm me! | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:38PM] Arab used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:39PM] Arab used command ::noble | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:42PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:43PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:45PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:45PM] Arab used command ::yell sell aoe 3x3 | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:45PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:46PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:46PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:51PM] Arab used command ::yell sell aoe 3x3 25m cash | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:51PM] Arab used command ::noble | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:53PM] Arab used command ::yell sell aoe 25m | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:55PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:57PM] Arab used command ::yell sell aoe 25m my pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:57PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:00PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:01PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:01PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:01PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:02PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:04PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:04PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:04PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:04PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:07PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:07PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:07PM] Arab used command :::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:07PM] Arab used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:07PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:08PM] Arab used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:08PM] Arab used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 04:08PM] Arab used command ::yell sell aoe 3x3 25m my pos! | Player rights = MYSTICAL_DONATOR	
