[4/16/23 11:26PM] Asquad used command ::ref | Player rights = PLAYER	
[4/19/23 06:46PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 06:48PM] Asquad used command ::yell buying 300+ in name pm me | Player rights = TORMENTED_DONATOR	
[4/19/23 06:48PM] Asquad used command ::yell gambling big | Player rights = TORMENTED_DONATOR	
[4/19/23 06:48PM] Asquad used command ::yell gambling big. | Player rights = TORMENTED_DONATOR	
[4/19/23 06:49PM] Asquad used command ::Yell gambling big @ pm me | Player rights = TORMENTED_DONATOR	
[4/19/23 06:54PM] Asquad used command ::Gamble | Player rights = TORMENTED_DONATOR	
[4/19/23 07:13PM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:13PM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:14PM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 07:15PM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 07:37PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:43PM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:57PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:10PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:15PM] Asquad used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/19/23 08:24PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:03PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:07PM] Asquad used command ::yell buying all in name dono / owner pieces pm me | Player rights = TORMENTED_DONATOR	
[4/19/23 09:08PM] Asquad used command ::Gamble | Player rights = TORMENTED_DONATOR	
[4/19/23 09:11PM] Asquad used command ::Yell gz babs | Player rights = TORMENTED_DONATOR	
[4/19/23 09:11PM] Asquad used command ::yell time for new mods :D | Player rights = TORMENTED_DONATOR	
[4/19/23 09:11PM] Asquad used command ::yell time for new mods :D | Player rights = TORMENTED_DONATOR	
[4/19/23 09:12PM] Asquad used command ::yell time for new mods | Player rights = TORMENTED_DONATOR	
[4/19/23 09:16PM] Asquad used command ::droprate | Player rights = TORMENTED_DONATOR	
[4/19/23 09:16PM] Asquad used command ::droprateif | Player rights = TORMENTED_DONATOR	
[4/19/23 09:16PM] Asquad used command ::drif | Player rights = TORMENTED_DONATOR	
[4/19/23 09:19PM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 09:21PM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 09:22PM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 09:23PM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 09:24PM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 09:26PM] Asquad used command ::Raids | Player rights = TORMENTED_DONATOR	
[4/19/23 09:27PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:37PM] Asquad used command ::Elo | Player rights = TORMENTED_DONATOR	
[4/19/23 09:50PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:51PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:51PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 09:59PM] Asquad used command ::yell Damn the luck tho | Player rights = TORMENTED_DONATOR	
[4/19/23 10:56PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 10:56PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 10:57PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 10:57PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:02PM] Asquad used command ::Bugg | Player rights = TORMENTED_DONATOR	
[4/19/23 11:02PM] Asquad used command ::buff | Player rights = TORMENTED_DONATOR	
[4/19/23 11:18PM] Asquad used command ::buff | Player rights = TORMENTED_DONATOR	
[4/19/23 11:20PM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:47PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:48PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:48PM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:48PM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Asquad used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 11:57PM] Asquad used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 12:02AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:04AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:04AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:04AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:05AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:05AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:08AM] Asquad used command ::YEll sale @ my pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:13AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:30AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:33AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:34AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 12:39AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:40AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:40AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:40AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:41AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:49AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:49AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:50AM] Asquad used command ::Yell sale @ my pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:50AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:03AM] Asquad used command ::Train | Player rights = TORMENTED_DONATOR	
[4/20/23 01:03AM] Asquad used command ::Train | Player rights = TORMENTED_DONATOR	
[4/20/23 01:04AM] Asquad used command ::Gamble | Player rights = TORMENTED_DONATOR	
[4/20/23 01:04AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:04AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:05AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:06AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:09AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:10AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:10AM] Asquad used command ::Yell buying in name dono pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 01:13AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:13AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:19AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 01:23AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 01:24AM] Asquad used command ::yell sale @ my pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30AM] Asquad used command ::Reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30AM] Asquad used command ::Reward 2 | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30AM] Asquad used command ::Reward 1 al | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30AM] Asquad used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/20/23 01:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:48AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:49AM] Asquad used command ::Veigar. | Player rights = TORMENTED_DONATOR	
[4/20/23 01:49AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:50AM] Asquad used command ::Yell sale @ my pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:56AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:57AM] Asquad used command ::Gamble | Player rights = TORMENTED_DONATOR	
[4/20/23 02:01AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:01AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:01AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:03AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 02:04AM] Asquad used command ::gamble | Player rights = TORMENTED_DONATOR	
[4/20/23 02:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:14AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 02:19AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 02:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 02:23AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:23AM] Asquad used command ::Gamble | Player rights = TORMENTED_DONATOR	
[4/20/23 02:31AM] Asquad used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 02:31AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:50AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 02:53AM] Asquad used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 02:56AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:06AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:07AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:07AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:07AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:08AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:08AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:17AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:17AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:18AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:18AM] Asquad used command ::vegiar | Player rights = TORMENTED_DONATOR	
[4/20/23 03:18AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 03:18AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 03:22AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 03:24AM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 03:25AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:26AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:27AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 03:32AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:45AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:48AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:49AM] Asquad used command ::Veiggar | Player rights = TORMENTED_DONATOR	
[4/20/23 03:49AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 03:51AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:51AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:51AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:52AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:52AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:54AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 03:56AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 03:58AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:04AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:06AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:06AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:36AM] Asquad used command ::yell sale @ my pos /bonds items etc. | Player rights = TORMENTED_DONATOR	
[4/20/23 04:40AM] Asquad used command ::dr | Player rights = TORMENTED_DONATOR	
[4/20/23 04:46AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:48AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:58AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:58AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:59AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:05AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:12AM] Asquad used command ::Buff | Player rights = TORMENTED_DONATOR	
[4/20/23 05:13AM] Asquad used command ::Yell buying all prayer scrolls | Player rights = TORMENTED_DONATOR	
[4/20/23 05:13AM] Asquad used command ::Yell buying inf ovl and all pray scrols. | Player rights = TORMENTED_DONATOR	
[4/20/23 05:14AM] Asquad used command ::Home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:14AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:20AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:20AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 05:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 05:22AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 05:24AM] Asquad used command ::Golden | Player rights = TORMENTED_DONATOR	
[4/20/23 05:25AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:25AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:27AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:27AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:28AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:28AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:28AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:36AM] Asquad used command ::Yell who got coll aura who can lend me ?? | Player rights = TORMENTED_DONATOR	
[4/20/23 05:36AM] Asquad used command ::yell for like 5 minutes top | Player rights = TORMENTED_DONATOR	
[4/20/23 05:49AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:52AM] Asquad used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 05:52AM] Asquad used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 05:54AM] Asquad used command ::yell yo alex double vote?? for wr3cked. | Player rights = TORMENTED_DONATOR	
[4/20/23 05:55AM] Asquad used command ::Yell fuck yah | Player rights = TORMENTED_DONATOR	
[4/20/23 05:57AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 06:27AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 06:28AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 06:32AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 06:47AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:49AM] Asquad used command ::yell @::Wr3cked live giving away 2 dope ass boxes | Player rights = TORMENTED_DONATOR	
[4/20/23 06:50AM] Asquad used command ::Vaiger | Player rights = TORMENTED_DONATOR	
[4/20/23 06:50AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 07:01AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:19AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 07:20AM] Asquad used command ::yell buying owner pieces pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 07:20AM] Asquad used command ::yell buying in name dono pm me up to 600$ | Player rights = TORMENTED_DONATOR	
[4/20/23 07:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 07:22AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 07:24AM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 07:24AM] Asquad used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/20/23 07:24AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 07:25AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:32AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 07:34AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 07:35AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:11AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:11AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:17AM] Asquad used command ::::yELL PC BLOOD INCHT  | Player rights = TORMENTED_DONATOR	
[4/20/23 08:18AM] Asquad used command ::yell buying blood enchancement pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 08:18AM] Asquad used command ::yell buying all prayer scrolls pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 08:18AM] Asquad used command ::yell buying all prayer scrolls p mem | Player rights = TORMENTED_DONATOR	
[4/20/23 08:18AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:19AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 08:19AM] Asquad used command ::Yell buying blood ench pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 08:21AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:21AM] Asquad used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 08:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 08:23AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 08:23AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:26AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:28AM] Asquad used command ::yell buying blood enchancement pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 08:28AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:29AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:29AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:34AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 08:36AM] Asquad used command ::Yell sale @ my pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:36AM] Asquad used command ::yell in need of quick cash if anyones is down to help. | Player rights = TORMENTED_DONATOR	
[4/20/23 08:37AM] Asquad used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/20/23 08:37AM] Asquad used command ::yell buying blood ench pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 09:59AM] Asquad used command ::Yell buying blood ench pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 10:02AM] Asquad used command ::Yell buying blood enhancement pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 10:02AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 10:03AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 10:03AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:03AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 10:04AM] Asquad used command ::yell buying blood enhancement / trinity pray pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 10:13AM] Asquad used command ::YEll 146!! ON GET to 150!!!!!!!!!!!!!! | Player rights = TORMENTED_DONATOR	
[4/20/23 10:13AM] Asquad used command ::Yell get ur granny to play.! | Player rights = TORMENTED_DONATOR	
[4/20/23 10:15AM] Asquad used command ::yell 150!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ON! | Player rights = TORMENTED_DONATOR	
[4/20/23 10:19AM] Asquad used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:20AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:21AM] Asquad used command ::yell 10vote bosses spawns i was told ROFL | Player rights = TORMENTED_DONATOR	
[4/20/23 10:21AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:23AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 10:23AM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:23AM] Asquad used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:23AM] Asquad used command ::yell no vote boss event | Player rights = TORMENTED_DONATOR	
[4/20/23 10:23AM] Asquad used command ::yell ? | Player rights = TORMENTED_DONATOR	
[4/20/23 10:24AM] Asquad used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:26AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:26AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:27AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 10:30AM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:34AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:39AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 10:45AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 10:45AM] Asquad used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 10:45AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:47AM] Asquad used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 10:49AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 10:51AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:52AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:52AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 10:53AM] Asquad used command ::VBOSS | Player rights = TORMENTED_DONATOR	
[4/20/23 10:59AM] Asquad used command ::yell buying blood enhancement pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 11:00AM] Asquad used command ::yell buying blood enchancement | Player rights = TORMENTED_DONATOR	
[4/20/23 11:01AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 11:02AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 11:20AM] Asquad used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 11:20AM] Asquad used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 11:22AM] Asquad used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 11:24AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 11:28AM] Asquad used command ::yell buying 300 in name pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 11:31AM] Asquad used command ::yell buying 300$ in name pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 11:39AM] Asquad used command ::yell buying 300$ in name dono pm me | Player rights = TORMENTED_DONATOR	
[4/20/23 11:40AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 11:43AM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 11:59AM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:00PM] Asquad used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:00PM] Asquad used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:01PM] Asquad used command ::Yell new rank | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:01PM] Asquad used command ::Yell :D:D:D:D:D | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:01PM] Asquad used command ::yell ty | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:09PM] Asquad used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:10PM] Asquad used command ::home | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:10PM] Asquad used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:11PM] Asquad used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Asquad used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Asquad used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:15PM] Asquad used command ::Dr | Player rights = MYSTICAL_DONATOR	
