[4/16/23 06:02AM] Dopamine used command ::dr | Player rights = PLAYER	
[4/21/23 06:00AM] Dopamine used command ::wad | Player rights = TORMENTED_DONATOR	
[4/21/23 06:02AM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 06:22AM] Dopamine used command ::yell youtube//WinAllday1 | Player rights = TORMENTED_DONATOR	
[4/21/23 06:32AM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 06:38AM] Dopamine used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/21/23 06:42AM] Dopamine used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 06:42AM] Dopamine used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 08:32PM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:33PM] Dopamine used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 08:34PM] Dopamine used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:35PM] Dopamine used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 09:24PM] Dopamine used command ::yellowzone deeznutz | Player rights = TORMENTED_DONATOR	
[4/21/23 09:32PM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 09:34PM] Dopamine used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 09:41PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 09:41PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 09:43PM] Dopamine used command ::vote | Player rights = TORMENTED_DONATOR	
[4/21/23 09:46PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 09:55PM] Dopamine used command ::yell ::vote ::vote ::vote, 6mins left for 2x boss spawns | Player rights = TORMENTED_DONATOR	
[4/21/23 09:55PM] Dopamine used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/21/23 09:55PM] Dopamine used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 10:02PM] Dopamine used command ::upgrade | Player rights = TORMENTED_DONATOR	
[4/21/23 10:03PM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:06PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 10:19PM] Dopamine used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 10:22PM] Dopamine used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 10:25PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 10:25PM] Dopamine used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 10:32PM] Dopamine used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:33PM] Dopamine used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 10:34PM] Dopamine used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 11:13PM] Dopamine used command ::totem | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:14PM] Dopamine used command ::totem | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:32PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:35PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:35PM] Dopamine used command ::yell Alex ::set-dr-2500-Dopamine ,ty :) | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:38PM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:06AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:09AM] Dopamine used command ::home | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:12AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:15AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:15AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:16AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:33AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:35AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:23AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:23AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:30AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:31AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:31AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:34AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:35AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:44AM] Dopamine used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:44AM] Dopamine used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:44AM] Dopamine used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:45AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:52AM] Dopamine used command ::achievements | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:55AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:02AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:02AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:05AM] Dopamine used command ::collection | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:14AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:30AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:34AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:36AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:37AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:17AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:17AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:34AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:35AM] Dopamine used command ::home | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:39AM] Dopamine used command ::achievements | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:40AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:48AM] Dopamine used command ::profile | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:48AM] Dopamine used command ::profile slayer | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:48AM] Dopamine used command ::player | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:48AM] Dopamine used command ::player slayer | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:51AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:51AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:52AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:52AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:53AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:03AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:15AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:15AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:34AM] Dopamine used command ::ninetais | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:34AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:35AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:20PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:26PM] Dopamine used command ::achievements | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:32PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:34PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:39PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:40PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:49PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:07PM] Dopamine used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:07PM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:10PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:11PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:15PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:15PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:22PM] Dopamine used command ::gear | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:32PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:34PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:35PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:44PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 12:03AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:00AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:04AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:04AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:05AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:06AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:06AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:06AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:11AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:25AM] Dopamine used command ::whatdrops aoe | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:25AM] Dopamine used command ::whatdrops 3x3 | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:26AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:30AM] Dopamine used command ::yellowzone deeznuts | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:34AM] Dopamine used command ::save | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:40AM] Dopamine used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:42AM] Dopamine used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:42AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:54AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:54AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
<<<<<<< Updated upstream
[4/26/23 12:59AM] Dopamine used command ::save | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:17AM] Dopamine used command ::raids | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:24AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:37AM] Dopamine used command ::yell bruh invite me o . o | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:41AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:50AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 01:50AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:05AM] Dopamine used command ::afk | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:11AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:13AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:16AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 02:16AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
=======
[4/23/23 09:05PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:06PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:15PM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:29PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:31PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:34PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:34PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:31PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:35PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:39PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:39PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:48PM] Dopamine used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:49PM] Dopamine used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:53PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:09PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:20PM] Dopamine used command ::achievements | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:23PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:31PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:39PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:41PM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:04AM] Dopamine used command ::customtitle 4230 | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:04AM] Dopamine used command ::customtitle NoRNG | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:04AM] Dopamine used command ::title noRNG | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:04AM] Dopamine used command ::settitle noRNG | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:17AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:18AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:20AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:21AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:31AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:33AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:34AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:36AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:41AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:51AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:56AM] Dopamine used command ::displayfps | Player rights = MYSTICAL_DONATOR	
[4/24/23 12:56AM] Dopamine used command ::togglefps | Player rights = MYSTICAL_DONATOR	
[4/24/23 01:33AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:31AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:32AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:34AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:43AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:44AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:44AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:44AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 02:46AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:01AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:01AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:02AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:03AM] Dopamine used command ::home | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:11AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:29AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:29AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:32AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:33AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:35AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:35AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:39AM] Dopamine used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:40AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:42AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 03:42AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 04:03AM] Dopamine used command ::donate | Player rights = MYSTICAL_DONATOR	
[4/24/23 05:04AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:05PM] Dopamine used command ::collection | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:13PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:28PM] Dopamine used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:30PM] Dopamine used command ::home | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:30PM] Dopamine used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:30PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:35PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:37PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/24/23 10:55PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 11:10PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/24/23 11:45PM] Dopamine used command ::collection | Player rights = MYSTICAL_DONATOR	
[4/24/23 11:47PM] Dopamine used command ::daily | Player rights = MYSTICAL_DONATOR	
[4/24/23 11:47PM] Dopamine used command ::battlepass | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:27AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:31AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:31AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:32AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:34AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/25/23 12:36AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/25/23 09:59PM] Dopamine used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:01PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:31PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:32PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:34PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:34PM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/25/23 10:57PM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:02PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:18PM] Dopamine used command ::donate | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:18PM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:31PM] Dopamine used command ::_veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:31PM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:33PM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:36PM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/25/23 11:38PM] Dopamine used command ::yell @red@has received @bla@1000 x 1$ Scroll @red@From meruem.[i] | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:01AM] Dopamine used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:13AM] Dopamine used command ::whatdrops iron | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:21AM] Dopamine used command ::yell @red@::vote ::vote @bla@::vote ::vote @cya@::vote ::vote @yel@::vote | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:31AM] Dopamine used command ::VEIGAR | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:33AM] Dopamine used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:35AM] Dopamine used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:36AM] Dopamine used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:37AM] Dopamine used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:38AM] Dopamine used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/26/23 12:39AM] Dopamine used command ::vboss | Player rights = MYSTICAL_DONATOR	
>>>>>>> Stashed changes
