[4/19/23 11:57AM] Elven used command ::train | Player rights = PLAYER	
[4/22/23 04:17AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:17AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:19AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 04:33AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 04:34AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 04:35AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 04:36AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:36AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:04AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:04AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:13AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:14AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:30AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:30AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:33AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 05:34AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 05:36AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:36AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:51AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 05:52AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:53AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 06:10AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:13AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:14AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 06:48AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 06:53AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:54AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 06:54AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 09:02AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:06AM] Elven used command ::elo | Player rights = TORMENTED_DONATOR	
[4/22/23 09:06AM] Elven used command ::elo | Player rights = TORMENTED_DONATOR	
[4/22/23 09:06AM] Elven used command ::elo | Player rights = TORMENTED_DONATOR	
[4/22/23 09:06AM] Elven used command ::elo | Player rights = TORMENTED_DONATOR	
[4/22/23 09:33AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 09:34AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:01AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 10:02AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:02AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:03AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:09AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:11AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:22AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:33AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 10:34AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 10:35AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:35AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:37AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 10:38AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:38AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 10:39AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 10:40AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:40AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:03AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:04AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:06AM] Elven used command ::perks | Player rights = TORMENTED_DONATOR	
[4/22/23 11:07AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:08AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:27AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:28AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:29AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:30AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:30AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:32AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 11:34AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 11:35AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 11:35AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:36AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:36AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 11:36AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:40AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:40AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:40AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:42AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:52AM] Elven used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/22/23 11:55AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:56AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:56AM] Elven used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 12:00PM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:00PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:01PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:02PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:04PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:06PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:09PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 12:11PM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 12:13PM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 12:14PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:15PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:15PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:28PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:29PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:33PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:33PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 12:34PM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 12:35PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:35PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:36PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:37PM] Elven used command ::wr3cked | Player rights = TORMENTED_DONATOR	
[4/22/23 12:44PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:47PM] Elven used command ::train | Player rights = TORMENTED_DONATOR	
[4/22/23 12:48PM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:50PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 01:01PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:02PM] Elven used command ::bak | Player rights = TORMENTED_DONATOR	
[4/22/23 01:02PM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 01:02PM] Elven used command ::veiga | Player rights = TORMENTED_DONATOR	
[4/22/23 01:02PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:04PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 01:04PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:08PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:19PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:28PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:30PM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 01:32PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:33PM] Elven used command ::ninetails' | Player rights = TORMENTED_DONATOR	
[4/22/23 01:34PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 01:35PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 01:36PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 01:36PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:37PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:38PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:59PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:01PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:04PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 02:04PM] Elven used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 02:27PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:30PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 02:34PM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 02:35PM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 02:37PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 02:37PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:37PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:38PM] Elven used command ::afk | Player rights = TORMENTED_DONATOR	
[4/23/23 12:21AM] Elven used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 12:24AM] Elven used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 12:24AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:31AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:34AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:36AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:37AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:44AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:48AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:52AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 12:52AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:03AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:04AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 01:15AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:15AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:32AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:34AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 01:35AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:35AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 02:02AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:05AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:06AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:16AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:17AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:22AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:32AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:33AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 02:35AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 02:36AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 02:58AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:13AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 03:14AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:14AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 03:15AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 03:31AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 03:41AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:44AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 03:48AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:54AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:04AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 04:06AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 04:06AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 04:07AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 04:08AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:08AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:09AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:30AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 04:34AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:34AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:37AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:03AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 05:06AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 05:19AM] Elven used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/23/23 05:21AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 05:24AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:30AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:34AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 05:35AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 05:36AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 05:38AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 05:56AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:00AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 06:01AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 06:01AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:04AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 06:05AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 06:09AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 06:09AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 06:16AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:17AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:18AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 06:34AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 06:35AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 07:03AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:04AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 07:04AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 07:05AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 07:05AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:06AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:07AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 07:34AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:36AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 07:37AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:38AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:39AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:42AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:44AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 07:50AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:52AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:53AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:56AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 07:56AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 08:04AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 08:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 08:05AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 08:05AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:29AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 08:34AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:03AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:05AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 09:06AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:21AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:21AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 09:24AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:26AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:29AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:31AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:33AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:37AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 09:37AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 09:38AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 09:38AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:42AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:43AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:47AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:48AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 09:54AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 09:55AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 09:55AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 09:55AM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 09:56AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 09:57AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 09:58AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 10:03AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 10:06AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 10:12AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 10:12AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 10:23AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 10:24AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 10:25AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 10:25AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 10:53AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 10:54AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 10:55AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 10:55AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 10:57AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 10:57AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 11:19AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 11:24AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 11:27AM] Elven used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 11:28AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 11:28AM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 11:43AM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 11:49AM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 11:49AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 11:55AM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 11:59AM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 11:59AM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:00PM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 12:00PM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:05PM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:06PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:07PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:07PM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 12:10PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 12:10PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:26PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:28PM] Elven used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:32PM] Elven used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:33PM] Elven used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:34PM] Elven used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 12:35PM] Elven used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:36PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:38PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:39PM] Elven used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 12:41PM] Elven used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/23/23 12:41PM] Elven used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 12:41PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:42PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:42PM] Elven used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 12:51PM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:51PM] Elven used command ::bank | Player rights = TORMENTED_DONATOR	
[4/26/23 06:02AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 06:20AM] Elven used command ::pos | Player rights = TORMENTED_DONATOR	
[4/26/23 06:29AM] Elven used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:35AM] Elven used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:37AM] Elven used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:37AM] Elven used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:41AM] Elven used command ::reward1 all | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:41AM] Elven used command ::claimvotes | Player rights = MYSTICAL_DONATOR	
[4/26/23 06:41AM] Elven used command ::vote | Player rights = MYSTICAL_DONATOR	
