[4/15/23 03:35AM] Supernum used command ::train | Player rights = PLAYER	
[4/17/23 02:46AM] Supernum used command ::claim | Player rights = CLERIC_DONATOR	
[4/17/23 02:46AM] Supernum used command ::claim | Player rights = CLERIC_DONATOR	
[4/17/23 02:49AM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/17/23 02:51AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:55AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:57AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:57AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 02:58AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 03:01AM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 03:02AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 04:00AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 04:31AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 04:33AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 12:07PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 12:08PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:09PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:11PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:13PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:14PM] Supernum used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:14PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:15PM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:16PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:17PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:18PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:18PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:19PM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:29PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:29PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:29PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:29PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:30PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:30PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:30PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:31PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 12:31PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 12:33PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:33PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:34PM] Supernum used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 12:38PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/17/23 12:38PM] Supernum used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 12:39PM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:41PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 12:42PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 12:46PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 12:52PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 01:30PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 01:31PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:32PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 01:32PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 01:33PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 01:34PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 02:23PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 03:29PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 03:31PM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/17/23 04:01PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 04:02PM] Supernum used command ::VEIGAR | Player rights = CLERIC_DONATOR	
[4/17/23 04:04PM] Supernum used command ::dropon | Player rights = CLERIC_DONATOR	
[4/17/23 04:05PM] Supernum used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 04:07PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 04:31PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:32PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:33PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 05:32PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 05:34PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 05:37PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:25PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:31PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 06:32PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:33PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 06:33PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 06:34PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 06:40PM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/17/23 07:06PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 07:06PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 07:07PM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/17/23 07:13PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 07:15PM] Supernum used command ::donate | Player rights = CLERIC_DONATOR	
[4/17/23 07:17PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 07:32PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:33PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 07:33PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 07:48PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 07:49PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 08:14PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:14PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:14PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:15PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 08:15PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 08:16PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 08:16PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:17PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:18PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:19PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:20PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:21PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:21PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:32PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:32PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:34PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:34PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:36PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:37PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:37PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:38PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:38PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:39PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 08:39PM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/17/23 08:39PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:39PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:40PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:40PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:42PM] Supernum used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 08:44PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:46PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:47PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:50PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 08:51PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:51PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:58PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:58PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:58PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:59PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 08:59PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 08:59PM] Supernum used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 09:01PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:02PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:03PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:04PM] Supernum used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 09:04PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:05PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:06PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:06PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:07PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:08PM] Supernum used command ::perks | Player rights = CLERIC_DONATOR	
[4/17/23 09:08PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:22PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:35PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:58PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 09:59PM] Supernum used command ::ninetails+ | Player rights = CLERIC_DONATOR	
[4/17/23 09:59PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 10:03PM] Supernum used command ::perks | Player rights = CLERIC_DONATOR	
[4/17/23 10:27PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:28PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 10:41PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 10:41PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:41PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:41PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:42PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:43PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 10:44PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 10:44PM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/17/23 10:44PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 10:45PM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 10:46PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:49PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:49PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:53PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:53PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:53PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:53PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:55PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:55PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:55PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:57PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 10:58PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:00PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:00PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:02PM] Supernum used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/17/23 11:14PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:20PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:27PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:28PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:30PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:31PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:32PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 11:32PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 11:35PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:36PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:50PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 11:57PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:03AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:08AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:08AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:09AM] Supernum used command ::vote | Player rights = CLERIC_DONATOR	
[4/18/23 12:10AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:11AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:14AM] Supernum used command ::sz | Player rights = CLERIC_DONATOR	
[4/18/23 12:15AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:16AM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 12:17AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:18AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:21AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:21AM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 12:21AM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 12:23AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:24AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:26AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:29AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:31AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:32AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:41AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:42AM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 12:42AM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 12:43AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:43AM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 12:44AM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:44AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:45AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:46AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:46AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:46AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:48AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:49AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:51AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:52AM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/18/23 12:54AM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 12:56AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:17AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:18AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:24AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:24AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:24AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:25AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:26AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:26AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:26AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:26AM] Supernum used command ::elo | Player rights = CLERIC_DONATOR	
[4/18/23 01:30AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:32AM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 01:38AM] Supernum used command ::Dr | Player rights = CLERIC_DONATOR	
[4/18/23 01:41AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 01:42AM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 01:42AM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 01:43AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:56AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:58AM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 02:11AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 02:22AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:22AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:40AM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 02:40AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:40AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:41AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 02:41AM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 02:42AM] Supernum used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 02:43AM] Supernum used command ::muruem | Player rights = CLERIC_DONATOR	
[4/18/23 02:43AM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 02:44AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:32AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:41AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 03:42AM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 04:35AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:40AM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 04:42AM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 04:42AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:43AM] Supernum used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 04:44AM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 04:45AM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:01PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:03PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:04PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:05PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:06PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:06PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:08PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 12:08PM] Supernum used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 12:08PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:09PM] Supernum used command ::vote | Player rights = CLERIC_DONATOR	
[4/18/23 12:10PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:10PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:12PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:13PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:13PM] Supernum used command ::dmg | Player rights = CLERIC_DONATOR	
[4/18/23 12:13PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:15PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:16PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:17PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 12:17PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 12:17PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:24PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:37PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:37PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:38PM] Supernum used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 01:38PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:39PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:40PM] Supernum used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 01:40PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:41PM] Supernum used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 01:42PM] Supernum used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 01:42PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:43PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:44PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 01:50PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 01:51PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:52PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:57PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:58PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:59PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:00PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 02:00PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 02:00PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:02PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:02PM] Supernum used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 02:03PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:04PM] Supernum used command ::progression | Player rights = CLERIC_DONATOR	
[4/18/23 02:05PM] Supernum used command ::tasks | Player rights = CLERIC_DONATOR	
[4/18/23 02:05PM] Supernum used command ::progression | Player rights = CLERIC_DONATOR	
[4/18/23 02:05PM] Supernum used command ::commands | Player rights = CLERIC_DONATOR	
[4/18/23 02:05PM] Supernum used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 02:07PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:19PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:24PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:27PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:30PM] Supernum used command ::pos | Player rights = CLERIC_DONATOR	
