[4/17/23 03:20AM] Bourgondier used command ::ref | Player rights = PLAYER	
[4/23/23 06:04AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Bourgondier used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:05AM] Bourgondier used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:06AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:06AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:06AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:08AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:21AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:22AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:25AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:31AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:44AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:44AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:52AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 06:52AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:01AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:04AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:04AM] Bourgondier used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:05AM] Bourgondier used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:05AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:11AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:12AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:12AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:35AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:36AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:38AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:42AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:44AM] Bourgondier used command ::yell is that a offhand? | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:50AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 07:56AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:08AM] Bourgondier used command ::yell selling triple kills perk | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:10AM] Bourgondier used command ::yell selling triple kc perk | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:13AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:13AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:27AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:28AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:48AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:53AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:57AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:58AM] Bourgondier used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/23/23 08:58AM] Bourgondier used command ::maxhit | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:04AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:04AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:05AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:05AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:24AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:26AM] Bourgondier used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:26AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:27AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:27AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:28AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:36AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:36AM] Bourgondier used command ::vigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:36AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Bourgondier used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:37AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:38AM] Bourgondier used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:38AM] Bourgondier used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:38AM] Bourgondier used command ::vote | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:40AM] Bourgondier used command ::reward 1 | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:40AM] Bourgondier used command ::reward 1 | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:40AM] Bourgondier used command ::reward 1 | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:41AM] Bourgondier used command ::reward 1 | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:41AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:41AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:42AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:42AM] Bourgondier used command ::yell 1$ scrolls my pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:43AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:44AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:46AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:46AM] Bourgondier used command ::yell cheap ovl lv3 in my pos, get it quickly | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:46AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:47AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:47AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:55AM] Bourgondier used command ::golden | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:56AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:56AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:56AM] Bourgondier used command ::yell selling a bunch of 1$ in my pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:57AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 09:57AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:07AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:09AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:20AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:20AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:26AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:30AM] Bourgondier used command ::yell buying high dr items | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:30AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:30AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:31AM] Bourgondier used command ::store | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:40AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:43AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:43AM] Bourgondier used command ::yell buying high dr items | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:43AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:45AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:46AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:50AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:54AM] Bourgondier used command ::veigar | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:55AM] Bourgondier used command ::ninetails | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:55AM] Bourgondier used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 10:57AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:03AM] Bourgondier used command ::yell selling triple kills @pm | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:09AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:09AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:19AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:27AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:37AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:40AM] Bourgondier used command ::bank | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:41AM] Bourgondier used command ::reward 1 all | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:44AM] Bourgondier used command ::vb | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:44AM] Bourgondier used command ::voteboss | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:47AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:49AM] Bourgondier used command ::pos | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:50AM] Bourgondier used command ::home | Player rights = OBSIDIAN_DONATOR	
[4/23/23 11:55AM] Bourgondier used command ::meruem | Player rights = OBSIDIAN_DONATOR	
