[4/17/23 04:01AM] Kinda Savage used command ::vote | Player rights = PLAYER	
[4/19/23 04:18PM] Kinda Savage used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:21PM] Kinda Savage used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:24PM] Kinda Savage used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:30PM] Kinda Savage used command ::slayer | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:31PM] Kinda Savage used command ::home | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:43PM] Kinda Savage used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:43PM] Kinda Savage used command ::veigar | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:45PM] Kinda Savage used command ::voteboss | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:46PM] Kinda Savage used command ::yell ::voteboss!!!! | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:47PM] Kinda Savage used command ::yell thanks alex legend! | Player rights = GRACEFUL_DONATOR	
[4/19/23 04:48PM] Kinda Savage used command ::yay i can use :pos now! | Player rights = CLERIC_DONATOR	
[4/19/23 04:49PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 04:49PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:56PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:59PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:02PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:04PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:04PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:06PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:08PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:08PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:12PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:13PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 05:14PM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 05:15PM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 05:17PM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 05:19PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:22PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:26PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:30PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:34PM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/19/23 05:38PM] Kinda Savage used command ::achieve | Player rights = CLERIC_DONATOR	
[4/19/23 05:43PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::hone | Player rights = CLERIC_DONATOR	
[4/19/23 05:52PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 06:13PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 06:15PM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 06:16PM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 06:28PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 06:31PM] Kinda Savage used command ::vote | Player rights = CLERIC_DONATOR	
[4/19/23 06:40PM] Kinda Savage used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/19/23 06:42PM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 06:44PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 06:45PM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/19/23 07:13PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 07:15PM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 07:15PM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 07:22PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:04AM] Kinda Savage used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 03:06AM] Kinda Savage used command ::claim reward all 1 | Player rights = CLERIC_DONATOR	
[4/20/23 03:07AM] Kinda Savage used command ::claim rewards all | Player rights = CLERIC_DONATOR	
[4/20/23 03:07AM] Kinda Savage used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 03:14AM] Kinda Savage used command ::yell veigar - nintails - meruem - golden! | Player rights = CLERIC_DONATOR	
[4/20/23 03:18AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:21AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 03:22AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:24AM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 03:25AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:27AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:27AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 03:27AM] Kinda Savage used command ::voteboss!@!!! | Player rights = CLERIC_DONATOR	
[4/20/23 03:27AM] Kinda Savage used command ::yell voteboss!!!!! | Player rights = CLERIC_DONATOR	
[4/20/23 03:28AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:34AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:38AM] Kinda Savage used command ::yell selling $100 in scrolls 45k red coin per $1 | Player rights = CLERIC_DONATOR	
[4/20/23 03:41AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:45AM] Kinda Savage used command ::yell buying high drop rate perks. cash, pm me! | Player rights = CLERIC_DONATOR	
[4/20/23 03:49AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:50AM] Kinda Savage used command ::elo | Player rights = CLERIC_DONATOR	
[4/20/23 03:53AM] Kinda Savage used command ::yell buying high drop rate perks, cash @ pm's! | Player rights = CLERIC_DONATOR	
[4/20/23 03:56AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 04:01AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 04:02AM] Kinda Savage used command ::yell buying high drop rate perks pm me! | Player rights = CLERIC_DONATOR	
[4/20/23 04:19AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 04:21AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 04:37AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:40AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:41AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 04:49AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 05:01AM] Kinda Savage used command ::yell anyone sell high drop rate perks? | Player rights = CLERIC_DONATOR	
[4/20/23 05:03AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:20AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 06:21AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 06:22AM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 06:23AM] Kinda Savage used command ::wr3cked | Player rights = CLERIC_DONATOR	
[4/20/23 06:24AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:25AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 06:26AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 06:28AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:28AM] Kinda Savage used command ::yell next vote boss is double!! get your votes in!! | Player rights = CLERIC_DONATOR	
[4/20/23 06:28AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 06:30AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:32AM] Kinda Savage used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 06:32AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 06:36AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:46AM] Kinda Savage used command ::yell he's only high on life! | Player rights = CLERIC_DONATOR	
[4/20/23 06:47AM] Kinda Savage used command ::yell buying high drop rate perks! cash!! pm me :) | Player rights = CLERIC_DONATOR	
[4/20/23 06:49AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 06:52AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 06:58AM] Kinda Savage used command ::slayer | Player rights = CLERIC_DONATOR	
[4/20/23 06:59AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 07:03AM] Kinda Savage used command ::upgrade | Player rights = CLERIC_DONATOR	
[4/20/23 07:04AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 07:17AM] Kinda Savage used command ::collection | Player rights = CLERIC_DONATOR	
[4/20/23 07:19AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 07:20AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 07:22AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 07:33AM] Kinda Savage used command ::collection | Player rights = CLERIC_DONATOR	
[4/20/23 07:34AM] Kinda Savage used command ::collection | Player rights = CLERIC_DONATOR	
[4/20/23 07:35AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 07:35AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 07:36AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 07:37AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:38AM] Kinda Savage used command ::po | Player rights = CLERIC_DONATOR	
[4/20/23 07:38AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:40AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:41AM] Kinda Savage used command ::yell anyone selling high drop rate perks? | Player rights = CLERIC_DONATOR	
[4/20/23 07:41AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:43AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:44AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:46AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 07:46AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 07:49AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 07:57AM] Kinda Savage used command ::collection | Player rights = CLERIC_DONATOR	
[4/20/23 08:01AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 08:03AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:18AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:19AM] Kinda Savage used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 10:20AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:22AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 10:24AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:27AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 10:28AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 10:30AM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 10:34AM] Kinda Savage used command ::yell thank you for the masses! Tarn rsps #1 | Player rights = CLERIC_DONATOR	
[4/20/23 10:34AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 10:34AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:38AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 10:42AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 10:45AM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 10:46AM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 10:47AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 10:49AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 10:51AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:52AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 10:53AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:53AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 10:54AM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:37PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:38PM] Kinda Savage used command ::yell buying high drop rate perks cash or bonds. | Player rights = CLERIC_DONATOR	
[4/20/23 02:38PM] Kinda Savage used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 02:45PM] Kinda Savage used command ::collectionlog | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Kinda Savage used command ::nodrops | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Kinda Savage used command ::dropoff | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Kinda Savage used command ::collection | Player rights = CLERIC_DONATOR	
[4/20/23 02:48PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:49PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:50PM] Kinda Savage used command ::voteboss | Player rights = CLERIC_DONATOR	
[4/20/23 02:52PM] Kinda Savage used command ::yell good luck tarn family! we getting fed tonight! | Player rights = CLERIC_DONATOR	
[4/20/23 02:55PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:08PM] Kinda Savage used command ::yell buying drop rate perks! let me know what you have!!! | Player rights = CLERIC_DONATOR	
[4/20/23 03:08PM] Kinda Savage used command ::kingrock | Player rights = CLERIC_DONATOR	
[4/20/23 03:08PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:09PM] Kinda Savage used command ::por | Player rights = CLERIC_DONATOR	
[4/20/23 03:09PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:10PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:17PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:19PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:20PM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 03:21PM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 03:22PM] Kinda Savage used command ::golden | Player rights = CLERIC_DONATOR	
[4/20/23 03:23PM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 03:28PM] Kinda Savage used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 03:28PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 03:49PM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 03:49PM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:10AM] Kinda Savage used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 04:13AM] Kinda Savage used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/21/23 04:28AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:32AM] Kinda Savage used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 04:36AM] Kinda Savage used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 04:36AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:38AM] Kinda Savage used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 04:40AM] Kinda Savage used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 04:40AM] Kinda Savage used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 04:46AM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:25AM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/21/23 07:33AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:33AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:34AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 07:35AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 07:35AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 07:35AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 07:37AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 07:39AM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 07:40AM] Kinda Savage used command ::::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 07:40AM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 07:42AM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 07:58AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:03AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:13AM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 08:16AM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 08:21AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:21AM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 08:22AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:29AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:29AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:31AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 08:32AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 08:32AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:33AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:34AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 08:35AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:36AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 08:37AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:39AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:40AM] Kinda Savage used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:43AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:46AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 09:04AM] Kinda Savage used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/21/23 09:32AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 09:34AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 09:35AM] Kinda Savage used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 09:37AM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 09:47AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 09:56AM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/21/23 10:02AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:04AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:06AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 10:07AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:08AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:12AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:14AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:14AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 10:22AM] Kinda Savage used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 10:23AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 10:25AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 10:26AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 10:32AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 10:33AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 10:34AM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 10:37AM] Kinda Savage used command ::totem | Player rights = TORMENTED_DONATOR	
[4/21/23 10:39AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 10:45AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 10:49AM] Kinda Savage used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/21/23 11:02AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 11:06AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 11:11AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 11:31AM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 11:33AM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 11:35AM] Kinda Savage used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 11:35AM] Kinda Savage used command ::yell dont forget to ::vote!!! ez money!! | Player rights = TORMENTED_DONATOR	
[4/21/23 11:36AM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 11:36AM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 05:49PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:38PM] Kinda Savage used command ::vote | Player rights = TORMENTED_DONATOR	
[4/21/23 07:49PM] Kinda Savage used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/21/23 07:50PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:54PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:55PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:56PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57PM] Kinda Savage used command ::alter | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57PM] Kinda Savage used command ::altar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57PM] Kinda Savage used command ::altar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57PM] Kinda Savage used command ::alter | Player rights = TORMENTED_DONATOR	
[4/21/23 07:57PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:01PM] Kinda Savage used command ::yell don't forget to vote for big rewards!! ::vote!! 22/50 | Player rights = TORMENTED_DONATOR	
[4/21/23 08:03PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:04PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:20PM] Kinda Savage used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:21PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:21PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:22PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:23PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:28PM] Kinda Savage used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:29PM] Kinda Savage used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:30PM] Kinda Savage used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:33PM] Kinda Savage used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 08:34PM] Kinda Savage used command ::meruem | Player rights = TORMENTED_DONATOR	
