[4/16/23 09:55PM] Sad used command ::refer ents | Player rights = PLAYER	
[4/20/23 10:27AM] Sad used command ::yell ::meruem@@@ | Player rights = HELPER	
[4/20/23 10:30AM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 10:30AM] Sad used command ::yell golden@@ | Player rights = HELPER	
[4/20/23 10:30AM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 10:31AM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 10:34AM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 10:34AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/20/23 10:38AM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 10:38AM] Sad used command ::yell ::ninetails@@ | Player rights = HELPER	
[4/20/23 10:40AM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/20/23 10:42AM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 10:42AM] Sad used command ::yell ::meruem | Player rights = HELPER	
[4/20/23 10:45AM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 10:47AM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 10:48AM] Sad used command ::yell ::vboss! | Player rights = HELPER	
[4/20/23 10:49AM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 10:49AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/20/23 10:52AM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 10:53AM] Sad used command ::yell 44/50 for vboss vote vote vote | Player rights = HELPER	
[4/20/23 10:54AM] Sad used command ::yell 1 more vote! | Player rights = HELPER	
[4/20/23 10:54AM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 11:04AM] Sad used command ::yell 6/50 votes. make sure to ::vote for guaranteed $ scrolls at vboss :) | Player rights = HELPER	
[4/20/23 11:17AM] Sad used command ::yell 9/50 votes! vote vote vote for amazing rewards :) | Player rights = HELPER	
[4/20/23 11:19AM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 11:19AM] Sad used command ::yell veigar > ninetails > meruem | Player rights = HELPER	
[4/20/23 11:21AM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 11:22AM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 11:27AM] Sad used command ::yell 16/50 for vboss! vote for guaranteed $ drops! | Player rights = HELPER	
[4/20/23 11:43AM] Sad used command ::home | Player rights = HELPER	
[4/20/23 11:48AM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 11:49AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/20/23 11:52AM] Sad used command ::yell 25/50 for vboss! guaranteed $ drops :) | Player rights = HELPER	
[4/20/23 11:53AM] Sad used command ::yell ::vote | Player rights = HELPER	
[4/20/23 12:04PM] Sad used command ::yell 33/50 for vboss! ::vote for amazing rewards :) | Player rights = HELPER	
[4/20/23 12:08PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 12:12PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 12:18PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 12:19PM] Sad used command ::yell 1 more for vboss! | Player rights = HELPER	
[4/20/23 12:20PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 12:21PM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 12:22PM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 01:16PM] Sad used command ::yell 26/50  for vote boss! guaranteed $ scrolls! vote vote vote | Player rights = HELPER	
[4/20/23 01:16PM] Sad used command ::vote | Player rights = HELPER	
[4/20/23 01:17PM] Sad used command ::reward 1 all | Player rights = HELPER	
[4/20/23 01:17PM] Sad used command ::lano | Player rights = HELPER	
[4/20/23 01:19PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 01:20PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 01:21PM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 01:22PM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 01:29PM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 01:31PM] Sad used command ::yell ::vboss | Player rights = HELPER	
[4/20/23 01:33PM] Sad used command ::yell ::vboss | Player rights = HELPER	
[4/20/23 01:49PM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/20/23 01:49PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 01:54PM] Sad used command ::yel 8/50 for vboss! keep up the good work andmake sure to ::vote@@@ | Player rights = HELPER	
[4/20/23 01:54PM] Sad used command ::yell 8/50 for vboss! keep up the good work guys!  | Player rights = HELPER	
[4/20/23 01:55PM] Sad used command ::yell ::vote | Player rights = HELPER	
[4/20/23 02:08PM] Sad used command ::yell ::vboss 14/50 vote vote vote! | Player rights = HELPER	
[4/20/23 02:13PM] Sad used command ::dropoff | Player rights = HELPER	
[4/20/23 02:19PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 02:20PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 02:38PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 06:32PM] Sad used command ::dropoff | Player rights = HELPER	
[4/20/23 06:33PM] Sad used command ::vote | Player rights = HELPER	
[4/20/23 06:34PM] Sad used command ::reward 1 all | Player rights = HELPER	
[4/20/23 06:35PM] Sad used command ::yell make sure to ::vote! vboss spawn in 5 votes :) | Player rights = HELPER	
[4/20/23 06:40PM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 06:46PM] Sad used command ::totem | Player rights = HELPER	
[4/20/23 06:49PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 07:01PM] Sad used command ::yell great job guys! make sure to ::vote for guaranteed $ drops :) | Player rights = HELPER	
[4/20/23 07:01PM] Sad used command ::yell and so we become #1 server because... deserved. | Player rights = HELPER	
[4/20/23 07:02PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 07:19PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 07:25PM] Sad used command ::yell check your cooldowns on ::vote! :) | Player rights = HELPER	
[4/20/23 07:49PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 07:57PM] Sad used command ::home | Player rights = HELPER	
[4/20/23 08:06PM] Sad used command ::yell votes 6/50. go ::vote for guaranteed $ drops :) | Player rights = HELPER	
[4/20/23 08:20PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 08:35PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 08:35PM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/20/23 08:36PM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 08:36PM] Sad used command ::yell ::meruem | Player rights = HELPER	
[4/20/23 08:37PM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 08:37PM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 08:38PM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 08:38PM] Sad used command ::yell ::golden | Player rights = HELPER	
[4/20/23 08:39PM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 08:44PM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 08:47PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 08:50PM] Sad used command ::dropoff | Player rights = HELPER	
[4/20/23 08:58PM] Sad used command ::yell 18/50 for vboss! keep up the good work guys ::vote :) | Player rights = HELPER	
[4/20/23 09:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 09:12PM] Sad used command ::yell check your vote timers! ::vote  | Player rights = HELPER	
[4/20/23 09:16PM] Sad used command ::totem | Player rights = HELPER	
[4/20/23 09:17PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 09:17PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 09:32PM] Sad used command ::yell vote boss 31/50 - go vote for guaranteed $ scrolls and more :) | Player rights = HELPER	
[4/20/23 09:32PM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/20/23 09:33PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 09:33PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 09:34PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 09:37PM] Sad used command ::maxhit | Player rights = HELPER	
[4/20/23 09:38PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 09:40PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 09:45PM] Sad used command ::vboss | Player rights = HELPER	
[4/20/23 09:57PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 10:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 10:04PM] Sad used command ::donate | Player rights = HELPER	
[4/20/23 10:05PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 10:17PM] Sad used command ::claim | Player rights = HELPER	
[4/20/23 10:21PM] Sad used command ::donate | Player rights = HELPER	
[4/20/23 10:22PM] Sad used command ::claim | Player rights = HELPER	
[4/20/23 10:23PM] Sad used command ::yell make to ::vote! :) ::reward 1 all to claim | Player rights = HELPER	
[4/20/23 10:30PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 10:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 10:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 10:34PM] Sad used command ::yell ::vote while you have afk time at globals!  | Player rights = HELPER	
[4/20/23 10:34PM] Sad used command ::yell ::reward 1 all to claim :) | Player rights = HELPER	
[4/20/23 10:36PM] Sad used command ::meruem | Player rights = HELPER	
[4/20/23 10:43PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 11:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 11:04PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 11:05PM] Sad used command ::pos | Player rights = HELPER	
[4/20/23 11:06PM] Sad used command ::maxhit | Player rights = HELPER	
[4/20/23 11:15PM] Sad used command ::yell don't forget to check your vote timers! ::vote  | Player rights = HELPER	
[4/20/23 11:17PM] Sad used command ::bank | Player rights = HELPER	
[4/20/23 11:31PM] Sad used command ::totem | Player rights = HELPER	
[4/20/23 11:31PM] Sad used command ::veigar | Player rights = HELPER	
[4/20/23 11:32PM] Sad used command ::yell globals@@ | Player rights = HELPER	
[4/20/23 11:33PM] Sad used command ::maxhit | Player rights = HELPER	
[4/20/23 11:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/20/23 11:35PM] Sad used command ::golden | Player rights = HELPER	
[4/20/23 11:49PM] Sad used command ::yell make sure to ::vote for juicy rewards! | Player rights = HELPER	
[4/21/23 12:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 12:21AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 12:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 12:34AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 12:36AM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 12:44AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 12:52AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 01:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 01:06AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 01:06AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 01:11AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 01:16AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 06:56AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 07:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 07:06AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 07:19AM] Sad used command ::yell make sure to ::vote! ::reward 1 all to claim :) | Player rights = HELPER	
[4/21/23 07:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 07:34AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 07:35AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 07:37AM] Sad used command ::yell giveaway in 2 mins @ win all day on youtube!!! | Player rights = HELPER	
[4/21/23 07:38AM] Sad used command ::yell discord #media section for easier find | Player rights = HELPER	
[4/21/23 07:39AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 07:39AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 07:48AM] Sad used command ::yell make sure to ::vote for amazing rewards!! ::reward 1 all to claim :) | Player rights = HELPER	
[4/21/23 07:57AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 07:58AM] Sad used command ::yell vboss@@@ | Player rights = HELPER	
[4/21/23 07:59AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 08:12AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:14AM] Sad used command ::yell ::vote@@@ | Player rights = HELPER	
[4/21/23 08:15AM] Sad used command ::yell princespeach rsps for giveaways@@@ :) | Player rights = HELPER	
[4/21/23 08:21AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 08:28AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 08:28AM] Sad used command ::yell make sure to attack both at ::veigar :) | Player rights = HELPER	
[4/21/23 08:29AM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 08:31AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 08:31AM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/21/23 08:32AM] Sad used command ::golden | Player rights = HELPER	
[4/21/23 08:32AM] Sad used command ::yell ::golden@@@ | Player rights = HELPER	
[4/21/23 08:32AM] Sad used command ::yell make sure to attack both | Player rights = HELPER	
[4/21/23 08:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 08:32AM] Sad used command ::yell ::veigar | Player rights = HELPER	
[4/21/23 08:33AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 08:34AM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/21/23 08:34AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 08:35AM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 08:35AM] Sad used command ::yell ::meruem | Player rights = HELPER	
[4/21/23 08:35AM] Sad used command ::golden | Player rights = HELPER	
[4/21/23 08:36AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:37AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 08:37AM] Sad used command ::yell vote vote vote | Player rights = HELPER	
[4/21/23 08:39AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 08:40AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 08:43AM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 08:44AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 08:45AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 08:46AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:48AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:50AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:54AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 08:56AM] Sad used command ::yell giveaway in 2 mins @ princespeach rsps on youtube! :) | Player rights = HELPER	
[4/21/23 08:57AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 09:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 09:04AM] Sad used command ::yell tons of peeps in discord voice chat :) come join! | Player rights = HELPER	
[4/21/23 09:12AM] Sad used command ::yell ::vote@@@ | Player rights = HELPER	
[4/21/23 09:17AM] Sad used command ::yell come join discord voice for fun times and lots of people! | Player rights = HELPER	
[4/21/23 09:17AM] Sad used command ::dropoff | Player rights = HELPER	
[4/21/23 09:18AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:23AM] Sad used command ::collection | Player rights = HELPER	
[4/21/23 09:23AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:25AM] Sad used command ::yell make sure to ::vote :) ::reward 1 all to claim | Player rights = HELPER	
[4/21/23 09:26AM] Sad used command ::ref nobledefeat | Player rights = HELPER	
[4/21/23 09:26AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 09:28AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 09:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 09:34AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 09:35AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:35AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:36AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 09:42AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:45AM] Sad used command ::yell 39/50 for ::vboss! | Player rights = HELPER	
[4/21/23 09:45AM] Sad used command ::yell ::reward 1 all to claim | Player rights = HELPER	
[4/21/23 09:45AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 09:46AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 09:55AM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 09:55AM] Sad used command ::yell one more ::vote! | Player rights = HELPER	
[4/21/23 09:55AM] Sad used command ::yell ::reward 1 all | Player rights = HELPER	
[4/21/23 09:57AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 10:03AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 10:04AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 10:17AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:19AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 10:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 10:34AM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 10:35AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:36AM] Sad used command ::home | Player rights = HELPER	
[4/21/23 10:58AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 11:26AM] Sad used command ::yell dont forget to ::vote! :) make us #1  | Player rights = HELPER	
[4/21/23 11:30AM] Sad used command ::yell ::vote :) | Player rights = HELPER	
[4/21/23 11:30AM] Sad used command ::yell ::reward 1 all to claim vote | Player rights = HELPER	
[4/21/23 11:30AM] Sad used command ::yell vote boss drops guaranteed $ scrolls | Player rights = HELPER	
[4/21/23 11:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 11:32AM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 11:33AM] Sad used command ::yell its a party at ::veigar | Player rights = HELPER	
[4/21/23 11:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 11:35AM] Sad used command ::golden | Player rights = HELPER	
[4/21/23 11:36AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:40AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:41AM] Sad used command ::yell bonds cheap my pos  | Player rights = HELPER	
[4/21/23 11:47AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:48AM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:49AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 11:51AM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 12:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 12:04PM] Sad used command ::yell ::reward 1 all to claim  | Player rights = HELPER	
[4/21/23 12:05PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 12:05PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 12:07PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:13PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:13PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:13PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 12:19PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:19PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 12:19PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:23PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:25PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:31PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:33PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 12:33PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 12:35PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:42PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 12:53PM] Sad used command ::dropoff | Player rights = HELPER	
[4/21/23 01:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 01:04PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 01:06PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 01:18PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 01:27PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 01:30PM] Sad used command ::yell vote vote vote! guaranteed $ scrolls :)  | Player rights = HELPER	
[4/21/23 01:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 01:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 01:58PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 02:03PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 02:07PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 02:11PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 02:23PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 02:31PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 02:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 02:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 02:35PM] Sad used command ::golden | Player rights = HELPER	
[4/21/23 02:36PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 02:38PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 02:39PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 02:49PM] Sad used command ::teleport Liam | Player rights = HELPER	
[4/21/23 02:49PM] Sad used command ::tele Liam | Player rights = HELPER	
[4/21/23 02:56PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 03:03PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 03:10PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 03:17PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 03:17PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 03:19PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 03:20PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 03:22PM] Sad used command ::yell dont forget to ::vote! guaranteed $ scrolls and other goodies :) | Player rights = HELPER	
[4/21/23 03:23PM] Sad used command ::yell ::reward 1 all to claim your vote | Player rights = HELPER	
[4/21/23 03:29PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 03:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 03:32PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 03:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 03:40PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 03:42PM] Sad used command ::noble | Player rights = HELPER	
[4/21/23 03:49PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 04:01PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 04:02PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 04:02PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 04:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 04:03PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 04:08PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 09:51PM] Sad used command ::yell everyone ::vote!! | Player rights = HELPER	
[4/21/23 09:51PM] Sad used command ::vote | Player rights = HELPER	
[4/21/23 09:52PM] Sad used command ::reward 1 all | Player rights = HELPER	
[4/21/23 09:54PM] Sad used command ::dropoff | Player rights = HELPER	
[4/21/23 09:57PM] Sad used command ::yell ::vboss | Player rights = HELPER	
[4/21/23 09:58PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 10:03PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 10:11PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:13PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:20PM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 10:20PM] Sad used command ::yell make sure to attack both! | Player rights = HELPER	
[4/21/23 10:21PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:30PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:31PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 10:33PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 10:34PM] Sad used command ::meruem | Player rights = HELPER	
[4/21/23 10:38PM] Sad used command ::yell ::vote!  | Player rights = HELPER	
[4/21/23 10:38PM] Sad used command ::yell ::reward 1 all to claim  | Player rights = HELPER	
[4/21/23 10:43PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 10:57PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 10:57PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:02PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 11:13PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:21PM] Sad used command ::yell 25/50 on vboss! vote vote vote | Player rights = HELPER	
[4/21/23 11:25PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:32PM] Sad used command ::yell 40/50 for vboss! ::vote | Player rights = HELPER	
[4/21/23 11:32PM] Sad used command ::veigar | Player rights = HELPER	
[4/21/23 11:34PM] Sad used command ::ninetails | Player rights = HELPER	
[4/21/23 11:34PM] Sad used command ::yell ::ninetails | Player rights = HELPER	
[4/21/23 11:35PM] Sad used command ::golden | Player rights = HELPER	
[4/21/23 11:35PM] Sad used command ::yell ::golden | Player rights = HELPER	
[4/21/23 11:38PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 11:38PM] Sad used command ::vboss | Player rights = HELPER	
[4/21/23 11:47PM] Sad used command ::bank | Player rights = HELPER	
[4/21/23 11:47PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:48PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:50PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:52PM] Sad used command ::pos | Player rights = HELPER	
[4/21/23 11:57PM] Sad used command ::yell ::noble best youtuber | Player rights = HELPER	
[4/22/23 12:01AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 12:03AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 12:25AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 12:33AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 12:33AM] Sad used command ::bank | Player rights = HELPER	
[4/22/23 12:33AM] Sad used command ::ninetails | Player rights = HELPER	
[4/22/23 12:35AM] Sad used command ::meruem | Player rights = HELPER	
[4/22/23 12:42AM] Sad used command ::commands | Player rights = HELPER	
[4/22/23 12:42AM] Sad used command ::help | Player rights = HELPER	
[4/22/23 12:44AM] Sad used command ::commands | Player rights = HELPER	
[4/22/23 12:45AM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 12:46AM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 12:47AM] Sad used command ::teleto nobledefeat | Player rights = HELPER	
[4/22/23 12:57AM] Sad used command ::yell 26/50 for vote boss! vote vote vote :) | Player rights = HELPER	
[4/22/23 12:57AM] Sad used command ::yell also 100+ online consistently. keep it up guys! | Player rights = HELPER	
[4/22/23 01:02AM] Sad used command ::veigar | Player rights = HELPER	
[4/22/23 01:03AM] Sad used command ::home | Player rights = HELPER	
[4/22/23 01:11AM] Sad used command ::veigar | Player rights = HELPER	
