[4/15/23 02:33AM] Nervus used command ::train | Player rights = PLAYER	
[4/22/23 08:27PM] Nervus used command ::yell all globals 5min | Player rights = CLERIC_DONATOR	
[4/22/23 08:32PM] Nervus used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:33PM] Nervus used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 08:34PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 08:34PM] Nervus used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 08:35PM] Nervus used command ::golden | Player rights = CLERIC_DONATOR	
[4/22/23 08:38PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 09:48PM] Nervus used command ::yell 7x votes for vboss, guaranteed $$ | Player rights = CLERIC_DONATOR	
[4/22/23 09:49PM] Nervus used command ::vboss | Player rights = CLERIC_DONATOR	
[4/22/23 09:51PM] Nervus used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 09:53PM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 09:53PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:55PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:56PM] Nervus used command ::yell sale pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:56PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:57PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:57PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:57PM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 09:57PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:59PM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:00PM] Nervus used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/22/23 10:00PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:04PM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:14PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:16PM] Nervus used command ::yell 2x $10 bonds 580k ea | Player rights = TORMENTED_DONATOR	
[4/22/23 10:25PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:26PM] Nervus used command ::yell $10 bonds in pos cheapest | Player rights = TORMENTED_DONATOR	
[4/22/23 10:26PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:32PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:32PM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:33PM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 10:34PM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 10:36PM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 10:37PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:39PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:43PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:46PM] Nervus used command ::yell inf prayer t3 1100k in pos cheapest | Player rights = TORMENTED_DONATOR	
[4/22/23 10:47PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:48PM] Nervus used command ::yell anyone buying double dr scroll 1hr? | Player rights = TORMENTED_DONATOR	
[4/22/23 10:48PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:50PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:55PM] Nervus used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/22/23 11:02PM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:04PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:05PM] Nervus used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:06PM] Nervus used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 11:07PM] Nervus used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/22/23 11:29PM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:30PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:31PM] Nervus used command ::yell sale in pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:32PM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:32PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33PM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:40PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:40PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:45PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:53PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:54PM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 11:55PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57PM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57PM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 11:58PM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03AM] Nervus used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/23/23 12:04AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:05AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 12:24AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 12:27AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 12:30AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:31AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:33AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:34AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:35AM] Nervus used command ::ninetailsgl | Player rights = TORMENTED_DONATOR	
[4/23/23 12:36AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:36AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:38AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 12:48AM] Nervus used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:49AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:53AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 12:57AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:57AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:57AM] Nervus used command ::homwe | Player rights = TORMENTED_DONATOR	
[4/23/23 12:57AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 01:00AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:03AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 01:10AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:11AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:16AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:17AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:17AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:17AM] Nervus used command ::teleport | Player rights = TORMENTED_DONATOR	
[4/23/23 01:17AM] Nervus used command ::teleport | Player rights = TORMENTED_DONATOR	
[4/23/23 01:18AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:18AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:19AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:23AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 01:23AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:16AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:20AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:23AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:27AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:29AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 02:31AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 02:31AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 02:33AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 02:34AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 02:35AM] Nervus used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 02:36AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 03:31AM] Nervus used command ::yell ::golden up | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32AM] Nervus used command ::::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:32AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 03:33AM] Nervus used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 03:34AM] Nervus used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 03:37AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 03:39AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 03:40AM] Nervus used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 03:42AM] Nervus used command ::homr | Player rights = TORMENTED_DONATOR	
[4/23/23 03:42AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 03:43AM] Nervus used command ::yell oc fk yes | Player rights = TORMENTED_DONATOR	
[4/23/23 03:49AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:55AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:56AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 03:58AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:00AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:00AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:05AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 04:06AM] Nervus used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 04:06AM] Nervus used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 04:06AM] Nervus used command ::golden | Player rights = TORMENTED_DONATOR	
[4/23/23 04:07AM] Nervus used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 04:07AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:09AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:10AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:15AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:25AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:27AM] Nervus used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/23/23 04:29AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:31AM] Nervus used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/23/23 04:33AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:34AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:34AM] Nervus used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 04:35AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:39AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:45AM] Nervus used command ::home | Player rights = TORMENTED_DONATOR	
[4/23/23 04:46AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:50AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 04:53AM] Nervus used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 04:55AM] Nervus used command ::pos | Player rights = TORMENTED_DONATOR	
