[4/15/23 08:03AM] Light used command :: | Player rights = PLAYER	
[4/17/23 06:02PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:33PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 06:33PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 07:02PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:32PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:33PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 07:33PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 07:36PM] Light used command ::dr | Player rights = CLERIC_DONATOR	
[4/17/23 07:51PM] Light used command ::zones | Player rights = CLERIC_DONATOR	
[4/17/23 07:53PM] Light used command ::elo | Player rights = CLERIC_DONATOR	
[4/17/23 08:44PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:44PM] Light used command ::collection | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 09:00PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/17/23 09:01PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:41AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:43AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 06:43AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 06:44AM] Light used command ::collection | Player rights = CLERIC_DONATOR	
[4/18/23 06:50AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:54AM] Light used command ::Vote | Player rights = CLERIC_DONATOR	
[4/18/23 06:55AM] Light used command ::claimvote | Player rights = CLERIC_DONATOR	
[4/18/23 07:02AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:11AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 07:11AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:41AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 07:42AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 07:42AM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 08:32AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:41AM] Light used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/18/23 08:42AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 08:42AM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 08:46AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:49AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:52AM] Light used command ::dr | Player rights = CLERIC_DONATOR	
[4/18/23 09:01AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 09:05AM] Light used command ::zones | Player rights = CLERIC_DONATOR	
[4/18/23 09:05AM] Light used command ::zones | Player rights = CLERIC_DONATOR	
[4/18/23 09:11AM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 09:13AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 09:14AM] Light used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/18/23 09:24AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 09:24AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 09:33AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 11:23AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 11:30AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 11:41AM] Light used command ::VEIGAR | Player rights = CLERIC_DONATOR	
[4/18/23 11:41AM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 11:42AM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:38PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:38PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 12:38PM] Light used command :::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:41PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 12:41PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:41PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 12:41PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 12:42PM] Light used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 12:44PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:47PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:48PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:48PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 12:59PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:10PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:11PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 01:26PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:29PM] Light used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/18/23 01:41PM] Light used command ::VEIGAR | Player rights = CLERIC_DONATOR	
[4/18/23 01:41PM] Light used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 01:41PM] Light used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 01:43PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 01:43PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 01:43PM] Light used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 01:44PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:48PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:54PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:59PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 01:59PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:00PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:02PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Light used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Light used command ::donate | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::maxhit | Player rights = CLERIC_DONATOR	
[4/18/23 02:12PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:13PM] Light used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:16PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:17PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:17PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:18PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 02:18PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 02:20PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:21PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:30PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:41PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 02:41PM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 02:42PM] Light used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 02:43PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:45PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:50PM] Light used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/18/23 02:50PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:50PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:11PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 06:41AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:42AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:51AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:51AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:53AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:00AM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:00AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:21AM] Light used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 07:23AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:25AM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 07:30AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:35AM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:11AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:16AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 08:23AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:37AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:42AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:46AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 08:47AM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 08:52AM] Light used command ::vote | Player rights = TORMENTED_DONATOR	
[4/19/23 08:54AM] Light used command ::Reward 1 all | Player rights = TORMENTED_DONATOR	
[4/19/23 08:56AM] Light used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 08:57AM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 09:02AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 09:04AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:01AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:11AM] Light used command ::globals | Player rights = TORMENTED_DONATOR	
[4/19/23 11:13AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:15AM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 11:15AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:16AM] Light used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 11:19AM] Light used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 11:28AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:29AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:30AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 11:30AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 11:30AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 11:30AM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 11:41AM] Light used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 11:43AM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:44AM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 11:45AM] Light used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 11:46AM] Light used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 11:52AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:55AM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:56AM] Light used command ::wr3cked | Player rights = TORMENTED_DONATOR	
[4/19/23 12:14PM] Light used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 12:14PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 12:14PM] Light used command ::vb | Player rights = TORMENTED_DONATOR	
[4/19/23 12:15PM] Light used command ::vb | Player rights = TORMENTED_DONATOR	
[4/19/23 12:15PM] Light used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 12:15PM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 12:17PM] Light used command ::Golden | Player rights = TORMENTED_DONATOR	
[4/19/23 12:17PM] Light used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 12:18PM] Light used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 12:34PM] Light used command ::dropon | Player rights = TORMENTED_DONATOR	
[4/19/23 12:44PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 12:44PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:45PM] Light used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 12:54PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:56PM] Light used command ::dr | Player rights = TORMENTED_DONATOR	
[4/19/23 12:57PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:59PM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 12:59PM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 12:59PM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 12:59PM] Light used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 01:00PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 01:00PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 01:06PM] Light used command ::Wr3cked | Player rights = TORMENTED_DONATOR	
[4/19/23 01:08PM] Light used command ::players | Player rights = TORMENTED_DONATOR	
[4/19/23 01:09PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:11PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:13PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 01:14PM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 01:15PM] Light used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 01:43PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 01:46PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:47PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:47PM] Light used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 01:55PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:55PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:57PM] Light used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:13PM] Light used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 02:15PM] Light used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 02:27PM] Light used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 02:54PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 02:57PM] Light used command ::noble | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:12PM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:15PM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:16PM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:17PM] Light used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:19PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:42PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 03:44PM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:13PM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:13PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:15PM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:16PM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:44PM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:48PM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/19/23 04:49PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:20AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:20AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:21AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:22AM] Light used command ::Golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:23AM] Light used command ::wr3cked | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:23AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:24AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:26AM] Light used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:26AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:26AM] Light used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:28AM] Light used command ::Reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:28AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:29AM] Light used command ::Reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:29AM] Light used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:31AM] Light used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:31AM] Light used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:31AM] Light used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:32AM] Light used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:34AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:34AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:46AM] Light used command ::donate | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:48AM] Light used command ::donate | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:50AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:59AM] Light used command ::players | Player rights = MYSTICAL_DONATOR	
[4/20/23 06:59AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:03AM] Light used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:09AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:21AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:22AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:23AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:26AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:32AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:34AM] Light used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:38AM] Light used command ::Dr | Player rights = MYSTICAL_DONATOR	
[4/20/23 07:50AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 08:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 08:21AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 08:23AM] Light used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/20/23 08:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 08:55AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:05AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:06AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:20AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:21AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:22AM] Light used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:24AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:26AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:44AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 09:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:16AM] Light used command ::players | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:16AM] Light used command ::players | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:19AM] Light used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:19AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:20AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:21AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:24AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:24AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:24AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:25AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:25AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:26AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:26AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:27AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:28AM] Light used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:28AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:30AM] Light used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:34AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:36AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:38AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:40AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:42AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:45AM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:45AM] Light used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:47AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:55AM] Light used command ::boss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:55AM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:55AM] Light used command ::home | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:55AM] Light used command ::home | Player rights = MYSTICAL_DONATOR	
[4/20/23 10:55AM] Light used command ::home | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:19AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:21AM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:22AM] Light used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/20/23 11:49AM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:08PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Light used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Light used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Light used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:14PM] Light used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:19PM] Light used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:20PM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:21PM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:21PM] Light used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:21PM] Light used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:21PM] Light used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/20/23 12:22PM] Light used command ::Vboss | Player rights = MYSTICAL_DONATOR	
