[4/14/23 06:08AM] Suh used command ::bank | Player rights = ADMINISTRATOR	
[4/16/23 07:28AM] Suh used command ::yell 49/50 votes for vote boss! ::vote now ::reward 1 all | Player rights = HELPER	
[4/16/23 07:31AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:40AM] Suh used command ::vote | Player rights = HELPER	
[4/16/23 07:53AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 07:57AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 08:10AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:17AM] Suh used command ::yell remember to ::vote for vote boss 16/50 ::reward 1 all | Player rights = HELPER	
[4/16/23 08:17AM] Suh used command ::yell ::ref walkchaos | Player rights = HELPER	
[4/16/23 08:23AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 08:23AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 08:24AM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 08:33AM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 08:51AM] Suh used command ::yell ::vote ::reward 1 all 38/50 for double vote boss | Player rights = HELPER	
[4/16/23 08:53AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 09:08AM] Suh used command ::voteboss | Player rights = HELPER	
[4/16/23 09:08AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 09:08AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 09:23AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 09:23AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 09:24AM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 09:25AM] Suh used command ::yell trading x3 kc perk for 80%+ dr perk pm me | Player rights = HELPER	
[4/16/23 09:38AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 09:38AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 09:39AM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 09:41AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 09:43AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 09:44AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 09:45AM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 09:47AM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 09:49AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 09:49AM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 09:53AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 09:56AM] Suh used command ::yell trading 3x kc perk for 80%+ dr perk pm me | Player rights = HELPER	
[4/16/23 09:58AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:02AM] Suh used command ::dropoff | Player rights = HELPER	
[4/16/23 10:15AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:17AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 10:17AM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 10:17AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:18AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:19AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:21AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:23AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 10:25AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 10:33AM] Suh used command ::yell remember to ::vote, ::reward 1 all | Player rights = HELPER	
[4/16/23 10:37AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:43AM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 10:59AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 11:23AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 11:24AM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 11:24AM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 11:25AM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 11:30AM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 11:32AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 11:53AM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 11:53AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 11:54AM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 12:11PM] Suh used command ::yell remember to ::vote - 27/50 for vote boss! | Player rights = HELPER	
[4/16/23 12:11PM] Suh used command ::yell ::ref walkchaos | Player rights = HELPER	
[4/16/23 12:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 12:24PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 12:27PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 12:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 12:54PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 01:12PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 01:17PM] Suh used command ::yell 38/50 for vote boss. ::vote now | Player rights = HELPER	
[4/16/23 01:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 01:24PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 01:24PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 01:25PM] Suh used command ::yell ::ref walkchaos | Player rights = HELPER	
[4/16/23 01:25PM] Suh used command ::yell remember to ::vote for vote boss! ::reward 1 all to claim | Player rights = HELPER	
[4/16/23 01:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 01:38PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 01:49PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 01:49PM] Suh used command ::home | Player rights = HELPER	
[4/16/23 01:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 01:56PM] Suh used command ::yell remember to ::vote 45/50 for vote boss! | Player rights = HELPER	
[4/16/23 01:57PM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 02:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 02:23PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 02:24PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 02:27PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 02:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 02:41PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 02:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 02:54PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:08PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:11PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:16PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:21PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:21PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:22PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:23PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:23PM] Suh used command ::vegiar | Player rights = HELPER	
[4/16/23 03:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 03:23PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 03:24PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 03:24PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 03:26PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 03:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:30PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 03:33PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:33PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:34PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 03:37PM] Suh used command ::donate | Player rights = HELPER	
[4/16/23 03:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 04:10PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 04:11PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 04:12PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 04:17PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 04:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 04:24PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 04:50PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 04:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 04:57PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 04:59PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 05:02PM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 05:06PM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 05:10PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 05:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 05:23PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 05:24PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 05:25PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 05:27PM] Suh used command ::donate | Player rights = HELPER	
[4/16/23 05:51PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 05:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 05:55PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 05:56PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 05:59PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 05:59PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 06:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 06:25PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 06:40PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 06:41PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 06:41PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 06:44PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 06:45PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 06:59PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 07:15PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 07:15PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 07:23PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 07:24PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 07:25PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 07:27PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:28PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 07:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:31PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:32PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:33PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 07:50PM] Suh used command ::yell ::ref walkchaos | Player rights = HELPER	
[4/16/23 07:53PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 07:54PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:03PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:06PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 08:19PM] Suh used command ::yell remember to ::vote! ::reward 1 all to claim your votes | Player rights = HELPER	
[4/16/23 08:23PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 08:24PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 08:25PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 08:25PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 08:28PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:29PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:29PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:29PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:31PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:32PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:53PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 08:55PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 08:56PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 09:42PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 09:43PM] Suh used command ::meruem | Player rights = HELPER	
[4/16/23 09:43PM] Suh used command ::golden | Player rights = HELPER	
[4/16/23 09:44PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 09:45PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 09:45PM] Suh used command ::vboss | Player rights = HELPER	
[4/16/23 09:47PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 09:48PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 09:52PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:09PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 10:38PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 10:38PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 10:39PM] Suh used command ::veigar | Player rights = HELPER	
[4/16/23 10:42PM] Suh used command ::ninetails | Player rights = HELPER	
[4/16/23 10:45PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 10:51PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 10:58PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 11:00PM] Suh used command ::pos | Player rights = HELPER	
[4/16/23 11:16PM] Suh used command ::bank | Player rights = HELPER	
[4/16/23 11:20PM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 10:08AM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 10:32AM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 10:33AM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 10:34AM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 10:35AM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 10:37AM] Suh used command ::yell remember to ::vote! ::reward 1 all to claim. ::reff walkchaos | Player rights = HELPER	
[4/17/23 10:37AM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 10:53AM] Suh used command ::fps | Player rights = HELPER	
[4/17/23 10:57AM] Suh used command ::yell remember to ::vote for vote boss! 6/50! ::reward 1 all to claim | Player rights = HELPER	
[4/17/23 11:05AM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 11:05AM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 11:20AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:22AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:24AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:29AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:34AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:37AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:42AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:51AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:52AM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 11:54AM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 11:55AM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 11:56AM] Suh used command ::vboss | Player rights = HELPER	
[4/17/23 12:06PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 12:07PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 12:09PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 12:11PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 12:12PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 12:15PM] Suh used command ::vboss | Player rights = HELPER	
[4/17/23 12:17PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 12:17PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 12:18PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 12:18PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 12:19PM] Suh used command ::vboss | Player rights = HELPER	
[4/17/23 12:24PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 12:27PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 12:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 12:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 12:33PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 12:51PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:12PM] Suh used command ::yell remember to ::vote! ::reward 1 all to claim your votes. | Player rights = HELPER	
[4/17/23 01:29PM] Suh used command ::vote | Player rights = HELPER	
[4/17/23 01:30PM] Suh used command ::reward 1 all | Player rights = HELPER	
[4/17/23 01:30PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:31PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 01:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 01:33PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 01:35PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:35PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:39PM] Suh used command ::teleto atz | Player rights = HELPER	
[4/17/23 01:41PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:41PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:42PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:42PM] Suh used command ::teleto atz | Player rights = HELPER	
[4/17/23 01:42PM] Suh used command ::teleto atz | Player rights = HELPER	
[4/17/23 01:43PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:45PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 01:51PM] Suh used command ::yell remember to ::vote 26/50 for vote boss! ::reward 1 all to claim | Player rights = HELPER	
[4/17/23 02:02PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 02:04PM] Suh used command ::dropoff | Player rights = HELPER	
[4/17/23 02:11PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 02:16PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 02:28PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 02:30PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 02:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 02:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 02:33PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 02:34PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 02:53PM] Suh used command ::yell remember to ::vote 43/%0 for vote boss! ::reward 1 all to claim | Player rights = HELPER	
[4/17/23 02:59PM] Suh used command ::vboss | Player rights = HELPER	
[4/17/23 03:00PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:02PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 03:21PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:22PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:22PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:22PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:26PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:26PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:33PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 03:33PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 03:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 03:34PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:44PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:45PM] Suh used command ::yell remember to ::vote! ::reward 1 all to claim your votes. | Player rights = HELPER	
[4/17/23 03:46PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 03:58PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 04:02PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 04:14PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 04:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 04:32PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 04:33PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 04:34PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 04:59PM] Suh used command ::yell remember to ::vote! 16/50 for vote boss! ::reward 1 all to claim | Player rights = HELPER	
[4/17/23 05:02PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 05:03PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 05:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 05:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 05:56PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 06:10PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 06:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 06:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 06:33PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 06:37PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 06:38PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 06:38PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:03PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 07:18PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:32PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 07:33PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 07:33PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 07:33PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 07:34PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:36PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:39PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:45PM] Suh used command ::maxhit | Player rights = HELPER	
[4/17/23 07:52PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:52PM] Suh used command ::ello | Player rights = HELPER	
[4/17/23 07:52PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:53PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:54PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 07:56PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:56PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 07:56PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 08:14PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 08:14PM] Suh used command ::veigar | Player rights = HELPER	
[4/17/23 08:15PM] Suh used command ::ninetails | Player rights = HELPER	
[4/17/23 08:15PM] Suh used command ::meruem | Player rights = HELPER	
[4/17/23 08:16PM] Suh used command ::golden | Player rights = HELPER	
[4/17/23 08:17PM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 08:18PM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 08:19PM] Suh used command ::pos | Player rights = HELPER	
[4/17/23 08:20PM] Suh used command ::vboss | Player rights = HELPER	
[4/17/23 08:21PM] Suh used command ::elo | Player rights = HELPER	
[4/17/23 08:22PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 08:44PM] Suh used command ::bank | Player rights = HELPER	
[4/17/23 08:50PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 08:59PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/17/23 08:59PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/17/23 09:00PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/17/23 09:00PM] Suh used command ::golden | Player rights = MODERATOR	
[4/17/23 09:01PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 09:03PM] Suh used command ::dropoff | Player rights = MODERATOR	
[4/17/23 09:45PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 09:58PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/17/23 09:58PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/17/23 10:08PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:10PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:10PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:41PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:41PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:42PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/17/23 10:43PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/17/23 10:44PM] Suh used command ::meruem | Player rights = MODERATOR	
[4/17/23 10:45PM] Suh used command ::golden | Player rights = MODERATOR	
[4/17/23 10:46PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:47PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:47PM] Suh used command ::teleto supernum | Player rights = MODERATOR	
[4/17/23 10:52PM] Suh used command ::teleto supernum | Player rights = MODERATOR	
[4/17/23 10:52PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:53PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:54PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:55PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:56PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:57PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:58PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 10:58PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:59PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 10:59PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:00PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:01PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:02PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:02PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:04PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:05PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:05PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:05PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:05PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:06PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:07PM] Suh used command ::dropoff | Player rights = MODERATOR	
[4/17/23 11:17PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:27PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:27PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:38PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:39PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:40PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:41PM] Suh used command ::veigar | Player rights = MODERATOR	
[4/17/23 11:42PM] Suh used command ::ninetails | Player rights = MODERATOR	
[4/17/23 11:54PM] Suh used command ::pos | Player rights = MODERATOR	
[4/17/23 11:55PM] Suh used command ::bank | Player rights = MODERATOR	
[4/17/23 11:55PM] Suh used command ::pos | Player rights = MODERATOR	
