[4/16/23 08:53AM] Happy used command ::veigar | Player rights = PLAYER	
[4/19/23 10:25AM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 10:58AM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:13AM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:15AM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 11:16AM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 11:18AM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:19AM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 11:43AM] Happy used command ::veiga | Player rights = TORMENTED_DONATOR	
[4/19/23 11:43AM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:44AM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 11:45AM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 11:46AM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 11:51AM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:55AM] Happy used command ::wr3cked | Player rights = TORMENTED_DONATOR	
[4/19/23 11:56AM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:58AM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:00PM] Happy used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 12:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 12:14PM] Happy used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 12:15PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 12:17PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 12:18PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:28PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:43PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 12:45PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 01:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 01:15PM] Happy used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 01:21PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 01:23PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 02:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 02:14PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 02:15PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:15PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 02:15PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:16PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:16PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:20PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:22PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 02:24PM] Happy used command ::kills | Player rights = TORMENTED_DONATOR	
[4/19/23 02:29PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 02:44PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 02:56PM] Happy used command ::noble | Player rights = TORMENTED_DONATOR	
[4/19/23 03:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 03:15PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 03:16PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 03:17PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 03:19PM] Happy used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 03:19PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 03:19PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 03:25PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 03:27PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 03:43PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 03:50PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:11PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 04:14PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:15PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 04:37PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:44PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 04:45PM] Happy used command ::totem | Player rights = TORMENTED_DONATOR	
[4/19/23 04:45PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 04:46PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:47PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:48PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:48PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 04:49PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:50PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 04:51PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:51PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 04:59PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 05:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 05:14PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 05:15PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 05:16PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 05:19PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 05:19PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 05:44PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 05:45PM] Happy used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 06:00PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 06:16PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 06:16PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/19/23 06:42PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 06:44PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 06:45PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/19/23 06:46PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:01PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:04PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:07PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:13PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:14PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 07:15PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 07:42PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:43PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:00PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:00PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:12PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:19PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:20PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 01:21PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 01:25PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:27PM] Happy used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29PM] Happy used command ::reward 1  | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29PM] Happy used command ::reward 1  | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/20/23 01:30PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:31PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:33PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/20/23 01:35PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:38PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:39PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:50PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 02:21PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 02:46PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:50PM] Happy used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 02:52PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/20/23 03:19PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 03:20PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 03:21PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 03:23PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 03:38PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 03:49PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 04:38PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:39PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:49PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 06:32PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:12PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:14PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:14PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:20PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 07:21PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 07:22PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 07:54PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:54PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:21PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 08:24PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 08:24PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 08:25PM] Happy used command ::ninerails | Player rights = TORMENTED_DONATOR	
[4/20/23 08:25PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 08:32PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 08:35PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 08:35PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 08:36PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 08:38PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 08:39PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 12:54PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 12:55PM] Happy used command ::clog | Player rights = TORMENTED_DONATOR	
[4/21/23 01:00PM] Happy used command ::vote | Player rights = TORMENTED_DONATOR	
[4/21/23 01:01PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 01:02PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 01:04PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/21/23 01:04PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/21/23 01:04PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/21/23 01:04PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/21/23 01:04PM] Happy used command ::reward 1 | Player rights = TORMENTED_DONATOR	
[4/21/23 01:10PM] Happy used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 01:14PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 01:19PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 01:21PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 01:23PM] Happy used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 01:23PM] Happy used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 01:23PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 01:23PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 01:33PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 01:34PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 01:38PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 01:39PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 01:42PM] Happy used command ::npc  | Player rights = TORMENTED_DONATOR	
[4/21/23 01:42PM] Happy used command ::npc 1009 | Player rights = TORMENTED_DONATOR	
[4/21/23 02:03PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 02:15PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 02:32PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 02:33PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 02:34PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 02:35PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 02:52PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 02:55PM] Happy used command ::donate | Player rights = TORMENTED_DONATOR	
[4/21/23 03:02PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 03:06PM] Happy used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/21/23 03:13PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 03:14PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 03:42PM] Happy used command ::noble | Player rights = TORMENTED_DONATOR	
[4/21/23 03:42PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 03:43PM] Happy used command ::raids | Player rights = TORMENTED_DONATOR	
[4/21/23 03:43PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 03:44PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 03:44PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 03:49PM] Happy used command ::elo | Player rights = TORMENTED_DONATOR	
[4/21/23 03:54PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 03:56PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:03PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:03PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:04PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:22PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:23PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:32PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 04:34PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 04:35PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 04:44PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 04:52PM] Happy used command ::totem | Player rights = TORMENTED_DONATOR	
[4/21/23 05:03PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 05:12PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 05:31PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 05:33PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 05:34PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 06:05PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 06:06PM] Happy used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 06:06PM] Happy used command ::dr | Player rights = TORMENTED_DONATOR	
[4/21/23 06:06PM] Happy used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 06:06PM] Happy used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 06:37PM] Happy used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 06:48PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:03PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 07:15PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:55PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:55PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:55PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 07:55PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 07:58PM] Happy used command ::maxhit | Player rights = TORMENTED_DONATOR	
[4/21/23 08:00PM] Happy used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 08:01PM] Happy used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 08:02PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 08:02PM] Happy used command ::bank | Player rights = TORMENTED_DONATOR	
[4/21/23 08:02PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:28PM] Happy used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 08:33PM] Happy used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 08:33PM] Happy used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/21/23 08:34PM] Happy used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/21/23 08:35PM] Happy used command ::golden | Player rights = TORMENTED_DONATOR	
[4/21/23 10:11PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:41AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:57AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:02AM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:05AM] Happy used command ::voe | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:05AM] Happy used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::reward 1 | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:06AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:07AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:07AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:07AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:14AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:14AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:01AM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:09AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:57AM] Happy used command ::perks | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:07AM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:09AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:10AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:10AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:11AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:11AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:11AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:12AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:12AM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:33AM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:33AM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:34AM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:57AM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:10PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:11PM] Happy used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:13PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:32PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:35PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 12:35PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:08PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:26PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:26PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:33PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:33PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:37PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:42PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:50PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 01:59PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 02:03PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:33PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 03:34PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:02PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:04PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:08PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:37PM] Happy used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:42PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:43PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 04:52PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:00PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:05PM] Happy used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:07PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:29PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:33PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:33PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 05:35PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 06:11PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:08PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:19PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:27PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:32PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:34PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:02PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:16PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:30PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:33PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:34PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:50PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 08:51PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:21PM] Happy used command ::Pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:42PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:49PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:52PM] Happy used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 09:53PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:02PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:25PM] Happy used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/22/23 10:28PM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:09PM] Happy used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:32PM] Happy used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:33PM] Happy used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/22/23 11:34PM] Happy used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:14AM] Happy used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:15AM] Happy used command ::home | Player rights = MYSTICAL_DONATOR	
