[4/15/23 02:31AM] Slayer used command ::totem | Player rights = PLAYER	
[4/19/23 04:33PM] Slayer used command ::yell round free donor scrolls and vote scrolls! | Player rights = HELPER	
[4/19/23 04:35PM] Slayer used command ::vote | Player rights = HELPER	
[4/19/23 04:36PM] Slayer used command ::yell if anyone is need of help my pm are always open! | Player rights = HELPER	
[4/19/23 04:39PM] Slayer used command ::reward 1 all | Player rights = HELPER	
[4/19/23 04:39PM] Slayer used command ::yell 44/50 i just voted letsgo vote boss being doubled!!!! | Player rights = HELPER	
[4/19/23 04:43PM] Slayer used command ::yell one more person and we get double vote boss gogogoo! | Player rights = HELPER	
[4/19/23 04:44PM] Slayer used command ::ty | Player rights = HELPER	
[4/19/23 04:44PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 04:45PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/19/23 04:45PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/19/23 04:46PM] Slayer used command ::yell votebos!!@@(! | Player rights = HELPER	
[4/19/23 04:48PM] Slayer used command ::meruem | Player rights = HELPER	
[4/19/23 05:13PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 05:14PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/19/23 05:16PM] Slayer used command ::meruem | Player rights = HELPER	
[4/19/23 05:16PM] Slayer used command ::golden | Player rights = HELPER	
[4/19/23 05:32PM] Slayer used command ::yell afk 10mins guys | Player rights = HELPER	
[4/19/23 06:56PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 06:57PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 07:01PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 07:02PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 07:03PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 07:09PM] Slayer used command ::kick med nuts | Player rights = HELPER	
[4/19/23 07:09PM] Slayer used command ::kick mednuts | Player rights = HELPER	
[4/19/23 07:09PM] Slayer used command ::kick med nuts | Player rights = HELPER	
[4/19/23 07:10PM] Slayer used command ::kick Med nuts | Player rights = HELPER	
[4/19/23 07:13PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 07:14PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/19/23 07:15PM] Slayer used command ::meruem | Player rights = HELPER	
[4/19/23 07:43PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 07:59PM] Slayer used command ::yell dont forgot to vote guys donor scrolls and vote tickets from ;;vote | Player rights = HELPER	
[4/19/23 08:03PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 08:06PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 08:14PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 08:15PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/19/23 08:18PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 08:19PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 08:22PM] Slayer used command ::eli | Player rights = HELPER	
[4/19/23 08:22PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 08:24PM] Slayer used command ::eli | Player rights = HELPER	
[4/19/23 08:24PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 08:25PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 08:25PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 08:28PM] Slayer used command ::bank | Player rights = HELPER	
[4/19/23 08:28PM] Slayer used command ::bank | Player rights = HELPER	
[4/19/23 08:29PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 08:29PM] Slayer used command ::bank | Player rights = HELPER	
[4/19/23 08:29PM] Slayer used command ::bank | Player rights = HELPER	
[4/19/23 08:51PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 08:52PM] Slayer used command ::yell 20/50 for voteboss guys vote for free $ and vote scrolls! | Player rights = HELPER	
[4/19/23 09:02PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 09:02PM] Slayer used command ::pos | Player rights = HELPER	
[4/19/23 09:08PM] Slayer used command ::kick o t t e r | Player rights = HELPER	
[4/19/23 09:08PM] Slayer used command ::kick o t t e r | Player rights = HELPER	
[4/19/23 09:08PM] Slayer used command ::kick O T T E R | Player rights = HELPER	
[4/19/23 09:22PM] Slayer used command ::kick nelly | Player rights = HELPER	
[4/19/23 09:28PM] Slayer used command ::kill o t t e r | Player rights = HELPER	
[4/19/23 09:29PM] Slayer used command ::kill beef supreme | Player rights = HELPER	
[4/19/23 09:39PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 09:40PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 09:49PM] Slayer used command ::veigar | Player rights = HELPER	
[4/19/23 09:56PM] Slayer used command ::5bank | Player rights = HELPER	
[4/19/23 09:56PM] Slayer used command ::bank | Player rights = HELPER	
[4/19/23 10:16PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:16PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:16PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:16PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:17PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:17PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:17PM] Slayer used command ::elo | Player rights = HELPER	
[4/19/23 10:17PM] Slayer used command ::elo | Player rights = HELPER	
[4/20/23 03:08AM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 03:08AM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 03:11AM] Slayer used command ::yell all vote for voteboss free $ and vote scrolls and chances at rare | Player rights = HELPER	
[4/20/23 03:19AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 03:21AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 03:22AM] Slayer used command ::meruem | Player rights = HELPER	
[4/20/23 03:24AM] Slayer used command ::golden | Player rights = HELPER	
[4/20/23 03:26AM] Slayer used command ::bank | Player rights = HELPER	
[4/20/23 03:27AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/20/23 03:30AM] Slayer used command ::bank | Player rights = HELPER	
[4/20/23 03:49AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 03:51AM] Slayer used command ::elo | Player rights = HELPER	
[4/20/23 04:13AM] Slayer used command ::mute like my peep | Player rights = HELPER	
[4/20/23 04:13AM] Slayer used command ::mute 1h like my peep | Player rights = HELPER	
[4/20/23 04:19AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 04:34AM] Slayer used command ::unmute like my peep | Player rights = HELPER	
[4/20/23 05:58AM] Slayer used command ::meruem | Player rights = HELPER	
[4/20/23 06:05AM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 06:19AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 06:21AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 06:22AM] Slayer used command ::golden | Player rights = HELPER	
[4/20/23 06:25AM] Slayer used command ::yell if anyone needs help please feel free to pm me! | Player rights = HELPER	
[4/20/23 06:26AM] Slayer used command ::meruem | Player rights = HELPER	
[4/20/23 06:28AM] Slayer used command ::yell all new player and old vote for voteboss!@! | Player rights = HELPER	
[4/20/23 06:28AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 06:29AM] Slayer used command ::vote | Player rights = HELPER	
[4/20/23 06:32AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/20/23 06:49AM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 06:52AM] Slayer used command ::yellevent | Player rights = HELPER	
[4/20/23 06:54AM] Slayer used command ::yell 131 online <3 | Player rights = HELPER	
[4/20/23 07:03AM] Slayer used command ::reward 1 all | Player rights = HELPER	
[4/20/23 01:19PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 01:20PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 01:21PM] Slayer used command ::MERUREM | Player rights = HELPER	
[4/20/23 01:21PM] Slayer used command ::meruem | Player rights = HELPER	
[4/20/23 01:22PM] Slayer used command ::golden | Player rights = HELPER	
[4/20/23 01:26PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 01:30PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/20/23 01:49PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 02:17PM] Slayer used command ::yellowroom | Player rights = HELPER	
[4/20/23 02:19PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 02:20PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 02:32PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 02:45PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 02:47PM] Slayer used command ::yell make sure to vote guys were close to voteboss with free $ and vote | Player rights = HELPER	
[4/20/23 02:47PM] Slayer used command ::yell and vote scroll drops@!@! | Player rights = HELPER	
[4/20/23 02:47PM] Slayer used command ::yell 45/50 thats just 2 players!!! | Player rights = HELPER	
[4/20/23 02:48PM] Slayer used command ::yell 48/50 voteboss@1@ | Player rights = HELPER	
[4/20/23 02:49PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 02:50PM] Slayer used command ::reward 1 all | Player rights = HELPER	
[4/20/23 02:52PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/20/23 02:54PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 02:54PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 02:54PM] Slayer used command ::Pos | Player rights = HELPER	
[4/20/23 03:19PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 03:20PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 03:21PM] Slayer used command ::meruem | Player rights = HELPER	
[4/20/23 03:22PM] Slayer used command ::golden | Player rights = HELPER	
[4/20/23 03:24PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 03:49PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 03:49PM] Slayer used command ::pos | Player rights = HELPER	
[4/20/23 03:57PM] Slayer used command ::yell vote everybody cast your votes good $ scrolls and vote scrolls@! | Player rights = HELPER	
[4/20/23 03:57PM] Slayer used command ::yell from ;;voteboss!! | Player rights = HELPER	
[4/20/23 04:10PM] Slayer used command ::POS | Player rights = HELPER	
[4/20/23 04:19PM] Slayer used command ::veigar | Player rights = HELPER	
[4/20/23 04:20PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/20/23 04:31PM] Slayer used command ::yell and remember to vote for ;;voteboss always great loot have fun! | Player rights = HELPER	
[4/21/23 07:32PM] Slayer used command ::veigar | Player rights = HELPER	
[4/21/23 07:48PM] Slayer used command ::afk | Player rights = HELPER	
[4/21/23 08:25PM] Slayer used command ::yell 40/50 guys vote for voteboss@!@ | Player rights = HELPER	
[4/21/23 09:49PM] Slayer used command ::yell please guys vote for amazing rewards $ vote scrolls and many | Player rights = HELPER	
[4/21/23 09:49PM] Slayer used command ::yell more goodies!!@!@1 | Player rights = HELPER	
[4/21/23 10:21PM] Slayer used command ::yell 3 world boss roatation in 11mins! | Player rights = HELPER	
[4/21/23 10:38PM] Slayer used command ::yell vote scrolls also give 15mins double exp and 5min double drop rate! | Player rights = HELPER	
[4/21/23 11:13PM] Slayer used command ::yell guys remember to vote! ;;voteboss drops $5 scrolls and vote scrolls! | Player rights = HELPER	
[4/21/23 11:30PM] Slayer used command ::yell guys please vote were at 37/50 for nice $ and vote scrolls gogo! | Player rights = HELPER	
[4/21/23 11:37PM] Slayer used command ::yell the power of voteb0ss!@!@! | Player rights = HELPER	
[4/21/23 11:37PM] Slayer used command ::reward 1 all | Player rights = HELPER	
[4/21/23 11:38PM] Slayer used command ::yell voteboss@@@@ | Player rights = HELPER	
[4/21/23 11:57PM] Slayer used command ::yell fail* | Player rights = HELPER	
[4/22/23 12:01AM] Slayer used command ::vote | Player rights = HELPER	
[4/22/23 12:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 12:06AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 12:28AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 12:32AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 12:33AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 12:35AM] Slayer used command ::meruem | Player rights = HELPER	
[4/22/23 12:40AM] Slayer used command ::TELETO ONLYFANS | Player rights = HELPER	
[4/22/23 12:43AM] Slayer used command ::teleto sad | Player rights = HELPER	
[4/22/23 12:44AM] Slayer used command ::commands | Player rights = HELPER	
[4/22/23 12:45AM] Slayer used command ::kill slayer | Player rights = HELPER	
[4/22/23 12:55AM] Slayer used command ::yellowzone | Player rights = HELPER	
[4/22/23 12:57AM] Slayer used command ::yell ::vote for voteboss 100% $5 scroll 3 vote scrolls and chances | Player rights = HELPER	
[4/22/23 12:57AM] Slayer used command ::yell at many rares!! | Player rights = HELPER	
[4/22/23 01:02AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 01:10AM] Slayer used command ::yell 29/50 for votes please vote free $ and vote scrolls rare chances | Player rights = HELPER	
[4/22/23 01:10AM] Slayer used command ::yell at great loot! big upgrades! | Player rights = HELPER	
[4/22/23 01:11AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 01:31AM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 01:32AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 01:34AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 01:42AM] Slayer used command ::yell 41/50 for voteboss goog for $ and vote scrolls rare chance at | Player rights = HELPER	
[4/22/23 01:42AM] Slayer used command ::yell amazing loot!@! | Player rights = HELPER	
[4/22/23 01:45AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 01:52AM] Slayer used command ::elo | Player rights = HELPER	
[4/22/23 01:52AM] Slayer used command ::elo | Player rights = HELPER	
[4/22/23 01:59AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 02:53AM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 02:54AM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 02:54AM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 03:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 03:21AM] Slayer used command ::yell vote for votebosss juicy $ and vote scrolls and rare chance at  | Player rights = HELPER	
[4/22/23 03:21AM] Slayer used command ::yell amazing loots!@@! | Player rights = HELPER	
[4/22/23 03:24AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 03:27AM] Slayer used command ::Pos | Player rights = HELPER	
[4/22/23 03:28AM] Slayer used command ::Pos | Player rights = HELPER	
[4/22/23 03:33AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 03:34AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 03:37AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 03:37AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 03:39AM] Slayer used command ::yell vote vote vote 5 more till bosses 2 players@!@@ | Player rights = HELPER	
[4/22/23 03:40AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 04:02AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 04:07AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 04:12AM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 04:33AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 04:34AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 04:35AM] Slayer used command ::meruem | Player rights = HELPER	
[4/22/23 04:56AM] Slayer used command ::yell make sure to vote for $ and vote scrolls@@! | Player rights = HELPER	
[4/22/23 05:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 05:04AM] Slayer used command ::yell 27/50 votes guy please vote for $ and vote scrollss@#!! | Player rights = HELPER	
[4/22/23 05:05AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:06AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:06AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:08AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:10AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:19AM] Slayer used command ::yell vote guys vote@!@! | Player rights = HELPER	
[4/22/23 05:33AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 05:33AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 05:34AM] Slayer used command ::golden | Player rights = HELPER	
[4/22/23 05:35AM] Slayer used command ::Pos | Player rights = HELPER	
[4/22/23 05:38AM] Slayer used command ::yell 36/50 for voteboss please vote for free $ and vote scrolls@!!@ | Player rights = HELPER	
[4/22/23 05:45AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:47AM] Slayer used command ::yell buying sovereignty prayer scroll. | Player rights = HELPER	
[4/22/23 05:51AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 05:54AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 06:02AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 06:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 06:33AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 06:34AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 06:34AM] Slayer used command ::meruem | Player rights = HELPER	
[4/22/23 07:02AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 07:05AM] Slayer used command ::Pos | Player rights = HELPER	
[4/22/23 08:32AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 08:33AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 08:34AM] Slayer used command ::meruem | Player rights = HELPER	
[4/22/23 08:34AM] Slayer used command ::golden | Player rights = HELPER	
[4/22/23 08:36AM] Slayer used command ::yell vote for amazing rewards from voteboss $ and vote scrolls+ more! | Player rights = HELPER	
[4/22/23 08:37AM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 08:39AM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 09:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 05:02PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 05:09PM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 05:10PM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 05:25PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 05:25PM] Slayer used command ::yell vote for voteboss amazing rewards free $ and vote scrolls!@!@! | Player rights = HELPER	
[4/22/23 05:25PM] Slayer used command ::yell vote scrolls give double exp and double dr !@!@! | Player rights = HELPER	
[4/22/23 05:32PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 05:33PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 05:35PM] Slayer used command ::golden | Player rights = HELPER	
[4/22/23 05:57PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 05:58PM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 05:58PM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 06:03PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 06:14PM] Slayer used command ::yell going afk for 30mins if im still @ home outside im afk  | Player rights = HELPER	
[4/22/23 06:14PM] Slayer used command ::yell please pm me any questions or help i will answer once im back | Player rights = HELPER	
[4/22/23 06:15PM] Slayer used command ::yell thank you guys for the amazing gameplay and keep up the good | Player rights = HELPER	
[4/22/23 06:15PM] Slayer used command ::yell work making tarn the #1 custom rsps by voting !@!@! <3 | Player rights = HELPER	
[4/22/23 06:15PM] Slayer used command ::yell voteboss drops $ and vote scrolls 100% also dont miss out!@! | Player rights = HELPER	
[4/22/23 06:52PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 06:54PM] Slayer used command ::yell guys rememer t vote for $ and vote scrolls!@!! and chances | Player rights = HELPER	
[4/22/23 06:54PM] Slayer used command ::yell at rare loots everyone a winner at ;;voteboss!@! | Player rights = HELPER	
[4/22/23 06:58PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:04PM] Slayer used command ::collection | Player rights = HELPER	
[4/22/23 07:19PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:20PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:21PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:23PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:27PM] Slayer used command ::dropoff | Player rights = HELPER	
[4/22/23 07:28PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 07:33PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 07:34PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 07:35PM] Slayer used command ::yell votevotevote voteboss gives amazing loot!@@! | Player rights = HELPER	
[4/22/23 07:39PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 07:43PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 08:03PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 08:03PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 09:52PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 09:54PM] Slayer used command ::donate | Player rights = HELPER	
[4/22/23 09:55PM] Slayer used command ::loot | Player rights = HELPER	
[4/22/23 10:36PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:36PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:36PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:43PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:43PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:44PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:45PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 10:47PM] Slayer used command ::vote | Player rights = HELPER	
[4/22/23 10:50PM] Slayer used command ::yell guys please vote 31/50 voteboss drops 100% $ and vote scrolls! | Player rights = HELPER	
[4/22/23 10:50PM] Slayer used command ::yell and many chances are some rare juicy!! loot!!! | Player rights = HELPER	
[4/22/23 10:53PM] Slayer used command ::yell 34/50 put your votes in!! | Player rights = HELPER	
[4/22/23 10:53PM] Slayer used command ::yell tyty kabal | Player rights = HELPER	
[4/22/23 11:00PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 11:00PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 11:01PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 11:01PM] Slayer used command ::yell push the voteboss guys 43/50!!!! great loot $ and vote scrolls for alll! | Player rights = HELPER	
[4/22/23 11:02PM] Slayer used command ::veigar | Player rights = HELPER	
[4/22/23 11:05PM] Slayer used command ::yell 1 more player vote for ;;voteboss!!! | Player rights = HELPER	
[4/22/23 11:08PM] Slayer used command ::voteboss | Player rights = HELPER	
[4/22/23 11:10PM] Slayer used command ::bank | Player rights = HELPER	
[4/22/23 11:33PM] Slayer used command ::veigar  | Player rights = HELPER	
[4/22/23 11:33PM] Slayer used command ::ninetails | Player rights = HELPER	
[4/22/23 11:34PM] Slayer used command ::meruem | Player rights = HELPER	
[4/22/23 11:35PM] Slayer used command ::golden | Player rights = HELPER	
[4/22/23 11:47PM] Slayer used command ::pos | Player rights = HELPER	
[4/22/23 11:53PM] Slayer used command ::yell my pms are always open for help guys!!@ | Player rights = HELPER	
[4/23/23 12:05AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 12:05AM] Slayer used command ::yell buying all $1 bonds for 50kea looking for $200 | Player rights = HELPER	
[4/23/23 12:21AM] Slayer used command ::dropoff | Player rights = HELPER	
[4/23/23 12:31AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 12:33AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 12:33AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/23/23 12:34AM] Slayer used command ::meruem | Player rights = HELPER	
[4/23/23 12:35AM] Slayer used command ::golden | Player rights = HELPER	
[4/23/23 12:42AM] Slayer used command ::bank | Player rights = HELPER	
[4/23/23 12:42AM] Slayer used command ::bank | Player rights = HELPER	
[4/23/23 12:44AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 01:03AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 01:07AM] Slayer used command ::bank | Player rights = HELPER	
[4/23/23 01:10AM] Slayer used command ::Pos | Player rights = HELPER	
[4/23/23 01:22AM] Slayer used command ::yell guys vote for voteboss!! free $ and vote scrolls with chances  | Player rights = HELPER	
[4/23/23 01:22AM] Slayer used command ::yell at many good rares!! | Player rights = HELPER	
[4/23/23 01:25AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 01:31AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 01:32AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 01:32AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 01:34AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/23/23 01:35AM] Slayer used command ::meruem | Player rights = HELPER	
[4/23/23 01:35AM] Slayer used command ::golden | Player rights = HELPER	
[4/23/23 01:42AM] Slayer used command ::store | Player rights = HELPER	
[4/23/23 01:54AM] Slayer used command ::yell vote for goodies $$$$ | Player rights = HELPER	
[4/23/23 02:02AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 02:06AM] Slayer used command ::yell 25/50 guys half way there make sure you vote for ;;voteboss!! | Player rights = HELPER	
[4/23/23 02:06AM] Slayer used command ::colection | Player rights = HELPER	
[4/23/23 02:13AM] Slayer used command ::pos | Player rights = HELPER	
[4/23/23 02:26AM] Slayer used command ::yellowboss | Player rights = HELPER	
[4/23/23 02:27AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 02:33AM] Slayer used command ::ninetails | Player rights = HELPER	
[4/23/23 02:34AM] Slayer used command ::meruem | Player rights = HELPER	
[4/23/23 02:35AM] Slayer used command ::golden | Player rights = HELPER	
[4/23/23 02:58AM] Slayer used command ::yell lol | Player rights = HELPER	
[4/23/23 02:58AM] Slayer used command ::veigar | Player rights = HELPER	
[4/23/23 02:58AM] Slayer used command ::yell o rip cc | Player rights = HELPER	
