[4/15/23 02:06AM] Ao used command ::starter | Player rights = PLAYER	
[4/17/23 11:22AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 11:22AM] Ao used command ::checkalt hope | Player rights = HELPER	
[4/17/23 11:23AM] Ao used command ::checkalte chevette | Player rights = HELPER	
[4/17/23 11:23AM] Ao used command ::checkalt chevette | Player rights = HELPER	
[4/17/23 11:23AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 11:24AM] Ao used command ::vote | Player rights = HELPER	
[4/17/23 11:25AM] Ao used command ::home | Player rights = HELPER	
[4/17/23 11:26AM] Ao used command ::reward 1 all | Player rights = HELPER	
[4/17/23 11:27AM] Ao used command ::checkalt cheung | Player rights = HELPER	
[4/17/23 11:27AM] Ao used command ::checkalt muddyboy | Player rights = HELPER	
[4/17/23 11:31AM] Ao used command ::checkalt chupa | Player rights = HELPER	
[4/17/23 11:32AM] Ao used command ::checkalt venzix | Player rights = HELPER	
[4/17/23 11:32AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 11:32AM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 11:33AM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 11:34AM] Ao used command ::checkalt youtuber | Player rights = HELPER	
[4/17/23 11:35AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 11:35AM] Ao used command ::checkalt bald | Player rights = HELPER	
[4/17/23 11:36AM] Ao used command ::checkalt med nuts | Player rights = HELPER	
[4/17/23 11:36AM] Ao used command ::checkalt shockr | Player rights = HELPER	
[4/17/23 11:40AM] Ao used command ::checkalt tomq | Player rights = HELPER	
[4/17/23 11:41AM] Ao used command ::checkalt tellur | Player rights = HELPER	
[4/17/23 11:41AM] Ao used command ::checkalt tellur | Player rights = HELPER	
[4/17/23 11:41AM] Ao used command ::checkalt elcf | Player rights = HELPER	
[4/17/23 11:42AM] Ao used command ::checkalt cameron | Player rights = HELPER	
[4/17/23 11:42AM] Ao used command ::checkalt dogdonny | Player rights = HELPER	
[4/17/23 11:42AM] Ao used command ::checkalt esso | Player rights = HELPER	
[4/17/23 11:43AM] Ao used command ::checkalt mana | Player rights = HELPER	
[4/17/23 11:44AM] Ao used command ::checkalt delay | Player rights = HELPER	
[4/17/23 11:44AM] Ao used command ::checkalt delay | Player rights = HELPER	
[4/17/23 11:46AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 11:47AM] Ao used command ::checkalt hyena | Player rights = HELPER	
[4/17/23 11:51AM] Ao used command ::checkalt massive | Player rights = HELPER	
[4/17/23 11:52AM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 11:54AM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 11:55AM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 11:56AM] Ao used command ::vboss | Player rights = HELPER	
[4/17/23 11:58AM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 12:00PM] Ao used command ::checkalt | Player rights = HELPER	
[4/17/23 12:00PM] Ao used command ::checkalt kingrock | Player rights = HELPER	
[4/17/23 12:01PM] Ao used command ::checkalt akuna | Player rights = HELPER	
[4/17/23 12:01PM] Ao used command ::checkalt mastercroz | Player rights = HELPER	
[4/17/23 12:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 12:04PM] Ao used command ::checkalt chickenrun | Player rights = HELPER	
[4/17/23 12:04PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 12:07PM] Ao used command ::checkalt riley raid | Player rights = HELPER	
[4/17/23 12:08PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 12:09PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 12:11PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 12:13PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 12:15PM] Ao used command ::voteboss | Player rights = HELPER	
[4/17/23 12:16PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 12:17PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 12:18PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 12:18PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 12:19PM] Ao used command ::vboss | Player rights = HELPER	
[4/17/23 12:21PM] Ao used command ::fpk merk | Player rights = HELPER	
[4/17/23 12:21PM] Ao used command ::teleto fpk merk | Player rights = HELPER	
[4/17/23 12:23PM] Ao used command ::checkalt rokas | Player rights = HELPER	
[4/17/23 12:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 12:56PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 01:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 01:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 01:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 01:33PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 01:57PM] Ao used command ::teletome marble | Player rights = HELPER	
[4/17/23 01:57PM] Ao used command ::teletome marble | Player rights = HELPER	
[4/17/23 02:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 02:10PM] Ao used command ::yell selling 2x cash perk | Player rights = HELPER	
[4/17/23 02:31PM] Ao used command ::kick resi | Player rights = HELPER	
[4/17/23 02:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 02:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 02:33PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 02:34PM] Ao used command ::staffzone | Player rights = HELPER	
[4/17/23 02:34PM] Ao used command ::teletome netflix | Player rights = HELPER	
[4/17/23 02:35PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 02:41PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 02:41PM] Ao used command ::pos | Player rights = HELPER	
[4/17/23 02:41PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 02:43PM] Ao used command ::yell selling 2x cash perk | Player rights = HELPER	
[4/17/23 02:44PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 02:46PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 02:59PM] Ao used command ::vboss | Player rights = HELPER	
[4/17/23 03:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 03:27PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 03:27PM] Ao used command ::teleto boterkoek | Player rights = HELPER	
[4/17/23 04:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 04:09PM] Ao used command ::teleto atz | Player rights = HELPER	
[4/17/23 04:13PM] Ao used command ::teleto slayer | Player rights = HELPER	
[4/17/23 04:16PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 04:17PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 04:18PM] Ao used command ::teleto atz | Player rights = HELPER	
[4/17/23 04:18PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 04:19PM] Ao used command ::teletome atz | Player rights = HELPER	
[4/17/23 04:21PM] Ao used command ::jail atz | Player rights = HELPER	
[4/17/23 04:21PM] Ao used command ::jail2 atz | Player rights = HELPER	
[4/17/23 04:21PM] Ao used command ::jail | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::dzone | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::szone | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::zone | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::pzone | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::staffzone | Player rights = HELPER	
[4/17/23 04:24PM] Ao used command ::teletome atz | Player rights = HELPER	
[4/17/23 04:26PM] Ao used command ::teleto like my peep | Player rights = HELPER	
[4/17/23 04:31PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 04:31PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 04:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 04:32PM] Ao used command ::ninetais | Player rights = HELPER	
[4/17/23 04:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 04:33PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 04:33PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 04:34PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 04:43PM] Ao used command ::teleto redx12 | Player rights = HELPER	
[4/17/23 04:45PM] Ao used command ::Home | Player rights = HELPER	
[4/17/23 05:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 05:04PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 05:05PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 05:29PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 05:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 05:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 05:46PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 05:46PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 05:59PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 06:11PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:19PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:19PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:19PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:27PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 06:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 06:33PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 06:35PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 06:36PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:48PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:52PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:57PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 06:59PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 07:02PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 07:04PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 07:14PM] Ao used command ::yell selling 6x6 aoe perk!! | Player rights = HELPER	
[4/17/23 07:32PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 07:33PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 07:33PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 07:36PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 07:41PM] Ao used command ::home | Player rights = HELPER	
[4/17/23 07:48PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 07:52PM] Ao used command ::teleto slayer | Player rights = HELPER	
[4/17/23 07:52PM] Ao used command ::raids | Player rights = HELPER	
[4/17/23 07:52PM] Ao used command ::raid | Player rights = HELPER	
[4/17/23 07:53PM] Ao used command ::elo | Player rights = HELPER	
[4/17/23 07:54PM] Ao used command ::elo | Player rights = HELPER	
[4/17/23 07:54PM] Ao used command ::emo | Player rights = HELPER	
[4/17/23 07:54PM] Ao used command ::elo | Player rights = HELPER	
[4/17/23 08:14PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 08:15PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 08:15PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 08:16PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 08:18PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 08:21PM] Ao used command ::teleto alex | Player rights = HELPER	
[4/17/23 08:24PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 08:44PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 08:46PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 08:46PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 08:46PM] Ao used command ::pos | Player rights = HELPER	
[4/17/23 08:59PM] Ao used command ::Veigar | Player rights = HELPER	
[4/17/23 09:00PM] Ao used command ::ninetails | Player rights = HELPER	
[4/17/23 09:00PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 09:00PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 09:00PM] Ao used command ::meruem | Player rights = HELPER	
[4/17/23 09:00PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 09:01PM] Ao used command ::golde3n | Player rights = HELPER	
[4/17/23 09:02PM] Ao used command ::golden | Player rights = HELPER	
[4/17/23 09:07PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 09:07PM] Ao used command ::bank | Player rights = HELPER	
[4/17/23 09:28PM] Ao used command ::veigar | Player rights = HELPER	
[4/17/23 09:31PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 09:57PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 09:58PM] Ao used command ::veigar | Player rights = MODERATOR	
[4/17/23 09:58PM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/17/23 09:59PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:00PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:01PM] Ao used command ::teleto zshana | Player rights = MODERATOR	
[4/17/23 10:28PM] Ao used command ::veigar | Player rights = MODERATOR	
[4/17/23 10:29PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 10:29PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 10:32PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 10:41PM] Ao used command ::Veigar | Player rights = MODERATOR	
[4/17/23 10:43PM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/17/23 10:44PM] Ao used command ::meruem | Player rights = MODERATOR	
[4/17/23 10:45PM] Ao used command ::golden | Player rights = MODERATOR	
[4/17/23 10:47PM] Ao used command ::vote | Player rights = MODERATOR	
[4/17/23 10:47PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:49PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 10:50PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 10:50PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:53PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:55PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:57PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 10:59PM] Ao used command ::teleto suh | Player rights = MODERATOR	
[4/17/23 11:01PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:02PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:02PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 11:03PM] Ao used command ::bank | Player rights = MODERATOR	
[4/17/23 11:03PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:06PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:08PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:11PM] Ao used command ::veigar | Player rights = MODERATOR	
[4/17/23 11:14PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:16PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:20PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:20PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:21PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:21PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:27PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:30PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:32PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:38PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:41PM] Ao used command ::veigar | Player rights = MODERATOR	
[4/17/23 11:42PM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/17/23 11:43PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:51PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:52PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:52PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:55PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:59PM] Ao used command ::pos | Player rights = MODERATOR	
[4/17/23 11:59PM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:03AM] Ao used command ::teleto yaekee11 | Player rights = MODERATOR	
[4/18/23 12:03AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:08AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:09AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:10AM] Ao used command ::reward 1 all | Player rights = MODERATOR	
[4/18/23 12:10AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:11AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 12:13AM] Ao used command ::teleto bourgondier | Player rights = MODERATOR	
[4/18/23 12:23AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:23AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:24AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:24AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:28AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:28AM] Ao used command ::teleport | Player rights = MODERATOR	
[4/18/23 12:28AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:29AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:29AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:36AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:36AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:36AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:41AM] Ao used command ::Veigar | Player rights = MODERATOR	
[4/18/23 12:42AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 12:42AM] Ao used command ::meruem | Player rights = MODERATOR	
[4/18/23 12:43AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:43AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:44AM] Ao used command ::Vboss | Player rights = MODERATOR	
[4/18/23 12:46AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:48AM] Ao used command ::teleto razvy | Player rights = MODERATOR	
[4/18/23 12:48AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:53AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 12:54AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:54AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:57AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 12:59AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:00AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:02AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:02AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:02AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:04AM] Ao used command ::teleto time | Player rights = MODERATOR	
[4/18/23 01:05AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:05AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:06AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:06AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:07AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:11AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 01:17AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:17AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:21AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:25AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:40AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:41AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 01:42AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 01:42AM] Ao used command ::golden | Player rights = MODERATOR	
[4/18/23 01:43AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:46AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:48AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 01:48AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 01:59AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:03AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:03AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:04AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:11AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 02:13AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 02:13AM] Ao used command ::teleto Suh | Player rights = MODERATOR	
[4/18/23 02:14AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:15AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:29AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:34AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:34AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:35AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:41AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 02:41AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 02:42AM] Ao used command ::vboss | Player rights = MODERATOR	
[4/18/23 02:44AM] Ao used command ::meruem | Player rights = MODERATOR	
[4/18/23 02:46AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:46AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:47AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 02:49AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:49AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 02:56AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 02:56AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 03:01AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:02AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 03:02AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:02AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 03:11AM] Ao used command ::Veigar | Player rights = MODERATOR	
[4/18/23 03:12AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:15AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:18AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:22AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:22AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:24AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 03:25AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 03:27AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:28AM] Ao used command ::teleto professor | Player rights = MODERATOR	
[4/18/23 03:31AM] Ao used command ::teleto atz | Player rights = MODERATOR	
[4/18/23 03:32AM] Ao used command ::teleto immortal | Player rights = MODERATOR	
[4/18/23 03:39AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:40AM] Ao used command ::ban Byban | Player rights = MODERATOR	
[4/18/23 03:40AM] Ao used command ::ban byban 24h | Player rights = MODERATOR	
[4/18/23 03:41AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 03:42AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 03:43AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:43AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:47AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:50AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 03:58AM] Ao used command ::checkinv Kensas | Player rights = MODERATOR	
[4/18/23 03:59AM] Ao used command ::checkbank Kensas | Player rights = MODERATOR	
[4/18/23 03:59AM] Ao used command ::teleto Kensas | Player rights = MODERATOR	
[4/18/23 04:03AM] Ao used command ::staffzone | Player rights = MODERATOR	
[4/18/23 04:03AM] Ao used command ::teletome Kensas | Player rights = MODERATOR	
[4/18/23 04:08AM] Ao used command ::home | Player rights = MODERATOR	
[4/18/23 04:08AM] Ao used command ::checkbank atz | Player rights = MODERATOR	
[4/18/23 04:09AM] Ao used command ::checkbank you | Player rights = MODERATOR	
[4/18/23 04:09AM] Ao used command ::checkbank like my peep | Player rights = MODERATOR	
[4/18/23 04:11AM] Ao used command ::checkbank professor | Player rights = MODERATOR	
[4/18/23 04:11AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 04:40AM] Ao used command ::ban Koresas 24h | Player rights = MODERATOR	
[4/18/23 04:42AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 04:43AM] Ao used command ::meruem | Player rights = MODERATOR	
[4/18/23 04:44AM] Ao used command ::golden | Player rights = MODERATOR	
[4/18/23 04:46AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 04:46AM] Ao used command ::home | Player rights = MODERATOR	
[4/18/23 04:46AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 04:47AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 04:47AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 04:48AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 04:48AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 04:48AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 04:54AM] Ao used command ::teleto matt0804 | Player rights = MODERATOR	
[4/18/23 04:54AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 04:57AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 04:57AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:00AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:01AM] Ao used command ::teleto rhiannon | Player rights = MODERATOR	
[4/18/23 05:03AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:04AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:06AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:07AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:11AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 05:11AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:12AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:12AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:12AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:14AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:16AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:20AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:22AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:22AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:27AM] Ao used command ::pos | Player rights = MODERATOR	
[4/18/23 05:28AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:31AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:41AM] Ao used command ::veigar | Player rights = MODERATOR	
[4/18/23 05:42AM] Ao used command ::ninetails | Player rights = MODERATOR	
[4/18/23 05:45AM] Ao used command ::bank | Player rights = MODERATOR	
[4/18/23 05:45AM] Ao used command ::teleto alex | Player rights = MODERATOR	
