[4/15/23 06:34AM] Ruthie used command ::vote | Player rights = PLAYER	
[4/16/23 09:42PM] Ruthie used command ::meruem::ninetail | Player rights = CLERIC_DONATOR	
[4/16/23 09:42PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 09:42PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:43PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:43PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:43PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 09:44PM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 09:44PM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/16/23 09:45PM] Ruthie used command ::yell :vboss alive last call | Player rights = CLERIC_DONATOR	
[4/16/23 10:08PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 10:11PM] Ruthie used command ::yell hyena come to ::Veigar bro | Player rights = CLERIC_DONATOR	
[4/16/23 10:13PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 10:38PM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/16/23 10:42PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 10:45PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 10:45PM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/16/23 10:58PM] Ruthie used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 11:08PM] Ruthie used command ::yell ::vote for vboss please if uhaven't already get tht vboss | Player rights = CLERIC_DONATOR	
[4/16/23 11:09PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:16PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 11:19PM] Ruthie used command ::home | Player rights = CLERIC_DONATOR	
[4/16/23 11:25PM] Ruthie used command ::yell welcome | Player rights = CLERIC_DONATOR	
[4/16/23 11:28PM] Ruthie used command ::claim | Player rights = CLERIC_DONATOR	
[4/16/23 11:39PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/16/23 11:46PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/16/23 11:49PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/16/23 11:53PM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:08AM] Ruthie used command ::yell veigar 1 minnute | Player rights = CLERIC_DONATOR	
[4/17/23 12:09AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:23AM] Ruthie used command ::yell welcome | Player rights = CLERIC_DONATOR	
[4/17/23 12:25AM] Ruthie used command ::yell welcome sir dope | Player rights = CLERIC_DONATOR	
[4/17/23 12:32AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:36AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:37AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:40AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:47AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:55AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:55AM] Ruthie used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 01:00AM] Ruthie used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/17/23 01:05AM] Ruthie used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 01:05AM] Ruthie used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 01:10AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:10AM] Ruthie used command ::Yell veigar is up ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:14AM] Ruthie used command ::bank | Player rights = CLERIC_DONATOR	
[4/17/23 01:16AM] Ruthie used command ::claim | Player rights = CLERIC_DONATOR	
[4/17/23 01:40AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 01:40AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 01:42AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 01:42AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 01:53AM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 02:38AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 02:39AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 02:40AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 02:42AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 03:09AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 03:11AM] Ruthie used command ::nincetails | Player rights = CLERIC_DONATOR	
[4/17/23 03:11AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 03:11AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 03:11AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 03:39AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 03:41AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 03:42AM] Ruthie used command ::meruuem | Player rights = CLERIC_DONATOR	
[4/17/23 03:42AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 03:43AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 04:09AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:12AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:12AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 04:12AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 04:39AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 04:40AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 04:41AM] Ruthie used command ::meruem3333333333 | Player rights = CLERIC_DONATOR	
[4/17/23 04:42AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 04:43AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 05:09AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:10AM] Ruthie used command ::vEIGAR | Player rights = CLERIC_DONATOR	
[4/17/23 06:11AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 06:39AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 06:41AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 06:41AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 06:42AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 07:09AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:29AM] Ruthie used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 07:30AM] Ruthie used command ::Reward 1 | Player rights = CLERIC_DONATOR	
[4/17/23 07:30AM] Ruthie used command ::yell just casted my votes | Player rights = CLERIC_DONATOR	
[4/17/23 07:33AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 07:54AM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 08:07AM] Ruthie used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/17/23 08:39AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 08:41AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 08:42AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 08:42AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 08:43AM] Ruthie used command ::Yell gz shana! | Player rights = CLERIC_DONATOR	
[4/17/23 09:04AM] Ruthie used command ::tanouboss | Player rights = CLERIC_DONATOR	
[4/17/23 09:04AM] Ruthie used command ::tanouboss | Player rights = CLERIC_DONATOR	
[4/17/23 09:04AM] Ruthie used command ::wboss | Player rights = CLERIC_DONATOR	
[4/17/23 09:05AM] Ruthie used command ::yellowboss | Player rights = CLERIC_DONATOR	
[4/17/23 09:09AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 09:12AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 09:12AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 09:12AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 10:29AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 10:33AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 10:33AM] Ruthie used command ::yell rks. how r u man!! | Player rights = CLERIC_DONATOR	
[4/17/23 10:34AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 10:35AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 10:35AM] Ruthie used command ::yell ::golden up | Player rights = CLERIC_DONATOR	
[4/17/23 11:09AM] Ruthie used command ::BANK | Player rights = CLERIC_DONATOR	
[4/17/23 11:09AM] Ruthie used command ::yell divine o.O | Player rights = CLERIC_DONATOR	
[4/17/23 11:09AM] Ruthie used command ::fpk | Player rights = CLERIC_DONATOR	
[4/17/23 11:09AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 11:09AM] Ruthie used command ::mueruem | Player rights = CLERIC_DONATOR	
[4/17/23 11:10AM] Ruthie used command ::golen | Player rights = CLERIC_DONATOR	
[4/17/23 11:10AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 11:10AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 11:12AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 11:13AM] Ruthie used command ::afk | Player rights = CLERIC_DONATOR	
[4/17/23 11:18AM] Ruthie used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 11:22AM] Ruthie used command ::train | Player rights = CLERIC_DONATOR	
[4/17/23 11:25AM] Ruthie used command ::vote | Player rights = CLERIC_DONATOR	
[4/17/23 11:29AM] Ruthie used command ::Ref | Player rights = CLERIC_DONATOR	
[4/17/23 11:33AM] Ruthie used command ::veigar | Player rights = CLERIC_DONATOR	
[4/17/23 11:33AM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 11:33AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 11:33AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 11:34AM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 11:34AM] Ruthie used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 11:41AM] Ruthie used command ::yell i got 2 of the items i actually wanted from them prog boxes rofl | Player rights = CLERIC_DONATOR	
[4/17/23 11:45AM] Ruthie used command ::train | Player rights = CLERIC_DONATOR	
[4/17/23 11:46AM] Ruthie used command ::home | Player rights = CLERIC_DONATOR	
[4/17/23 11:52AM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 11:53AM] Ruthie used command ::Vboss | Player rights = CLERIC_DONATOR	
[4/17/23 11:54AM] Ruthie used command ::::golden | Player rights = CLERIC_DONATOR	
[4/17/23 11:54AM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 11:55AM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 11:56AM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 11:57AM] Ruthie used command ::yell ty alex! | Player rights = CLERIC_DONATOR	
[4/17/23 11:58AM] Ruthie used command ::yell if u claim ur bonds i think u get 1 donar point per 1$ some like tht | Player rights = CLERIC_DONATOR	
[4/17/23 12:02PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:08PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:09PM] Ruthie used command ::meruem | Player rights = CLERIC_DONATOR	
[4/17/23 12:11PM] Ruthie used command ::yell two 25$ bonds, 2 gracious box, 3$ i nbodns omg | Player rights = CLERIC_DONATOR	
[4/17/23 12:11PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:13PM] Ruthie used command ::golden | Player rights = CLERIC_DONATOR	
[4/17/23 12:15PM] Ruthie used command ::vboss | Player rights = CLERIC_DONATOR	
[4/17/23 12:16PM] Ruthie used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/17/23 12:17PM] Ruthie used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/17/23 12:18PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 12:18PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 12:19PM] Ruthie used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 12:20PM] Ruthie used command ::home | Player rights = TORMENTED_DONATOR	
[4/17/23 12:24PM] Ruthie used command ::Yell rip | Player rights = TORMENTED_DONATOR	
[4/17/23 12:25PM] Ruthie used command ::yell feel free to pm me if you need help or guidance. pm is on | Player rights = TORMENTED_DONATOR	
[4/17/23 12:29PM] Ruthie used command ::backup | Player rights = TORMENTED_DONATOR	
[4/17/23 12:29PM] Ruthie used command ::Save | Player rights = TORMENTED_DONATOR	
[4/17/23 12:29PM] Ruthie used command ::Save | Player rights = TORMENTED_DONATOR	
[4/17/23 12:29PM] Ruthie used command ::Save | Player rights = TORMENTED_DONATOR	
[4/17/23 12:32PM] Ruthie used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 12:32PM] Ruthie used command ::vote | Player rights = TORMENTED_DONATOR	
[4/17/23 12:33PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 12:33PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 12:33PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 12:33PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 12:40PM] Ruthie used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 12:41PM] Ruthie used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 12:47PM] Ruthie used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 12:50PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 12:50PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 12:50PM] Ruthie used command ::yell ctrl + b opens bank only works on 250+ ranks ? | Player rights = TORMENTED_DONATOR	
[4/17/23 12:51PM] Ruthie used command ::Yell tried at 50$ rank and it didnt work | Player rights = TORMENTED_DONATOR	
[4/17/23 01:02PM] Ruthie used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 01:02PM] Ruthie used command ::yell all veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 01:03PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 01:03PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 01:03PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 01:15PM] Ruthie used command ::433333333333333333333333333333333333333333333333333333333333333333333333333333 | Player rights = TORMENTED_DONATOR	
[4/17/23 01:15PM] Ruthie used command :: | Player rights = TORMENTED_DONATOR	
[4/17/23 01:15PM] Ruthie used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 01:32PM] Ruthie used command ::ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss | Player rights = TORMENTED_DONATOR	
[4/17/23 01:32PM] Ruthie used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 01:32PM] Ruthie used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 02:03PM] Ruthie used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 02:46PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 02:57PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 02:59PM] Ruthie used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 03:02PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 03:03PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 03:03PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 03:43PM] Ruthie used command ::dvtoll | Player rights = TORMENTED_DONATOR	
[4/17/23 04:59PM] Ruthie used command ::Yell g | Player rights = TORMENTED_DONATOR	
[4/17/23 05:04PM] Ruthie used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 05:04PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 05:04PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 05:05PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 05:32PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 05:33PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 05:35PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 06:02PM] Ruthie used command ::vEIGAR | Player rights = TORMENTED_DONATOR	
[4/17/23 06:03PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 06:03PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 06:03PM] Ruthie used command ::home | Player rights = TORMENTED_DONATOR	
[4/17/23 06:33PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 06:33PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 06:33PM] Ruthie used command ::moruem | Player rights = TORMENTED_DONATOR	
[4/17/23 06:33PM] Ruthie used command ::moreum | Player rights = TORMENTED_DONATOR	
[4/17/23 06:33PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 06:34PM] Ruthie used command ::ranks | Player rights = TORMENTED_DONATOR	
[4/17/23 06:37PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 07:04PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 07:04PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 07:15PM] Ruthie used command ::Eggs | Player rights = TORMENTED_DONATOR	
[4/17/23 08:13PM] Ruthie used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 08:14PM] Ruthie used command ::viegar | Player rights = TORMENTED_DONATOR	
[4/17/23 08:14PM] Ruthie used command ::viegar | Player rights = TORMENTED_DONATOR	
[4/17/23 08:14PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 08:14PM] Ruthie used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/17/23 08:15PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 08:15PM] Ruthie used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/17/23 08:15PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 08:16PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 08:16PM] Ruthie used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/17/23 08:16PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 08:16PM] Ruthie used command ::golden | Player rights = TORMENTED_DONATOR	
[4/17/23 08:26PM] Ruthie used command ::Yell rip | Player rights = TORMENTED_DONATOR	
[4/17/23 08:27PM] Ruthie used command ::yell aw poop | Player rights = TORMENTED_DONATOR	
[4/17/23 08:44PM] Ruthie used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/17/23 09:14PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 09:22PM] Ruthie used command ::collection | Player rights = TORMENTED_DONATOR	
[4/17/23 09:22PM] Ruthie used command ::bank | Player rights = TORMENTED_DONATOR	
[4/17/23 09:27PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/17/23 09:29PM] Ruthie used command ::golden | Player rights = HELPER	
[4/17/23 09:29PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/17/23 09:36PM] Ruthie used command ::commands | Player rights = HELPER	
[4/17/23 09:47PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 09:58PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/17/23 10:04PM] Ruthie used command ::collection | Player rights = HELPER	
[4/17/23 10:07PM] Ruthie used command ::vote | Player rights = HELPER	
[4/17/23 10:08PM] Ruthie used command ::Reward 1 | Player rights = HELPER	
[4/17/23 10:08PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/17/23 10:08PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/17/23 10:11PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 10:15PM] Ruthie used command ::Yell welcome everybody | Player rights = HELPER	
[4/17/23 10:41PM] Ruthie used command ::Veigar | Player rights = HELPER	
[4/17/23 10:42PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 10:43PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/17/23 10:44PM] Ruthie used command ::meruem | Player rights = HELPER	
[4/17/23 10:45PM] Ruthie used command ::golden | Player rights = HELPER	
[4/17/23 10:47PM] Ruthie used command ::teleport | Player rights = HELPER	
[4/17/23 11:09PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:09PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:11PM] Ruthie used command ::teleto brother | Player rights = HELPER	
[4/17/23 11:11PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/17/23 11:11PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:12PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:15PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:15PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:15PM] Ruthie used command ::Teleto okmante | Player rights = HELPER	
[4/17/23 11:15PM] Ruthie used command ::teleto payne | Player rights = HELPER	
[4/17/23 11:16PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:22PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:26PM] Ruthie used command ::reward 1 | Player rights = HELPER	
[4/17/23 11:29PM] Ruthie used command ::bank | Player rights = HELPER	
[4/17/23 11:41PM] Ruthie used command ::Teletohome | Player rights = HELPER	
[4/17/23 11:41PM] Ruthie used command ::veigar | Player rights = HELPER	
[4/17/23 11:42PM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/17/23 11:43PM] Ruthie used command ::golden | Player rights = HELPER	
[4/17/23 11:43PM] Ruthie used command ::teleto afk sad | Player rights = HELPER	
[4/17/23 11:45PM] Ruthie used command ::teletohome | Player rights = HELPER	
[4/17/23 11:45PM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 12:30AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 01:23AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 02:44AM] Ruthie used command ::teleto killua | Player rights = HELPER	
[4/18/23 03:48AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:06AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 04:06AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 04:10AM] Ruthie used command ::teleto just kirbs | Player rights = HELPER	
[4/18/23 04:10AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:11AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:12AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 04:16AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 04:16AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:15AM] Ruthie used command ::Teleto jroc | Player rights = HELPER	
[4/18/23 05:16AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:27AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 05:41AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 05:42AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 05:58AM] Ruthie used command ::vote | Player rights = HELPER	
[4/18/23 06:11AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 06:12AM] Ruthie used command ::nineails | Player rights = HELPER	
[4/18/23 06:12AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 06:12AM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 06:27AM] Ruthie used command ::vboss | Player rights = HELPER	
[4/18/23 06:31AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:31AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:32AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:33AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:34AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 06:36AM] Ruthie used command ::npc /gz | Player rights = HELPER	
[4/18/23 06:57AM] Ruthie used command ::yell ok ok | Player rights = HELPER	
[4/18/23 06:58AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 07:03AM] Ruthie used command ::collection | Player rights = HELPER	
[4/18/23 07:11AM] Ruthie used command ::veigar | Player rights = HELPER	
[4/18/23 07:13AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 07:27AM] Ruthie used command ::yell im available if you need help, message me | Player rights = HELPER	
[4/18/23 07:28AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 07:34AM] Ruthie used command ::teleto brother | Player rights = HELPER	
[4/18/23 07:37AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 07:38AM] Ruthie used command ::teleto brother | Player rights = HELPER	
[4/18/23 07:39AM] Ruthie used command ::Teleto vetarn | Player rights = HELPER	
[4/18/23 07:41AM] Ruthie used command ::Veigar | Player rights = HELPER	
[4/18/23 07:42AM] Ruthie used command ::ninetails | Player rights = HELPER	
[4/18/23 07:42AM] Ruthie used command ::golden | Player rights = HELPER	
[4/18/23 07:43AM] Ruthie used command ::meruem | Player rights = HELPER	
[4/18/23 07:44AM] Ruthie used command ::home | Player rights = HELPER	
[4/18/23 07:58AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 07:58AM] Ruthie used command ::bank | Player rights = HELPER	
[4/18/23 07:59AM] Ruthie used command ::bank | Player rights = HELPER	
