[4/16/23 07:51PM] Okmante used command ::home | Player rights = PLAYER	
[4/21/23 01:08AM] Okmante used command ::elo | Player rights = CLERIC_DONATOR	
[4/21/23 01:10AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:30AM] Okmante used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 11:33AM] Okmante used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:34AM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:35AM] Okmante used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:35AM] Okmante used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:56AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 07:10PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 07:23PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 07:32PM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 07:33PM] Okmante used command ::players | Player rights = CLERIC_DONATOR	
[4/21/23 07:34PM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 07:44PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 07:55PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 07:59PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:00PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:02PM] Okmante used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/21/23 08:21PM] Okmante used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 08:23PM] Okmante used command ::Reward 1 all | Player rights = CLERIC_DONATOR	
[4/21/23 08:28PM] Okmante used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 08:28PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:29PM] Okmante used command ::players | Player rights = CLERIC_DONATOR	
[4/21/23 08:30PM] Okmante used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 08:32PM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 08:33PM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 08:34PM] Okmante used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 08:35PM] Okmante used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 08:49PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:52PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:52PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 08:53PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:02PM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 09:12PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:13PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:16PM] Okmante used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 09:17PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:18PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:32PM] Okmante used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/21/23 09:34PM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 09:43PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:50PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:52PM] Okmante used command ::donate | Player rights = CLERIC_DONATOR	
[4/21/23 09:56PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:57PM] Okmante used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 10:01PM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:02PM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:13PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:18PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:23PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:25PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:32PM] Okmante used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:33PM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:35PM] Okmante used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:36PM] Okmante used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 11:38PM] Okmante used command ::Voteboss | Player rights = CLERIC_DONATOR	
[4/21/23 11:40PM] Okmante used command ::shops | Player rights = CLERIC_DONATOR	
[4/21/23 11:40PM] Okmante used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 11:49PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:50PM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:02AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:02AM] Okmante used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/22/23 12:15AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:32AM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 12:33AM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 12:35AM] Okmante used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 12:43AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:02AM] Okmante used command ::players | Player rights = CLERIC_DONATOR	
[4/22/23 08:02AM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:04AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:08AM] Okmante used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 08:32AM] Okmante used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 08:33AM] Okmante used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 08:34AM] Okmante used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 08:34AM] Okmante used command ::golden | Player rights = CLERIC_DONATOR	
[4/22/23 08:37AM] Okmante used command ::VOTEBOSS | Player rights = CLERIC_DONATOR	
[4/22/23 08:39AM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 08:39AM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:52AM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:56AM] Okmante used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57AM] Okmante used command ::Bn | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57AM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:57AM] Okmante used command ::Reward 1 | Player rights = TORMENTED_DONATOR	
[4/22/23 12:00PM] Okmante used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/22/23 12:02PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:06PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:09PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 12:11PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 12:13PM] Okmante used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 12:13PM] Okmante used command ::yell how much? | Player rights = TORMENTED_DONATOR	
[4/22/23 12:14PM] Okmante used command ::loots | Player rights = TORMENTED_DONATOR	
[4/22/23 12:21PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:21PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:21PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:23PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:26PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 12:27PM] Okmante used command ::bakn | Player rights = TORMENTED_DONATOR	
[4/22/23 12:27PM] Okmante used command ::bakn | Player rights = TORMENTED_DONATOR	
[4/22/23 12:27PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:28PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:30PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 12:33PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 12:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 12:34PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 12:35PM] Okmante used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:43PM] Okmante used command ::totem | Player rights = TORMENTED_DONATOR	
[4/22/23 12:43PM] Okmante used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 12:55PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:03PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:03PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:03PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:03PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:11PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:24PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:27PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:30PM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 01:33PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:33PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 01:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 01:45PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 01:56PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 01:58PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 02:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33PM] Okmante used command ::ninetais0 | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33PM] Okmante used command ::ninteails | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 02:34PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 02:35PM] Okmante used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 03:03PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 03:06PM] Okmante used command ::players | Player rights = TORMENTED_DONATOR	
[4/22/23 03:22PM] Okmante used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 03:33PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 03:34PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 04:03PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 04:13PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:28PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 04:30PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:31PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:32PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 04:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 04:34PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 04:36PM] Okmante used command ::loots | Player rights = TORMENTED_DONATOR	
[4/22/23 04:36PM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 04:37PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 04:40PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 04:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:41PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 04:45PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:49PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:51PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:52PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:57PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:58PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:59PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:00PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:03PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:05PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:09PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:15PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:18PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:18PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:26PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:28PM] Okmante used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:28PM] Okmante used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:28PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 05:30PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:30PM] Okmante used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 05:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 05:34PM] Okmante used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 05:37PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:47PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:47PM] Okmante used command ::collection | Player rights = TORMENTED_DONATOR	
[4/22/23 05:49PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:54PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:58PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:59PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:00PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:08PM] Okmante used command ::collection | Player rights = TORMENTED_DONATOR	
[4/22/23 06:09PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:09PM] Okmante used command ::collection | Player rights = TORMENTED_DONATOR	
[4/22/23 06:11PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:13PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:16PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:20PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:24PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:26PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:27PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:28PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 06:29PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:30PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:31PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 06:34PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 06:35PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 06:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:42PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:43PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:44PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:45PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 06:45PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:48PM] Okmante used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/22/23 06:50PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:53PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:55PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:01PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 07:01PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 07:02PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 07:03PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:05PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:09PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:12PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:13PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:18PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:24PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:29PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:34PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 07:36PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:39PM] Okmante used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:39PM] Okmante used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:39PM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:42PM] Okmante used command ::voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:42PM] Okmante used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:56PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:00PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:57PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:59PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:02PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:05PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:07PM] Okmante used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/22/23 09:10PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:11PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:14PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:14PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:14PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:14PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:14PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:16PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:17PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:22PM] Okmante used command ::players | Player rights = TORMENTED_DONATOR	
[4/22/23 09:22PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:23PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:24PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:27PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:28PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:28PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:33PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 09:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 09:36PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 09:36PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 09:38PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:44PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:50PM] Okmante used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 09:52PM] Okmante used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/22/23 09:55PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 09:55PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:02PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:02PM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:02PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:08PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:12PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:13PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:17PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:21PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:26PM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/22/23 10:27PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:28PM] Okmante used command ::Bank | Player rights = TORMENTED_DONATOR	
[4/22/23 10:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 10:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 10:34PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 10:38PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:39PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:41PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 10:46PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:01PM] Okmante used command ::vote | Player rights = TORMENTED_DONATOR	
[4/22/23 11:02PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:06PM] Okmante used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:09PM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 11:12PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:12PM] Okmante used command ::donate | Player rights = TORMENTED_DONATOR	
[4/22/23 11:13PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:16PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:17PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:19PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:22PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 11:32PM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 11:33PM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 11:34PM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 11:35PM] Okmante used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 11:36PM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:03AM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:06AM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 12:06AM] Okmante used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 12:31AM] Okmante used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 12:33AM] Okmante used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 12:34AM] Okmante used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/23/23 12:40AM] Okmante used command ::loots | Player rights = TORMENTED_DONATOR	
[4/23/23 12:46AM] Okmante used command ::vote | Player rights = TORMENTED_DONATOR	
[4/23/23 12:47AM] Okmante used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 12:48AM] Okmante used command ::yell 7 more votes bois | Player rights = TORMENTED_DONATOR	
[4/23/23 12:50AM] Okmante used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 12:55AM] Okmante used command ::pos | Player rights = TORMENTED_DONATOR	
[4/23/23 01:02AM] Okmante used command ::Veigar | Player rights = TORMENTED_DONATOR	
