[4/22/23 07:36AM] New Wind used command ::totem | Player rights = PLAYER	
[4/23/23 07:04PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/23/23 07:07PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/23/23 07:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/23/23 07:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/23/23 07:36PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/23/23 07:36PM] New Wind used command ::Afk | Player rights = TORMENTED_DONATOR	
[4/23/23 07:37PM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
[4/24/23 05:01AM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 05:03AM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/24/23 05:06AM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
[4/24/23 02:32PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 03:15PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/24/23 03:17PM] New Wind used command ::claimvotew | Player rights = TORMENTED_DONATOR	
[4/24/23 03:17PM] New Wind used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/24/23 03:17PM] New Wind used command ::claimvotes | Player rights = TORMENTED_DONATOR	
[4/24/23 03:17PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/24/23 03:29PM] New Wind used command ::kills | Player rights = TORMENTED_DONATOR	
[4/24/23 03:29PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/24/23 03:30PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 03:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/24/23 03:34PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/24/23 04:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 04:03PM] New Wind used command ::dr | Player rights = TORMENTED_DONATOR	
[4/24/23 04:09PM] New Wind used command ::playtime | Player rights = TORMENTED_DONATOR	
[4/24/23 04:13PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:17PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:19PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:19PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:21PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:23PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:28PM] New Wind used command ::collection | Player rights = TORMENTED_DONATOR	
[4/24/23 04:32PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/24/23 04:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/24/23 04:34PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/24/23 04:48PM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
[4/24/23 04:48PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:49PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:49PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:49PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:49PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/24/23 04:49PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/25/23 03:58AM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
[4/25/23 04:20PM] New Wind used command ::vote | Player rights = TORMENTED_DONATOR	
[4/25/23 04:21PM] New Wind used command ::claimvotes | Player rights = TORMENTED_DONATOR	
[4/25/23 04:21PM] New Wind used command ::Claimvote | Player rights = TORMENTED_DONATOR	
[4/25/23 04:21PM] New Wind used command ::claimvote | Player rights = TORMENTED_DONATOR	
[4/25/23 04:21PM] New Wind used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/25/23 04:25PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/25/23 04:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 04:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/25/23 04:33PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/25/23 04:33PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/25/23 04:33PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/25/23 04:34PM] New Wind used command ::golden | Player rights = TORMENTED_DONATOR	
[4/25/23 04:46PM] New Wind used command ::yell Owner just said no gambling | Player rights = TORMENTED_DONATOR	
[4/25/23 05:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 05:27PM] New Wind used command ::slayer | Player rights = TORMENTED_DONATOR	
[4/25/23 05:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 05:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/25/23 05:33PM] New Wind used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/25/23 05:39PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/25/23 05:55PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/25/23 05:55PM] New Wind used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/25/23 05:56PM] New Wind used command ::home | Player rights = TORMENTED_DONATOR	
[4/25/23 06:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 06:06PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/25/23 06:06PM] New Wind used command ::bank | Player rights = TORMENTED_DONATOR	
[4/25/23 06:07PM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
[4/25/23 08:01PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 08:08PM] New Wind used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/25/23 08:31PM] New Wind used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/25/23 08:32PM] New Wind used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/25/23 08:45PM] New Wind used command ::afk | Player rights = TORMENTED_DONATOR	
