[4/13/23 09:09PM] Alex used command ::claim | Player rights = PLAYER	
[4/15/23 04:16PM] Alex used command ::yell keep voting guys - ::vote | Player rights = DEVELOPER	
[4/15/23 04:18PM] Alex used command ::giveall 3088 1 | Player rights = DEVELOPER	
[4/15/23 04:24PM] Alex used command ::givess ao | Player rights = DEVELOPER	
[4/15/23 04:24PM] Alex used command ::givess suh | Player rights = DEVELOPER	
[4/15/23 05:31PM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/15/23 05:32PM] Alex used command ::giveall 2023 100 | Player rights = DEVELOPER	
[4/15/23 05:33PM] Alex used command ::discord | Player rights = DEVELOPER	
[4/15/23 05:33PM] Alex used command ::yell Owner's cape giveaway @ ::Discord | Player rights = DEVELOPER	
[4/15/23 05:35PM] Alex used command ::find pvm box | Player rights = DEVELOPER	
[4/15/23 05:35PM] Alex used command ::item 7956 | Player rights = DEVELOPER	
[4/15/23 05:35PM] Alex used command ::find pvm | Player rights = DEVELOPER	
[4/15/23 05:35PM] Alex used command ::item 2736 | Player rights = DEVELOPER	
[4/15/23 05:35PM] Alex used command ::giveall 2736 5 | Player rights = DEVELOPER	
[4/15/23 06:50PM] Alex used command ::ipban frimb | Player rights = DEVELOPER	
[4/15/23 07:36PM] Alex used command ::yell new flash-deals popped up on ::discord - 2 hours only | Player rights = DEVELOPER	
[4/15/23 07:44PM] Alex used command ::find gracious | Player rights = DEVELOPER	
[4/15/23 07:45PM] Alex used command ::giveitem 15002 ronnie v2 | Player rights = DEVELOPER	
[4/15/23 07:45PM] Alex used command ::giveitem 15002 ronnie v2 | Player rights = DEVELOPER	
[4/15/23 07:45PM] Alex used command ::giveitem 15002 1 ronnie v2 | Player rights = DEVELOPER	
[4/15/23 07:47PM] Alex used command ::yell make sure you all ::vote - vote boss spawns at 50 votes | Player rights = DEVELOPER	
[4/15/23 07:47PM] Alex used command ::item 10835 999999999 | Player rights = DEVELOPER	
[4/15/23 07:52PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/15/23 07:53PM] Alex used command ::yell check out flash-deals on ::discord before it's too late! | Player rights = DEVELOPER	
[4/15/23 07:54PM] Alex used command ::yell brb 2 mins - dm on discord if anything | Player rights = DEVELOPER	
[4/15/23 07:57PM] Alex used command ::checkinv ao | Player rights = DEVELOPER	
[4/15/23 07:57PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/15/23 09:25PM] Alex used command ::find gracious | Player rights = DEVELOPER	
[4/15/23 09:25PM] Alex used command ::giveitem 15002 1 beef supreme | Player rights = DEVELOPER	
[4/15/23 09:25PM] Alex used command ::yell last chance for flash-deals @ ::discord | Player rights = DEVELOPER	
[4/15/23 09:26PM] Alex used command ::item 10835 999999999 | Player rights = DEVELOPER	
[4/15/23 09:36PM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/15/23 10:28PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/15/23 10:32PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::giveitem 23059 1 you | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::find damage boost | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::find 1.5 | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::item 4440 | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::item 4442 | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::Giveitem 4442 1 you | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/15/23 10:33PM] Alex used command ::giveitem 18888 1 you | Player rights = DEVELOPER	
[4/15/23 10:49PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/15/23 10:49PM] Alex used command ::item 23058 | Player rights = DEVELOPER	
[4/15/23 10:49PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/15/23 10:49PM] Alex used command ::item 23087 | Player rights = DEVELOPER	
[4/15/23 10:49PM] Alex used command ::item 19886 | Player rights = DEVELOPER	
[4/15/23 10:56PM] Alex used command ::update 150 | Player rights = DEVELOPER	
[4/15/23 11:01PM] Alex used command ::update 15 | Player rights = DEVELOPER	
[4/15/23 11:10PM] Alex used command ::update 15 | Player rights = DEVELOPER	
[4/15/23 11:23PM] Alex used command ::find doom leg | Player rights = DEVELOPER	
[4/15/23 11:23PM] Alex used command ::item 15933 | Player rights = DEVELOPER	
[4/15/23 11:23PM] Alex used command ::giveitem 15933 1 gpello | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::item 23058 | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::giveitem 23058 2 a fatality | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::giveitem 23058 2 a fatality | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::find 1$ | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::find 1 | Player rights = DEVELOPER	
[4/15/23 11:24PM] Alex used command ::find $1 | Player rights = DEVELOPER	
[4/15/23 11:25PM] Alex used command ::giveitem 10946 26 a fatality | Player rights = DEVELOPER	
[4/15/23 11:36PM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/15/23 11:36PM] Alex used command ::item 4446 | Player rights = DEVELOPER	
[4/15/23 11:41PM] Alex used command ::yell remember to ::vote - boss spawns @ 50 - spawning soon | Player rights = DEVELOPER	
[4/15/23 11:42PM] Alex used command ::yell also remember to drop an alt @ ::afk - $ tickets and boxes | Player rights = DEVELOPER	
[4/15/23 11:42PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/15/23 11:43PM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/15/23 11:43PM] Alex used command ::golden | Player rights = DEVELOPER	
[4/15/23 11:43PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/15/23 11:44PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/15/23 11:45PM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/15/23 11:45PM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/16/23 06:27AM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/16/23 06:28AM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/16/23 06:29AM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/16/23 06:29AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/16/23 06:29AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 06:29AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 06:32AM] Alex used command ::perk | Player rights = DEVELOPER	
[4/16/23 06:32AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 06:32AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 06:32AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 06:32AM] Alex used command ::vboss | Player rights = DEVELOPER	
[4/16/23 07:16AM] Alex used command ::yell make sure you all ::vote - boss spawns at 50 votes | Player rights = DEVELOPER	
[4/16/23 07:18AM] Alex used command ::yell new flash-deals up @ ::discord - be quick while it lasts | Player rights = DEVELOPER	
[4/16/23 07:48AM] Alex used command ::find maze maul | Player rights = DEVELOPER	
[4/16/23 07:48AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 07:53AM] Alex used command ::find gracious | Player rights = DEVELOPER	
[4/16/23 07:53AM] Alex used command ::giveitem 15002 1 dup | Player rights = DEVELOPER	
[4/16/23 07:55AM] Alex used command ::yell everyone ::vote asap - boss spawns at 50 - doubling it | Player rights = DEVELOPER	
[4/16/23 07:59AM] Alex used command ::find slayer casket | Player rights = DEVELOPER	
[4/16/23 07:59AM] Alex used command ::giveall 2734 5 | Player rights = DEVELOPER	
[4/16/23 08:00AM] Alex used command ::find gracious | Player rights = DEVELOPER	
[4/16/23 08:00AM] Alex used command ::giveitem 15002 1 kandonas | Player rights = DEVELOPER	
[4/16/23 08:05AM] Alex used command ::yell fy : you shuld drop an alt @ ::afk - can get $ scrolls | Player rights = DEVELOPER	
[4/16/23 08:05AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/16/23 08:05AM] Alex used command ::item 23060 | Player rights = DEVELOPER	
[4/16/23 08:06AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 08:24AM] Alex used command ::find gracious | Player rights = DEVELOPER	
[4/16/23 08:24AM] Alex used command ::giveitem 15002 1 k0000 | Player rights = DEVELOPER	
[4/16/23 08:25AM] Alex used command ::teleto k0000 | Player rights = DEVELOPER	
[4/16/23 08:27AM] Alex used command ::giveitem 15002 1 gim k0000 | Player rights = DEVELOPER	
[4/16/23 08:29AM] Alex used command ::find 1$ | Player rights = DEVELOPER	
[4/16/23 08:29AM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/16/23 08:29AM] Alex used command ::giveitem 10946 15 shaxx | Player rights = DEVELOPER	
[4/16/23 08:30AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 08:30AM] Alex used command ::giveyt sandesus | Player rights = DEVELOPER	
[4/16/23 08:32AM] Alex used command ::yell make sure you all ::vote - boss spawns in 30 votes! | Player rights = DEVELOPER	
[4/16/23 08:33AM] Alex used command ::yell ::golden  | Player rights = DEVELOPER	
[4/16/23 08:33AM] Alex used command ::golden | Player rights = DEVELOPER	
[4/16/23 08:34AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/16/23 08:35AM] Alex used command ::vote | Player rights = DEVELOPER	
[4/16/23 08:36AM] Alex used command ::reward 1 all | Player rights = DEVELOPER	
[4/16/23 08:37AM] Alex used command ::giveitem 15002 1 ctg804 | Player rights = DEVELOPER	
[4/16/23 08:38AM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/16/23 08:38AM] Alex used command ::giveitem 20489 1 ctg804 | Player rights = DEVELOPER	
[4/16/23 08:49AM] Alex used command ::yell check out flash-deals @ ::discord - ends in 2 hours only | Player rights = DEVELOPER	
[4/16/23 08:56AM] Alex used command ::yell only 10 more votes for double vote boss guys - ::vote | Player rights = DEVELOPER	
[4/16/23 09:01AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 09:01AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/16/23 09:02AM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 09:09AM] Alex used command ::teleto remorse | Player rights = DEVELOPER	
[4/16/23 09:09AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 09:10AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 09:11AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/16/23 09:11AM] Alex used command ::teletome remorse | Player rights = DEVELOPER	
[4/16/23 09:11AM] Alex used command ::giveitem 15002 1 remorse | Player rights = DEVELOPER	
[4/16/23 09:11AM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/16/23 09:11AM] Alex used command ::Giveitem 20489 1 remorse | Player rights = DEVELOPER	
[4/16/23 09:16AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 09:23AM] Alex used command ::yell make sure you all ::vote as much as possible - boss spawn at 50 | Player rights = DEVELOPER	
[4/16/23 09:37AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 09:38AM] Alex used command ::yell let's go !!! | Player rights = DEVELOPER	
[4/16/23 09:39AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 09:39AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/16/23 09:39AM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/16/23 09:40AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 09:41AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 09:41AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 09:41AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/16/23 09:41AM] Alex used command ::yell ::veigar | Player rights = DEVELOPER	
[4/16/23 09:42AM] Alex used command ::veigar | Player rights = DEVELOPER	
[4/16/23 09:42AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/16/23 09:42AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/16/23 09:43AM] Alex used command ::spawnveigar | Player rights = DEVELOPER	
[4/16/23 09:44AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/16/23 09:44AM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/16/23 09:44AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/16/23 09:44AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/16/23 09:45AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/16/23 09:45AM] Alex used command ::golden | Player rights = DEVELOPER	
[4/16/23 09:45AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/16/23 09:46AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/16/23 09:46AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/16/23 09:47AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 09:47AM] Alex used command ::yell ::vote boss | Player rights = DEVELOPER	
[4/16/23 09:47AM] Alex used command ::voteboss | Player rights = DEVELOPER	
[4/16/23 09:48AM] Alex used command ::spawn vote | Player rights = DEVELOPER	
[4/16/23 09:48AM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 09:48AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/16/23 09:49AM] Alex used command ::yell ::ninetails | Player rights = DEVELOPER	
[4/16/23 09:49AM] Alex used command ::ninetails | Player rights = DEVELOPER	
[4/16/23 09:49AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 09:49AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/16/23 09:49AM] Alex used command ::meruem | Player rights = DEVELOPER	
[4/16/23 09:50AM] Alex used command ::yell hope you guys enjoy'd it ! thanks for choosing tarn ! | Player rights = DEVELOPER	
[4/16/23 09:50AM] Alex used command ::yell remember to ::vote as much as possible - we gettin' there ! | Player rights = DEVELOPER	
[4/16/23 09:52AM] Alex used command ::yell check out flash-deals @ ::discord - only 1 hour left ! | Player rights = DEVELOPER	
[4/16/23 09:56AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/16/23 09:56AM] Alex used command ::item 19886 | Player rights = DEVELOPER	
[4/16/23 09:56AM] Alex used command ::giveitem 19886 1 dezero | Player rights = DEVELOPER	
[4/16/23 09:59AM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 10:01AM] Alex used command ::yell make sure you all ::vote asap - boss spawns at 50 | Player rights = DEVELOPER	
[4/16/23 10:03AM] Alex used command ::yell check out flash-deals on ::discord - only 1 hour left ! | Player rights = DEVELOPER	
[4/16/23 10:23AM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/16/23 10:23AM] Alex used command ::item 20489 1 | Player rights = DEVELOPER	
[4/16/23 10:23AM] Alex used command ::giveitem 20489 1 dezero | Player rights = DEVELOPER	
[4/16/23 10:23AM] Alex used command ::giveitem 15002 1 dezero | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::giveitem 23058 3 heropt | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::find drop rate | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::item 23174 | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::item 23178 | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::giveitem 23178 1 heropt | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::find collector | Player rights = DEVELOPER	
[4/16/23 10:25AM] Alex used command ::giveitem 18888 1 heropt | Player rights = DEVELOPER	
[4/16/23 10:30AM] Alex used command ::giveitem 15002 1 atz | Player rights = DEVELOPER	
[4/16/23 10:40AM] Alex used command ::yell gonna go eat with daughter - can reach me on discord | Player rights = DEVELOPER	
[4/16/23 10:41AM] Alex used command ::yell make sure you ::vote - #flash-deals only up for another 30 mins | Player rights = DEVELOPER	
[4/16/23 11:15AM] Alex used command ::giveitem 15002 1 clav | Player rights = DEVELOPER	
[4/16/23 11:15AM] Alex used command ::giveitem 20489 1 clav | Player rights = DEVELOPER	
[4/16/23 11:15AM] Alex used command ::giveitem 15002 1 coke | Player rights = DEVELOPER	
[4/16/23 11:15AM] Alex used command ::giveitem 15002 1 kii | Player rights = DEVELOPER	
[4/16/23 11:16AM] Alex used command ::yell Last call for flash-deals @ ::discord - 2 mins left | Player rights = DEVELOPER	
[4/16/23 11:17AM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 12:07PM] Alex used command ::ipban ki | Player rights = DEVELOPER	
[4/16/23 12:07PM] Alex used command ::ipban kii | Player rights = DEVELOPER	
[4/16/23 01:12PM] Alex used command ::giveitem 15002 1 atz | Player rights = DEVELOPER	
[4/16/23 01:12PM] Alex used command ::giveitem 20489 1 | Player rights = DEVELOPER	
[4/16/23 01:14PM] Alex used command ::giveitem 15002 1 atz | Player rights = DEVELOPER	
[4/16/23 01:14PM] Alex used command ::giveitem 20489 1 atz | Player rights = DEVELOPER	
[4/16/23 03:03PM] Alex used command ::yell everyone please read the announcements on ::discord | Player rights = DEVELOPER	
[4/16/23 03:20PM] Alex used command ::ipban eden | Player rights = DEVELOPER	
[4/16/23 03:28PM] Alex used command ::reload s | Player rights = DEVELOPER	
[4/16/23 03:29PM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/16/23 03:29PM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/16/23 03:33PM] Alex used command ::yell make sure you all ::vote - doubling vote boss @ spawn | Player rights = DEVELOPER	
[4/16/23 03:34PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 03:35PM] Alex used command ::claim | Player rights = DEVELOPER	
[4/16/23 03:36PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::find majestic | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::item 15004 | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::find jewel | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::item 13019 | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::giveitem 15004 1 like my peep | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::giveitem 13091 1 like my peep | Player rights = DEVELOPER	
[4/16/23 03:37PM] Alex used command ::giveitem 13019 1 like my peep | Player rights = DEVELOPER	
[4/16/23 03:41PM] Alex used command ::yell check out weekend flash-deals @ ::discord  | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::find nite wing | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::giveitem 17606 1 ao | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::item 20490 50 | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::item 20490 500 | Player rights = DEVELOPER	
[4/16/23 03:43PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 03:44PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 03:44PM] Alex used command ::find blood vitur | Player rights = DEVELOPER	
[4/16/23 03:44PM] Alex used command ::item 8136 | Player rights = DEVELOPER	
[4/16/23 03:44PM] Alex used command ::item 8788 1 | Player rights = DEVELOPER	
[4/16/23 03:48PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:12PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:12PM] Alex used command ::giveitem 15004 2 sharpy0123 | Player rights = DEVELOPER	
[4/16/23 04:13PM] Alex used command ::giveitem 13019 2 sharpy0123 | Player rights = DEVELOPER	
[4/16/23 04:23PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/16/23 04:24PM] Alex used command ::checkinv sharpy0123 | Player rights = DEVELOPER	
[4/16/23 04:24PM] Alex used command ::checkbank sharpy0123 | Player rights = DEVELOPER	
[4/16/23 04:27PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:27PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:27PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:29PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 04:34PM] Alex used command ::teletome sharpy0123 | Player rights = DEVELOPER	
[4/16/23 04:37PM] Alex used command ::giveitem 15004 1 kill me | Player rights = DEVELOPER	
[4/16/23 04:37PM] Alex used command ::giveitem 13019 1 kill me | Player rights = DEVELOPER	
[4/16/23 04:39PM] Alex used command ::yell everyone ::vote as much as possible - doubling spawn on boss | Player rights = DEVELOPER	
[4/16/23 04:39PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 04:57PM] Alex used command ::yell only 3 more ::vote for double vote boss spawns | Player rights = DEVELOPER	
[4/16/23 05:06PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/16/23 05:06PM] Alex used command ::yell ::voteboss | Player rights = DEVELOPER	
[4/16/23 05:11PM] Alex used command ::teletome mondo | Player rights = DEVELOPER	
[4/16/23 05:11PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 05:11PM] Alex used command ::ref | Player rights = DEVELOPER	
[4/16/23 05:12PM] Alex used command ::ref | Player rights = DEVELOPER	
[4/16/23 05:12PM] Alex used command ::giveitem 11137 1 mondo | Player rights = DEVELOPER	
[4/16/23 05:12PM] Alex used command ::giveitem 11137 2 mondo | Player rights = DEVELOPER	
[4/16/23 05:15PM] Alex used command ::yell check out #flash-deals @ ::discord - ends in 2 hours  | Player rights = DEVELOPER	
[4/16/23 05:15PM] Alex used command ::yell last flash-deal for the weekend | Player rights = DEVELOPER	
[4/16/23 05:24PM] Alex used command ::find infamous | Player rights = DEVELOPER	
[4/16/23 05:25PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 05:25PM] Alex used command ::giveitem 15004 1 beef supreme | Player rights = DEVELOPER	
[4/16/23 05:25PM] Alex used command ::giveitem 13019 1 beef supreme | Player rights = DEVELOPER	
[4/16/23 06:30PM] Alex used command ::yell remember to ::vote as much as possible  | Player rights = DEVELOPER	
[4/16/23 06:30PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 06:31PM] Alex used command ::item 7995 | Player rights = DEVELOPER	
[4/16/23 06:31PM] Alex used command ::giveitem 7995 1 zshana | Player rights = DEVELOPER	
[4/16/23 06:32PM] Alex used command ::teletome zaryte | Player rights = DEVELOPER	
[4/16/23 06:32PM] Alex used command ::find $ | Player rights = DEVELOPER	
[4/16/23 06:32PM] Alex used command ::item 10946 40 | Player rights = DEVELOPER	
[4/16/23 06:32PM] Alex used command ::find maze maul | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 17710 | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::find sacred | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 23132 | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 23134 | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::find vote | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 19670 | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 23020 | Player rights = DEVELOPER	
[4/16/23 06:33PM] Alex used command ::item 23020 19 | Player rights = DEVELOPER	
[4/16/23 06:34PM] Alex used command ::giveitem 10946 40 zaryte | Player rights = DEVELOPER	
[4/16/23 06:37PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/16/23 06:45PM] Alex used command ::reload drops | Player rights = DEVELOPER	
[4/16/23 07:23PM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/16/23 07:32PM] Alex used command ::find forsaken | Player rights = DEVELOPER	
[4/16/23 07:32PM] Alex used command ::item 14915 | Player rights = DEVELOPER	
[4/16/23 07:32PM] Alex used command ::giveitem 14915 1 m4 | Player rights = DEVELOPER	
[4/16/23 07:35PM] Alex used command ::perks | Player rights = DEVELOPER	
[4/16/23 07:57PM] Alex used command ::find slayer gem | Player rights = DEVELOPER	
[4/16/23 07:57PM] Alex used command ::item 4155 | Player rights = DEVELOPER	
[4/16/23 08:08PM] Alex used command ::staffzone | Player rights = DEVELOPER	
[4/16/23 08:08PM] Alex used command ::npc2 65 | Player rights = DEVELOPER	
[4/16/23 08:08PM] Alex used command ::npc2 31 | Player rights = DEVELOPER	
[4/16/23 08:46PM] Alex used command ::update 200 | Player rights = DEVELOPER	
[4/16/23 09:01PM] Alex used command ::update 15 | Player rights = DEVELOPER	
[4/16/23 09:43PM] Alex used command ::bank | Player rights = DEVELOPER	
[4/16/23 09:44PM] Alex used command ::giveitem 15004 1 cameron | Player rights = DEVELOPER	
[4/16/23 09:45PM] Alex used command ::find bond | Player rights = DEVELOPER	
[4/16/23 09:45PM] Alex used command ::giveitem 23057 2 cameron | Player rights = DEVELOPER	
[4/16/23 09:45PM] Alex used command ::spawnvote | Player rights = DEVELOPER	
[4/17/23 09:53AM] Alex used command ::teleto you | Player rights = DEVELOPER	
[4/17/23 09:53AM] Alex used command ::youtube | Player rights = DEVELOPER	
[4/17/23 09:53AM] Alex used command ::teletome you | Player rights = DEVELOPER	
[4/17/23 09:56AM] Alex used command ::ipban the chins | Player rights = DEVELOPER	
[4/17/23 09:57AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/17/23 09:57AM] Alex used command ::teletome bulba | Player rights = DEVELOPER	
[4/17/23 10:08AM] Alex used command ::update 100 | Player rights = DEVELOPER	
[4/17/23 10:08AM] Alex used command ::update 900 | Player rights = DEVELOPER	
[4/17/23 10:29AM] Alex used command ::update 5 | Player rights = DEVELOPER	
[4/17/23 10:32AM] Alex used command ::pos | Player rights = DEVELOPER	
[4/17/23 10:37AM] Alex used command ::teleto fpk merk | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::find owner's | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::giveitem 22231 | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::giveitem 22231 1 fpk merk | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::checkinv fpk merk | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::checkbank fpk merk | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::item 10029 5 | Player rights = DEVELOPER	
[4/17/23 10:38AM] Alex used command ::giveitem 10029 500 fpk merk | Player rights = DEVELOPER	
[4/17/23 10:39AM] Alex used command ::checkbank fpk merk | Player rights = DEVELOPER	
[4/17/23 10:47AM] Alex used command ::fpk | Player rights = DEVELOPER	
[4/17/23 10:51AM] Alex used command ::fpk | Player rights = DEVELOPER	
[4/17/23 11:03AM] Alex used command ::yell ::meruem | Player rights = DEVELOPER	
[4/17/23 11:03AM] Alex used command ::spawnmeruem | Player rights = DEVELOPER	
[4/17/23 11:04AM] Alex used command ::spawnninetails | Player rights = DEVELOPER	
[4/17/23 11:04AM] Alex used command ::progression | Player rights = DEVELOPER	
[4/17/23 11:04AM] Alex used command ::yell ::ninetails | Player rights = DEVELOPER	
[4/17/23 11:04AM] Alex used command ::tasks | Player rights = DEVELOPER	
[4/17/23 11:05AM] Alex used command ::spawngolden | Player rights = DEVELOPER	
[4/17/23 11:05AM] Alex used command ::yell ::golden | Player rights = DEVELOPER	
