[4/18/23 06:09AM] Gekyume used command ::train | Player rights = PLAYER	
[4/21/23 09:33AM] Gekyume used command ::totem | Player rights = CLERIC_DONATOR	
[4/21/23 09:33AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 09:34AM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 09:34AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:35AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:46AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:48AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:56AM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 09:57AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:59AM] Gekyume used command ::yell anyone selling a 3x3? | Player rights = CLERIC_DONATOR	
[4/21/23 10:02AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 10:03AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:03AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:08AM] Gekyume used command ::yell 3x kc in my pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:10AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:13AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:15AM] Gekyume used command ::yell buying 3x3 | Player rights = CLERIC_DONATOR	
[4/21/23 10:16AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:20AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:23AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:26AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:32AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 10:32AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:33AM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 10:34AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:34AM] Gekyume used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 10:34AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:38AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:43AM] Gekyume used command ::yell selling 200$ in bonds | Player rights = CLERIC_DONATOR	
[4/21/23 10:43AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:46AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:53AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:59AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:00AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:02AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:03AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:04AM] Gekyume used command ::yell selling 200$ | Player rights = CLERIC_DONATOR	
[4/21/23 11:05AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:16AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:18AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:20AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:20AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:21AM] Gekyume used command ::yell selling agumon body | Player rights = CLERIC_DONATOR	
[4/21/23 11:21AM] Gekyume used command ::yell sale in my pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:21AM] Gekyume used command ::yell sale at my pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:22AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:22AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:24AM] Gekyume used command ::yell sale in my pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:31AM] Gekyume used command ::post | Player rights = CLERIC_DONATOR	
[4/21/23 11:32AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:32AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:33AM] Gekyume used command ::yell selling t6 auras and $$ | Player rights = CLERIC_DONATOR	
[4/21/23 11:33AM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:35AM] Gekyume used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:37AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:38AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:40AM] Gekyume used command ::yell selling agumon body | Player rights = CLERIC_DONATOR	
[4/21/23 11:40AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:41AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:42AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:51AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:53AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:54AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:02PM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:02PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:04PM] Gekyume used command ::yell pc trinity scroll? | Player rights = CLERIC_DONATOR	
[4/21/23 12:05PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:05PM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:08PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:08PM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:08PM] Gekyume used command ::yell selling trinity scroll | Player rights = CLERIC_DONATOR	
[4/21/23 12:10PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:13PM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:14PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:16PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:22PM] Gekyume used command ::yell pc sovereign scroll? | Player rights = CLERIC_DONATOR	
[4/21/23 12:24PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:28PM] Gekyume used command ::yell selling saiyan god gloves | Player rights = CLERIC_DONATOR	
[4/21/23 12:28PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:33PM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:34PM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 12:35PM] Gekyume used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 12:37PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:57PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:03PM] Gekyume used command ::vei | Player rights = CLERIC_DONATOR	
[4/21/23 01:03PM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 01:09PM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 01:09PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 01:12PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:18PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:32PM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:33PM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:35PM] Gekyume used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:36PM] Gekyume used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 11:38PM] Gekyume used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/21/23 11:38PM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 11:41PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:58PM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:03AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 12:06AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:10AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:19AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:24AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:32AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 12:34AM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 12:35AM] Gekyume used command ::meruem | Player rights = CLERIC_DONATOR	
[4/22/23 12:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:36AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:37AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:54AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 12:54AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:03AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 01:05AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:18AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:18AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:32AM] Gekyume used command ::veigar | Player rights = CLERIC_DONATOR	
[4/22/23 01:34AM] Gekyume used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/22/23 01:34AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:44AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:45AM] Gekyume used command ::vboss | Player rights = CLERIC_DONATOR	
[4/22/23 01:45AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:47AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 01:48AM] Gekyume used command ::reward 1 all | Player rights = CLERIC_DONATOR	
[4/22/23 01:48AM] Gekyume used command ::pos | Player rights = CLERIC_DONATOR	
[4/22/23 02:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:03AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:10AM] Gekyume used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/22/23 02:12AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:13AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:15AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:15AM] Gekyume used command ::yell anyone selling sovereign prayer? | Player rights = TORMENTED_DONATOR	
[4/22/23 02:19AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:24AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:26AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:27AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:28AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 02:33AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:34AM] Gekyume used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 02:35AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:36AM] Gekyume used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 02:37AM] Gekyume used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 02:39AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:39AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:42AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:51AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 02:59AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 03:03AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:03AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:12AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:18AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:26AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:27AM] Gekyume used command ::yell sale in my pos, lots of cheap starter gear | Player rights = TORMENTED_DONATOR	
[4/22/23 03:33AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 03:33AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:34AM] Gekyume used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 03:46AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:47AM] Gekyume used command ::yell pc demon bow 2.5m stats? | Player rights = TORMENTED_DONATOR	
[4/22/23 03:50AM] Gekyume used command ::home | Player rights = TORMENTED_DONATOR	
[4/22/23 03:50AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 03:51AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:02AM] Gekyume used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 04:03AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:05AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:21AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:27AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:32AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 04:33AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:34AM] Gekyume used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 04:35AM] Gekyume used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/22/23 04:35AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:36AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 04:38AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:11AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:33AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 05:33AM] Gekyume used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 05:34AM] Gekyume used command ::golden | Player rights = TORMENTED_DONATOR	
[4/22/23 05:36AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:37AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:39AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 05:52AM] Gekyume used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 05:57AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:01AM] Gekyume used command ::goku | Player rights = TORMENTED_DONATOR	
[4/22/23 06:02AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:02AM] Gekyume used command ::yell 48% dr pet 2m | Player rights = TORMENTED_DONATOR	
[4/22/23 06:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 06:18AM] Gekyume used command ::store | Player rights = TORMENTED_DONATOR	
[4/22/23 06:24AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:25AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:25AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 06:33AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 06:47AM] Gekyume used command ::yell selling 3x kc solar robe | Player rights = TORMENTED_DONATOR	
[4/22/23 06:49AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:04AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:09AM] Gekyume used command ::yell selling 2x kc  | Player rights = TORMENTED_DONATOR	
[4/22/23 07:11AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:13AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:17AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:20AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:23AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:28AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:32AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 07:33AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:34AM] Gekyume used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/22/23 07:36AM] Gekyume used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/22/23 07:41AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:44AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:57AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:57AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 07:58AM] Gekyume used command ::yell aoe demon bow in pos 3x3 | Player rights = TORMENTED_DONATOR	
[4/22/23 08:02AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:03AM] Gekyume used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/22/23 08:03AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
[4/22/23 08:04AM] Gekyume used command ::pos | Player rights = TORMENTED_DONATOR	
