[4/16/23 10:52AM] Rhiannon used command ::refer | Player rights = PLAYER	
[4/18/23 11:25AM] Rhiannon used command ::hom | Player rights = TORMENTED_DONATOR	
[4/18/23 11:25AM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 11:26AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:29AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:30AM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 11:31AM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 11:33AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:36AM] Rhiannon used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 11:39AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:41AM] Rhiannon used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 11:42AM] Rhiannon used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 11:42AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:42AM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 11:44AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:49AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 11:59AM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 12:00PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 12:03PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 12:10PM] Rhiannon used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 12:12PM] Rhiannon used command ::Home | Player rights = TORMENTED_DONATOR	
[4/18/23 12:15PM] Rhiannon used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/18/23 12:15PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 12:16PM] Rhiannon used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 12:17PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 12:25PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 12:29PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 12:40PM] Rhiannon used command ::dr | Player rights = TORMENTED_DONATOR	
[4/18/23 12:40PM] Rhiannon used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 12:41PM] Rhiannon used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 12:42PM] Rhiannon used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 12:43PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 12:49PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 12:51PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 01:01PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 01:05PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 01:11PM] Rhiannon used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 01:12PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 01:21PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 01:26PM] Rhiannon used command ::kills | Player rights = TORMENTED_DONATOR	
[4/18/23 01:29PM] Rhiannon used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 01:30PM] Rhiannon used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 01:38PM] Rhiannon used command ::Dr | Player rights = TORMENTED_DONATOR	
[4/18/23 01:40PM] Rhiannon used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 01:41PM] Rhiannon used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 01:41PM] Rhiannon used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 01:50PM] Rhiannon used command ::Home | Player rights = MYSTICAL_DONATOR	
[4/18/23 01:51PM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/18/23 01:51PM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/18/23 01:51PM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/18/23 01:52PM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/18/23 01:54PM] Rhiannon used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/18/23 02:02PM] Rhiannon used command ::Dropoff | Player rights = MYSTICAL_DONATOR	
[4/18/23 02:06PM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/18/23 02:11PM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/18/23 02:11PM] Rhiannon used command ::hom3 | Player rights = MYSTICAL_DONATOR	
[4/18/23 02:12PM] Rhiannon used command ::Home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:15AM] Rhiannon used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::voted | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::claimvote | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::commands | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:17AM] Rhiannon used command ::voted | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:18AM] Rhiannon used command ::reward 1 9 | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:18AM] Rhiannon used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:19AM] Rhiannon used command ::Voted | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:19AM] Rhiannon used command ::claimvote | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:19AM] Rhiannon used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:20AM] Rhiannon used command ::Reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:20AM] Rhiannon used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:25AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:28AM] Rhiannon used command ::Dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:30AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:30AM] Rhiannon used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:31AM] Rhiannon used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:32AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:34AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:41AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:43AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:45AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:46AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:48AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:49AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:51AM] Rhiannon used command ::Home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:55AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:58AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 04:59AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:01AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:04AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:04AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:05AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:05AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:07AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:08AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:15AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:18AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:20AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:34AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:35AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:35AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:35AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 05:52AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:03AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:05AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:05AM] Rhiannon used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:05AM] Rhiannon used command ::Home | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:07AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:08AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:11AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:19AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:23AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:24AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:26AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:29AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:33AM] Rhiannon used command ::store | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:34AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:35AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:35AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:36AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:46AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:49AM] Rhiannon used command ::killa | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:49AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:51AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:52AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:56AM] Rhiannon used command ::dre | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:56AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 06:56AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:04AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:04AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:05AM] Rhiannon used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:08AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:18AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:25AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:28AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:28AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:34AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:35AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:39AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:43AM] Rhiannon used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/23/23 07:54AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:00AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:04AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:04AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:05AM] Rhiannon used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:06AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:06AM] Rhiannon used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:09AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:16AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:19AM] Rhiannon used command ::collection | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:21AM] Rhiannon used command ::collection | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:22AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:22AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:27AM] Rhiannon used command ::Dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:34AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:35AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:35AM] Rhiannon used command ::Collection | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:39AM] Rhiannon used command ::Collection | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:39AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:42AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:50AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:52AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:54AM] Rhiannon used command ::Home | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:56AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:56AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 08:57AM] Rhiannon used command ::maxhit | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:01AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:02AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:04AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:05AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:36AM] Rhiannon used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:36AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Rhiannon used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:37AM] Rhiannon used command ::meruem | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Rhiannon used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Rhiannon used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:38AM] Rhiannon used command ::reward 1 all | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:44AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:55AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:56AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:56AM] Rhiannon used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:57AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 09:58AM] Rhiannon used command ::Dropoff | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:00AM] Rhiannon used command ::ills | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:00AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:09AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:10AM] Rhiannon used command ::dr | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:15AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:17AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:18AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:24AM] Rhiannon used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:26AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:36AM] Rhiannon used command ::kills | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:52AM] Rhiannon used command ::voteboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:54AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:55AM] Rhiannon used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:55AM] Rhiannon used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/23/23 10:56AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:24AM] Rhiannon used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:25AM] Rhiannon used command ::home | Player rights = MYSTICAL_DONATOR	
[4/23/23 11:31AM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 11:32AM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/23/23 11:38AM] Rhiannon used command ::yell keep voting guys Suh will double the next vboss! | Player rights = HELPER	
[4/23/23 11:44AM] Rhiannon used command ::voteboss | Player rights = HELPER	
[4/23/23 11:53AM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 11:54AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/23/23 11:55AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/23/23 11:55AM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 11:59AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/23/23 11:59AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/23/23 11:59AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/23/23 12:00PM] Rhiannon used command ::golden | Player rights = HELPER	
[4/23/23 12:00PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/23/23 12:00PM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/23/23 12:05PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/23/23 12:05PM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 12:05PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/23/23 12:06PM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 12:08PM] Rhiannon used command ::Dr | Player rights = HELPER	
[4/23/23 12:12PM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/23/23 12:17PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/23/23 12:31PM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/23/23 12:31PM] Rhiannon used command ::yell ::veigar ::ninetails ::meruem ::golden | Player rights = HELPER	
[4/23/23 12:32PM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/23/23 12:32PM] Rhiannon used command ::dropoff | Player rights = HELPER	
[4/23/23 12:33PM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/23/23 12:34PM] Rhiannon used command ::golden | Player rights = HELPER	
[4/23/23 12:36PM] Rhiannon used command ::home | Player rights = HELPER	
[4/23/23 12:36PM] Rhiannon used command ::dr | Player rights = HELPER	
[4/23/23 12:43PM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 04:33AM] Rhiannon used command ::kills | Player rights = HELPER	
[4/26/23 05:24AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 05:25AM] Rhiannon used command ::vote | Player rights = HELPER	
[4/26/23 05:26AM] Rhiannon used command ::reward 1 all | Player rights = HELPER	
[4/26/23 05:26AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 05:28AM] Rhiannon used command ::Dropoff | Player rights = HELPER	
[4/26/23 05:32AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 05:32AM] Rhiannon used command ::kills | Player rights = HELPER	
[4/26/23 05:35AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 05:36AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 05:36AM] Rhiannon used command ::yell keep voting guys! | Player rights = HELPER	
[4/26/23 05:37AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 05:39AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 05:40AM] Rhiannon used command ::bpass | Player rights = HELPER	
[4/26/23 05:40AM] Rhiannon used command ::battlepass | Player rights = HELPER	
[4/26/23 05:40AM] Rhiannon used command ::seasonpass | Player rights = HELPER	
[4/26/23 05:41AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 06:07AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 06:08AM] Rhiannon used command ::red12x | Player rights = HELPER	
[4/26/23 06:08AM] Rhiannon used command ::golden | Player rights = HELPER	
[4/26/23 06:11AM] Rhiannon used command ::yell if you do ::pickaxe it will spawn a pickaxe for afking | Player rights = HELPER	
[4/26/23 06:12AM] Rhiannon used command ::home | Player rights = HELPER	
[4/26/23 06:13AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:15AM] Rhiannon used command ::raids | Player rights = HELPER	
[4/26/23 06:16AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:16AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:16AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:16AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:17AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:17AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:18AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:19AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:19AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:19AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:19AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:34AM] Rhiannon used command ::pickaxe | Player rights = HELPER	
[4/26/23 06:34AM] Rhiannon used command ::yell keep voting homies | Player rights = HELPER	
[4/26/23 06:36AM] Rhiannon used command ::yell were 13 votes off the epic vote boss guys | Player rights = HELPER	
[4/26/23 06:36AM] Rhiannon used command ::yell keep voting :) | Player rights = HELPER	
[4/26/23 06:37AM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 06:38AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:38AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:40AM] Rhiannon used command ::raids | Player rights = HELPER	
[4/26/23 06:52AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 06:59AM] Rhiannon used command ::yell dont forget to vote folks | Player rights = HELPER	
[4/26/23 06:59AM] Rhiannon used command ::vboss | Player rights = HELPER	
[4/26/23 07:00AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:05AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 07:05AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 07:05AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 07:06AM] Rhiannon used command ::dr | Player rights = HELPER	
[4/26/23 07:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 07:07AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 07:08AM] Rhiannon used command ::teletome burton | Player rights = HELPER	
[4/26/23 07:09AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:14AM] Rhiannon used command ::teletome burton | Player rights = HELPER	
[4/26/23 07:22AM] Rhiannon used command ::yell keep voting guys | Player rights = HELPER	
[4/26/23 07:24AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:31AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:35AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 07:36AM] Rhiannon used command ::yell really close to voteboss guys lets go | Player rights = HELPER	
[4/26/23 07:36AM] Rhiannon used command ::Vboss | Player rights = HELPER	
[4/26/23 07:38AM] Rhiannon used command ::teletome oblivion | Player rights = HELPER	
[4/26/23 07:42AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:43AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:48AM] Rhiannon used command ::kick oblivion | Player rights = HELPER	
[4/26/23 07:52AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 07:57AM] Rhiannon used command ::yell keep voting guyssssssssss | Player rights = HELPER	
[4/26/23 07:58AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 08:00AM] Rhiannon used command ::yell keep voting guys :) | Player rights = HELPER	
[4/26/23 08:03AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 08:03AM] Rhiannon used command ::Veigar | Player rights = HELPER	
[4/26/23 08:04AM] Rhiannon used command ::teletome oblivion | Player rights = HELPER	
[4/26/23 08:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
[4/26/23 08:08AM] Rhiannon used command ::meruem | Player rights = HELPER	
[4/26/23 08:10AM] Rhiannon used command ::teleto redx12 | Player rights = HELPER	
[4/26/23 08:14AM] Rhiannon used command ::yell KEEEEP VOTING GUYS | Player rights = HELPER	
[4/26/23 08:15AM] Rhiannon used command ::kick romlun | Player rights = HELPER	
[4/26/23 08:25AM] Rhiannon used command ::yell keep voting guys | Player rights = HELPER	
[4/26/23 08:31AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 08:32AM] Rhiannon used command ::yell keeeeeeeeep voting folks | Player rights = HELPER	
[4/26/23 08:44AM] Rhiannon used command ::raids | Player rights = HELPER	
[4/26/23 08:48AM] Rhiannon used command ::yell keep voting guys | Player rights = HELPER	
[4/26/23 08:56AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 08:56AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 09:03AM] Rhiannon used command ::veigar | Player rights = HELPER	
[4/26/23 09:03AM] Rhiannon used command ::kick milner | Player rights = HELPER	
[4/26/23 09:03AM] Rhiannon used command ::bank | Player rights = HELPER	
[4/26/23 09:06AM] Rhiannon used command ::ninetails | Player rights = HELPER	
