[4/17/23 04:57PM] Nadez used command ::home | Player rights = PLAYER	
[4/19/23 06:18PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:38PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 06:38PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 06:42PM] Nadez used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 06:44PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 06:45PM] Nadez used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 06:46PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 06:46PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 06:48PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:01PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:01PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:02PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:03PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:05PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:10PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:13PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:14PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 07:15PM] Nadez used command ::mereum | Player rights = TORMENTED_DONATOR	
[4/19/23 07:17PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:17PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:19PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:21PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:22PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:23PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:23PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:23PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:24PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:24PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:25PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:27PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:27PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:36PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:37PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:39PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:39PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:39PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:43PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 07:44PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 07:47PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:49PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 07:52PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 07:58PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:02PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:05PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:06PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:11PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:11PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:11PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:13PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 08:14PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 08:14PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 08:15PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 08:17PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 08:18PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:19PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 08:20PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:22PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:23PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 08:23PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 08:27PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:26AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:36AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:39AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:41AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:48AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 04:49AM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 04:52AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 04:53AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:53AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 04:57AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:58AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:59AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:00AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:00AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:01AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:03AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:05AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:06AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:06AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:08AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:09AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:09AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:10AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:11AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:12AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:13AM] Nadez used command ::commands | Player rights = TORMENTED_DONATOR	
[4/20/23 05:15AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:16AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:17AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:18AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19AM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19AM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:21AM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 05:22AM] Nadez used command ::mereum | Player rights = TORMENTED_DONATOR	
[4/20/23 05:24AM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:25AM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:09PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:11PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:11PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:12PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:13PM] Nadez used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 12:14PM] Nadez used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/20/23 12:15PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:15PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:15PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:15PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:16PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:16PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:17PM] Nadez used command ::yell 46/50 vboss, lets get those drops! | Player rights = TORMENTED_DONATOR	
[4/20/23 12:18PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:19PM] Nadez used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 12:19PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 12:20PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 12:21PM] Nadez used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 12:22PM] Nadez used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 12:24PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:25PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:27PM] Nadez used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/20/23 12:28PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:29PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:29PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:30PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:30PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:32PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:32PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:38PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:38PM] Nadez used command ::collection | Player rights = TORMENTED_DONATOR	
[4/20/23 12:39PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:40PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:41PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:41PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:42PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:43PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:44PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:45PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:46PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:47PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:49PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:49PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 12:50PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:52PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:52PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:53PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:54PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:54PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:55PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:57PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:57PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:59PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 04:58PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 04:59PM] Nadez used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/20/23 04:59PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:01PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:02PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:03PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:03PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:05PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:06PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:07PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:08PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:10PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:10PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:12PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:12PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:13PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:13PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:18PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:19PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:20PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 05:21PM] Nadez used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 05:22PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:23PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:24PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:26PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:27PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:30PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:31PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:32PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:34PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:35PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:35PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:36PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 05:38PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 05:39PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:43PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 05:49PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 05:51PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 06:19PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 06:20PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 06:21PM] Nadez used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 06:23PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 06:32PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:32PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:40PM] Nadez used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 06:40PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 06:44PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:47PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:49PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 06:49PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:52PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 06:53PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 06:53PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:01PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:01PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 07:19PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 07:20PM] Nadez used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 07:21PM] Nadez used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 07:24PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 07:25PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:29PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:29PM] Nadez used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 07:31PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 07:35PM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 07:42PM] Nadez used command ::vote | Player rights = TORMENTED_DONATOR	
[4/20/23 07:49PM] Nadez used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 07:51PM] Nadez used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 04:40AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 04:40AM] Nadez used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/21/23 04:47AM] Nadez used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/21/23 04:48AM] Nadez used command ::collection | Player rights = TORMENTED_DONATOR	
[4/21/23 04:51AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 04:51AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 04:52AM] Nadez used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/21/23 04:53AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 04:54AM] Nadez used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 05:02AM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:05AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:32AM] Nadez used command ::Veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:34AM] Nadez used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:34AM] Nadez used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:35AM] Nadez used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:36AM] Nadez used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:37AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::stats | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::commands | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::itemstats | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::itemstats | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::item | Player rights = MYSTICAL_DONATOR	
[4/21/23 05:52AM] Nadez used command ::stats | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:02AM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:04AM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:05AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:14AM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:17AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:21AM] Nadez used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:21AM] Nadez used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:22AM] Nadez used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:22AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:22AM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:23AM] Nadez used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:23AM] Nadez used command ::elo | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:30AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:38AM] Nadez used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:39AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:39AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 06:45AM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:58AM] Nadez used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 11:59AM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:03PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:04PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:04PM] Nadez used command ::vote | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:05PM] Nadez used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:14PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:16PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:17PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:19PM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:21PM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:32PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:34PM] Nadez used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:35PM] Nadez used command ::mereum | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:36PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:37PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:38PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 12:38PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:02PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:03PM] Nadez used command ::yell 42/50 for double vboss spawn, lets make it happen fellas | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:05PM] Nadez used command ::vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:06PM] Nadez used command ::yell 45/50 for vboss guys, lets get some loot | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:12PM] Nadez used command ::setyellhex ff000c | Player rights = MYSTICAL_DONATOR	
[4/21/23 01:12PM] Nadez used command ::yell gl fellas | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:30PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:31PM] Nadez used command ::dropoff | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:32PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:32PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:33PM] Nadez used command ::ninetails | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:34PM] Nadez used command ::mereum | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:34PM] Nadez used command ::mereum | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:35PM] Nadez used command ::golden | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:35PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:39PM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:39PM] Nadez used command ::pos | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:40PM] Nadez used command ::train | Player rights = MYSTICAL_DONATOR	
[4/21/23 02:40PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:03PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:04PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:04PM] Nadez used command ::veigar | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:05PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:06PM] Nadez used command ::Vboss | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:07PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:16PM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
[4/21/23 03:17PM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:45AM] Nadez used command ::bank | Player rights = MYSTICAL_DONATOR	
[4/22/23 07:45AM] Nadez used command ::home | Player rights = MYSTICAL_DONATOR	
