[4/16/23 05:51PM] Winter used command ::bank | Player rights = PLAYER	
[4/18/23 02:05PM] Winter used command ::coll | Player rights = CLERIC_DONATOR	
[4/18/23 02:06PM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/18/23 02:10PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 02:11PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 02:19PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:48PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 03:51PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:51PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 03:54PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:11PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 04:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:16PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:16PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:17PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:19PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:20PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:23PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 04:23PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:25PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:26PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 04:26PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:31PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/18/23 04:32PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 04:32PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:40PM] Winter used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/18/23 04:41PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 04:41PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 04:42PM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 04:42PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 04:43PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:43PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:52PM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/18/23 04:53PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 04:55PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 04:56PM] Winter used command ::buff | Player rights = CLERIC_DONATOR	
[4/18/23 04:56PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 04:58PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 04:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:03PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:03PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:05PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 05:08PM] Winter used command ::vboss::Tasks | Player rights = CLERIC_DONATOR	
[4/18/23 05:09PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/18/23 05:11PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 05:26PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 05:27PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:29PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 05:29PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:29PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:30PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 05:30PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 05:32PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 05:33PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:33PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:35PM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 05:35PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:40PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:40PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 05:40PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 05:40PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 05:41PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 05:43PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 05:43PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:47PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 05:52PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:53PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 05:54PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:02PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:11PM] Winter used command ::Veigar | Player rights = CLERIC_DONATOR	
[4/18/23 06:18PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 06:20PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/18/23 06:20PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/18/23 06:20PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 06:41PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 06:42PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:43PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 06:45PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 06:48PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:51PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:55PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:58PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 06:59PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/18/23 06:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:01PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:01PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 07:02PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:02PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:06PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:07PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:07PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:11PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 07:14PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:17PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:42PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 07:43PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 07:44PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:44PM] Winter used command ::golden::golden | Player rights = CLERIC_DONATOR	
[4/18/23 07:44PM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/18/23 07:45PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:46PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:51PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:52PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 07:52PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:00PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 08:08PM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/18/23 08:09PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/18/23 08:11PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 08:12PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:41PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/18/23 08:41PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/18/23 08:43PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/18/23 08:45PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/18/23 08:53PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/18/23 08:54PM] Winter used command ::afk | Player rights = CLERIC_DONATOR	
[4/19/23 07:47AM] Winter used command ::afk | Player rights = CLERIC_DONATOR	
[4/19/23 04:06PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 04:06PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:10PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/19/23 04:10PM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/19/23 04:11PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/19/23 04:13PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 04:14PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 04:23PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:23PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:23PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:24PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:25PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:26PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:27PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:27PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:27PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 04:43PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 04:44PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:44PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:44PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:46PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/19/23 04:47PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:47PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:47PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:47PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:48PM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/19/23 04:48PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 04:48PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 04:48PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:49PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:54PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 04:57PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:01PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 05:02PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:03PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:07PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:13PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 05:14PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 05:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:15PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/19/23 05:16PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:16PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:17PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 05:24PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:24PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:26PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/19/23 05:34PM] Winter used command ::Taasks | Player rights = CLERIC_DONATOR	
[4/19/23 05:34PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/19/23 05:35PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 05:36PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:37PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:39PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:39PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:40PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:42PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:43PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 05:44PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/19/23 05:44PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:45PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:45PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 05:56PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 05:58PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:58PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 05:59PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:04PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:04PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:04PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:04PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 06:05PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:05PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:14PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 06:15PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/19/23 06:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:16PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:16PM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/19/23 06:17PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:17PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:18PM] Winter used command ::donate | Player rights = CLERIC_DONATOR	
[4/19/23 06:26PM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/19/23 06:27PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 06:39PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:42PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/19/23 06:44PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/19/23 06:45PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/19/23 06:46PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:46PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/19/23 06:46PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 06:47PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/19/23 07:28PM] Winter used command ::afk | Player rights = CLERIC_DONATOR	
[4/20/23 12:35PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 12:36PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 12:43PM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 12:49PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 12:50PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:07PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:12PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 01:12PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:12PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:14PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:14PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:15PM] Winter used command ::perks | Player rights = CLERIC_DONATOR	
[4/20/23 01:19PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 01:20PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:20PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 01:21PM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/20/23 01:30PM] Winter used command ::vbos | Player rights = CLERIC_DONATOR	
[4/20/23 01:30PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/20/23 01:30PM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/20/23 01:31PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 01:35PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:35PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:35PM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/20/23 01:35PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:37PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:37PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:38PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:38PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 01:39PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:39PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 01:49PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 01:51PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 01:52PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:15PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:18PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/20/23 02:19PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/20/23 02:20PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:21PM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/20/23 02:22PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:33PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/20/23 02:36PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 09:02AM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 09:03AM] Winter used command ::vote | Player rights = CLERIC_DONATOR	
[4/21/23 09:03AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:05AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:15AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:21AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:24AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:30AM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 09:30AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:30AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:31AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:32AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:37AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:39AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:40AM] Winter used command ::rewards 1 all | Player rights = CLERIC_DONATOR	
[4/21/23 09:53AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:53AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:54AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:54AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:55AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 09:55AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:03AM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 10:04AM] Winter used command ::tasks | Player rights = CLERIC_DONATOR	
[4/21/23 10:05AM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 10:07AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:09AM] Winter used command ::bank | Player rights = CLERIC_DONATOR	
[4/21/23 10:09AM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 10:21AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:21AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:21AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:22AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:22AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:24AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:25AM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 10:30AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:31AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:33AM] Winter used command ::vegiar | Player rights = CLERIC_DONATOR	
[4/21/23 10:33AM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 10:33AM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 10:34AM] Winter used command ::meruem | Player rights = CLERIC_DONATOR	
[4/21/23 10:35AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 10:36AM] Winter used command ::coll | Player rights = CLERIC_DONATOR	
[4/21/23 10:36AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 10:37AM] Winter used command ::collectio | Player rights = CLERIC_DONATOR	
[4/21/23 10:37AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 10:49AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 10:57AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:00AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:08AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:16AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:25AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:33AM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 11:33AM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:34AM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:34AM] Winter used command ::ninetails | Player rights = CLERIC_DONATOR	
[4/21/23 11:34AM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:35AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:35AM] Winter used command ::golden | Player rights = CLERIC_DONATOR	
[4/21/23 11:37AM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 11:45AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 11:50AM] Winter used command ::collection | Player rights = CLERIC_DONATOR	
[4/21/23 12:00PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:03PM] Winter used command ::veigar | Player rights = CLERIC_DONATOR	
[4/21/23 12:03PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:04PM] Winter used command ::pos | Player rights = CLERIC_DONATOR	
[4/21/23 12:04PM] Winter used command ::home | Player rights = CLERIC_DONATOR	
[4/21/23 12:05PM] Winter used command ::vobss | Player rights = CLERIC_DONATOR	
[4/21/23 12:06PM] Winter used command ::vboss | Player rights = CLERIC_DONATOR	
[4/21/23 12:10PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 12:10PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 12:13PM] Winter used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/21/23 12:14PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 12:14PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 01:45PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 02:03PM] Winter used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/21/23 02:03PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 02:03PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 02:14PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
[4/21/23 02:14PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 02:20PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 02:20PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 02:21PM] Winter used command ::home | Player rights = TORMENTED_DONATOR	
[4/21/23 02:22PM] Winter used command ::pos | Player rights = TORMENTED_DONATOR	
