[4/15/23 08:01PM] Immortal used command ::ref walkchaos | Player rights = PLAYER	
[4/18/23 01:40AM] Immortal used command ::totem | Player rights = TORMENTED_DONATOR	
[4/18/23 01:40AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 01:41AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 01:41AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 01:42AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 01:47AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 01:50AM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 02:01AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:04AM] Immortal used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/18/23 02:05AM] Immortal used command ::Home | Player rights = TORMENTED_DONATOR	
[4/18/23 02:05AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:05AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:06AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:08AM] Immortal used command ::Reward 1 all | Player rights = TORMENTED_DONATOR	
[4/18/23 02:09AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:10AM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 02:12AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:13AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:14AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:16AM] Immortal used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/18/23 02:16AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:17AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:17AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:19AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:20AM] Immortal used command ::Home | Player rights = TORMENTED_DONATOR	
[4/18/23 02:22AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:25AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:26AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:30AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:33AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:34AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:35AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:36AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:36AM] Immortal used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/18/23 02:38AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:39AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:41AM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 02:41AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:41AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 02:42AM] Immortal used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/18/23 02:43AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 02:44AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:44AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:44AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:47AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:48AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:49AM] Immortal used command ::Home | Player rights = TORMENTED_DONATOR	
[4/18/23 02:49AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:49AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:56AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 02:57AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 02:59AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:03AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:03AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:03AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:03AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:09AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:11AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:11AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 03:14AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:14AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:21AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:21AM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 03:23AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:23AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:24AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:27AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:29AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:39AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:41AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 03:41AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:42AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 03:43AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:43AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:44AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:51AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:57AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 03:57AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 03:57AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 04:05AM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/18/23 04:08AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:11AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:11AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 04:11AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 04:31AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:42AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 04:43AM] Immortal used command :::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 04:43AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 04:44AM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 04:44AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:47AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:51AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:59AM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/18/23 05:00AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:22AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 09:29AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 12:24PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 04:41PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 04:42PM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 04:43PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:54PM] Immortal used command ::Vote | Player rights = TORMENTED_DONATOR	
[4/18/23 04:54PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Immortal used command ::Voteboss | Player rights = TORMENTED_DONATOR	
[4/18/23 04:55PM] Immortal used command ::Vboss | Player rights = TORMENTED_DONATOR	
[4/18/23 04:57PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:11PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 05:12PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:18PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:20PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 05:20PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 05:22PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 10:11PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 10:42PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 10:42PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:43PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 10:45PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 10:45PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:45PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 10:46PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/18/23 10:48PM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 10:49PM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/18/23 10:51PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:51PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:53PM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/18/23 10:54PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 10:56PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:05PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 11:05PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:05PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:06PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 11:11PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:14PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:18PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:19PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:20PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:22PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:24PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:27PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:29PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:29PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:33PM] Immortal used command ::vote | Player rights = TORMENTED_DONATOR	
[4/18/23 11:35PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 11:35PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:35PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:36PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:36PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:36PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/18/23 11:36PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:37PM] Immortal used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/18/23 11:38PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/18/23 11:38PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:39PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:40PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:41PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:43PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/18/23 11:49PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:49PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:55PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/18/23 11:58PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:03AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:04AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:05AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 12:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:06AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:06AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:06AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:10AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:11AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:12AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:12AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:12AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:15AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:18AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:19AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:20AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:20AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:21AM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/19/23 12:21AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:21AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:21AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:22AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:23AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:24AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:24AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:24AM] Immortal used command ::empty | Player rights = TORMENTED_DONATOR	
[4/19/23 12:24AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25AM] Immortal used command ::empty | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25AM] Immortal used command ::empty | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25AM] Immortal used command ::empty | Player rights = TORMENTED_DONATOR	
[4/19/23 12:25AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:26AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:26AM] Immortal used command ::Empty | Player rights = TORMENTED_DONATOR	
[4/19/23 12:26AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:26AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:27AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 12:28AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:46AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 12:47AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 12:52AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 01:39AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:39AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:40AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:41AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 01:41AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 01:42AM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/19/23 07:55AM] Immortal used command ::dropoff | Player rights = PLAYER	
[4/19/23 07:55AM] Immortal used command ::ref walkchaos | Player rights = PLAYER	
[4/19/23 08:41AM] Immortal used command ::pos | Player rights = PLAYER	
[4/19/23 09:11AM] Immortal used command ::bank | Player rights = PLAYER	
[4/19/23 12:18PM] Immortal used command ::golden | Player rights = PLAYER	
[4/19/23 12:57PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 10:59PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:02PM] Immortal used command ::dropoff | Player rights = TORMENTED_DONATOR	
[4/19/23 11:06PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:06PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:07PM] Immortal used command ::empty | Player rights = TORMENTED_DONATOR	
[4/19/23 11:07PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:09PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:12PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:13PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:15PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:19PM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:21PM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/19/23 11:21PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:23PM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/19/23 11:25PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:26PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:48PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:49PM] Immortal used command ::Veigar | Player rights = TORMENTED_DONATOR	
[4/19/23 11:51PM] Immortal used command ::vote | Player rights = TORMENTED_DONATOR	
[4/19/23 11:52PM] Immortal used command ::reward 1 all | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/19/23 11:53PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/19/23 11:57PM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:01AM] Immortal used command ::home | Player rights = TORMENTED_DONATOR	
[4/20/23 12:01AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:02AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:04AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:04AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:07AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:07AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:08AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:10AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:10AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:11AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:14AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:19AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 12:21AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 12:23AM] Immortal used command ::golden | Player rights = TORMENTED_DONATOR	
[4/20/23 12:25AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:25AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:25AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:35AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:36AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:37AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:41AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:41AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:43AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:45AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:46AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:49AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 12:52AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:53AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:55AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 12:56AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:57AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 12:58AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:04AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:04AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:09AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:10AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:15AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:15AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:16AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:18AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:19AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:19AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:21AM] Immortal used command ::ninetails | Player rights = TORMENTED_DONATOR	
[4/20/23 01:21AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:23AM] Immortal used command ::meruem | Player rights = TORMENTED_DONATOR	
[4/20/23 01:24AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:24AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:25AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:28AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:29AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:33AM] Immortal used command ::donate | Player rights = TORMENTED_DONATOR	
[4/20/23 01:37AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:42AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:43AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:47AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:49AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:49AM] Immortal used command ::veigar | Player rights = TORMENTED_DONATOR	
[4/20/23 01:50AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:53AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 01:54AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 01:58AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:00AM] Immortal used command ::vboss | Player rights = TORMENTED_DONATOR	
[4/20/23 02:01AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:05AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
[4/20/23 02:06AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:06AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:06AM] Immortal used command ::bank | Player rights = TORMENTED_DONATOR	
[4/20/23 02:06AM] Immortal used command ::pos | Player rights = TORMENTED_DONATOR	
