[4/15/23 08:29AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
[4/15/23 08:32AM] DEFAULT|2224,3758,0|Said: Walky trying to trade ya brother	
[4/15/23 08:32AM] DEFAULT|2224,3758,0|Said: Big fff	
[4/15/23 08:35AM] DEFAULT|2224,3760,0|Said: Your hideing trades	
[4/15/23 08:36AM] DEFAULT|2225,3760,0|Said: Man i been trying to get traded for 5 min	
[4/15/23 09:39AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
[4/15/23 09:40AM] Receiving item from trade with Walkchaos Id: 10029, amount: 1	
[4/16/23 02:44AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:44AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:44AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:46AM] Picked up gr.Item Coin, amount: 9000	
[4/16/23 02:46AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:46AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:46AM] Picked up gr.Item Lava bones, amount: 12	
[4/16/23 02:46AM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 02:47AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:47AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:47AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:47AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:47AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:47AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:48AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:48AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:48AM] Picked up gr.Item Coin, amount: 13500	
[4/16/23 02:48AM] Picked up gr.Item Lava bones, amount: 13	
[4/16/23 02:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:48AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:48AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:49AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:49AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:49AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:49AM] Picked up gr.Item Lava bones, amount: 11	
[4/16/23 02:50AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:50AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:50AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:50AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:50AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:50AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:51AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:51AM] Picked up gr.Item Coin, amount: 13500	
[4/16/23 02:51AM] Picked up gr.Item Lava bones, amount: 14	
[4/16/23 02:51AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 02:52AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:52AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:52AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:52AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:53AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:53AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:53AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:53AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:54AM] Picked up gr.Item Patience body, amount: 1	
[4/16/23 02:55AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:55AM] Picked up gr.Item Lava bones, amount: 5	
[4/16/23 02:55AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:55AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:55AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:55AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:55AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:57AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:57AM] Picked up gr.Item Coin, amount: 7500	
[4/16/23 02:57AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 02:58AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 6	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 02:59AM] Picked up gr.Item Coin, amount: 4500	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 7	
[4/16/23 02:59AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:00AM] Picked up gr.Item Lava bones, amount: 3	
[4/16/23 03:00AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:00AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/16/23 03:00AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:00AM] Picked up gr.Item Lava bones, amount: 4	
[4/16/23 03:00AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 03:01AM] Picked up gr.Item Coin, amount: 3000	
[4/16/23 03:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:01AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:01AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:01AM] Picked up gr.Item Coin, amount: 1500	
[4/16/23 03:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:10AM] Player bought 2023 x 27 from A Fatality's pos shop for 540 Billions	
[4/16/23 03:11AM] Player bought 2023 x 300 from A Fatality's pos shop for 6000 Billions	
[4/16/23 03:11AM] Player bought 2023 x 155 from A Fatality's pos shop for 3100 Billions	
[4/16/23 03:26AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:27AM] Picked up gr.Item Coin, amount: 2000	
[4/16/23 03:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/16/23 03:27AM] Picked up gr.Item Coin, amount: 6000	
[4/16/23 03:43AM] VBOSS|2981,2773,0|Said: Upvote the suggestion to fix globals	
[4/16/23 08:48AM] Login. ip: 14.137.26.28, mac: Default string20210316074501.000000+780, uuid: 00-FF-32-9A-30-4E	
