[4/20/23 07:35AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/20/23 07:35AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/22/23 12:04PM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 12:09PM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 12:11PM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 12:11PM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 12:12PM] Picked up gr.Item Lava bones, amount: 200	
[4/22/23 12:12PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/22/23 12:13PM] Picked up gr.Item Lava bones, amount: 200	
[4/22/23 12:13PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/22/23 12:14PM] Picked up gr.Item Lava bones, amount: 600	
[4/22/23 12:14PM] Picked up gr.Item $1 Scroll, amount: 4	
[4/22/23 12:14PM] Picked up gr.Item Lava bones, amount: 600	
[4/22/23 12:14PM] Picked up gr.Item $1 Scroll, amount: 4	
[4/22/23 12:15PM] Receiving item from trade with V1 Id: 10946, amount: 8	
[4/22/23 12:15PM] Receiving item from trade with V1 Id: 995, amount: 25432048	
[4/22/23 12:16PM] Gave item in trade to Blind Shit. Id: 10946, amount: 20	
[4/22/23 12:16PM] Gave item in trade to Blind Shit. Id: 995, amount: 64501829	
[4/22/23 01:31PM] Picked up gr.Item $1 Scroll, amount: 10	
[4/22/23 01:31PM] Picked up gr.Item Vote scroll, amount: 6	
[4/22/23 01:33PM] Picked up gr.Item Lava bones, amount: 50	
[4/22/23 01:34PM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 01:35PM] Gave item in trade to Blind Shit. Id: 23020, amount: 6	
[4/22/23 01:35PM] Gave item in trade to Blind Shit. Id: 10946, amount: 10	
[4/22/23 01:39PM] Receiving item from trade with Blind Shit Id: 23020, amount: 99	
[4/22/23 08:34PM] Picked up gr.Item Lava bones, amount: 80	
[4/22/23 08:35PM] Picked up gr.Item Lava bones, amount: 200	
[4/22/23 08:35PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/22/23 08:35PM] Picked up gr.Item Lava bones, amount: 600	
[4/22/23 08:35PM] Picked up gr.Item $1 Scroll, amount: 4	
[4/23/23 06:25AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/23/23 09:39AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/23/23 09:43AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 09:43AM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 09:44AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 09:44AM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 10:09AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/23/23 10:53AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 10:53AM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 11:58AM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/23/23 11:59AM] Picked up gr.Item Coin, amount: 1950615	
[4/23/23 11:59AM] Picked up gr.Item Lava bones, amount: 25	
[4/23/23 12:00PM] Picked up gr.Item Lava bones, amount: 300	
[4/23/23 12:00PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/23/23 12:02PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 12:02PM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 12:03PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 12:03PM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 12:04PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/23/23 12:04PM] Picked up gr.Item Vote scroll, amount: 3	
[4/23/23 12:06PM] Picked up gr.Item Lava bones, amount: 200	
[4/23/23 12:06PM] Picked up gr.Item $1 Scroll, amount: 2	
[4/23/23 12:08PM] Receiving item from trade with V1 Id: 23020, amount: 18	
[4/23/23 12:08PM] Receiving item from trade with V1 Id: 10946, amount: 40	
[4/23/23 12:08PM] Receiving item from trade with V1 Id: 995, amount: 22677999	
[4/23/23 12:09PM] Gave item in trade to Blind Shit. Id: 10946, amount: 80	
[4/23/23 12:09PM] Gave item in trade to Blind Shit. Id: 995, amount: 41265246	
[4/23/23 12:09PM] Gave item in trade to Blind Shit. Id: 23020, amount: 135	
[4/23/23 12:31PM] Login. ip: 79.177.107.75, mac: 20210101014922.000000+120, uuid: 2C-FD-A1-73-83-5E	
[4/23/23 12:32PM] Picked up gr.Item Coin, amount: 1155279	
[4/23/23 12:32PM] Picked up gr.Item Lava bones, amount: 25	
[4/23/23 12:33PM] Picked up gr.Item Coin, amount: 4053161	
[4/23/23 12:33PM] Picked up gr.Item Lava bones, amount: 40	
[4/23/23 12:35PM] Picked up gr.Item Lava bones, amount: 100	
[4/23/23 12:35PM] Picked up gr.Item $1 Scroll, amount: 1	
