[4/20/23 01:52PM] Login. ip: 79.251.19.54, mac: 20230223005419.000000+060, uuid: B0-A7-B9-A7-95-20	
[4/25/23 06:30PM] Login. ip: 84.151.148.24, mac: 20230223005419.000000+060, uuid: B0-A7-B9-A7-95-20	
[4/25/23 06:32PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 07:50PM] Has just redeemed a Donator rank ticket successfully!	
[4/25/23 07:50PM] Login. ip: 84.151.148.24, mac: 20230223005419.000000+060, uuid: B0-A7-B9-A7-95-20	
[4/25/23 07:52PM] Picked up gr.Item Coin, amount: 16500	
[4/25/23 07:52PM] Picked up gr.Item Lava bones, amount: 11	
[4/25/23 07:52PM] Picked up gr.Item Coin, amount: 18000	
[4/25/23 07:52PM] Picked up gr.Item Lava bones, amount: 12	
[4/25/23 07:53PM] Has just redeemed a $1 Scroll successfully!	
[4/25/23 07:54PM] Picked up gr.Item Coin, amount: 16500	
[4/25/23 07:54PM] Picked up gr.Item Lava bones, amount: 11	
[4/25/23 07:54PM] Picked up gr.Item Coin, amount: 15000	
[4/25/23 07:54PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:55PM] Picked up gr.Item Coin, amount: 15000	
[4/25/23 07:55PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:55PM] Picked up gr.Item Mystic book, amount: 1	
[4/25/23 07:55PM] Picked up gr.Item Coin, amount: 15000	
[4/25/23 07:55PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:57PM] Picked up gr.Item Coin, amount: 15000	
[4/25/23 07:57PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:57PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 07:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 07:57PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 07:57PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 07:58PM] Picked up gr.Item Coin, amount: 13500	
[4/25/23 07:58PM] Picked up gr.Item Mystic helm, amount: 1	
[4/25/23 07:58PM] Picked up gr.Item Lava bones, amount: 9	
[4/25/23 07:58PM] Picked up gr.Item Coin, amount: 13500	
[4/25/23 07:58PM] Picked up gr.Item Lava bones, amount: 9	
[4/25/23 07:59PM] Picked up gr.Item Coin, amount: 15000	
[4/25/23 07:59PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 07:59PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 07:59PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 08:01PM] Picked up gr.Item Coin, amount: 16500	
[4/25/23 08:01PM] Picked up gr.Item Lava bones, amount: 11	
[4/25/23 08:01PM] Picked up gr.Item Coin, amount: 16500	
[4/25/23 08:01PM] Picked up gr.Item Lava bones, amount: 11	
[4/25/23 08:01PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 08:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:01PM] Picked up gr.Item Coin, amount: 1500	
[4/25/23 08:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:03PM] Picked up gr.Item Coin, amount: 1405578	
[4/25/23 08:03PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 08:05PM] Picked up gr.Item Coin, amount: 3600	
[4/25/23 08:05PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:05PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 08:05PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:05PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:05PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:06PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 2700	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:07PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:07PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:08PM] Picked up gr.Item Coin, amount: 1800	
[4/25/23 08:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:08PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:08PM] Picked up gr.Item Coin, amount: 900	
[4/25/23 08:09PM] Picked up gr.Item Lava bones, amount: 9	
[4/25/23 08:09PM] Picked up gr.Item Coin, amount: 8100	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:12PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:12PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:13PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:13PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:13PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:13PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:13PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:14PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 08:14PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 08:14PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 08:14PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 08:14PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 08:14PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 08:14PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:14PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:15PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:15PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:15PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:15PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:16PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:16PM] Picked up gr.Item Zinq shield, amount: 1	
[4/25/23 08:16PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:16PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:16PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:16PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:16PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:18PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:18PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:18PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:18PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:19PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:19PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:19PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:19PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:19PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:20PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:20PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:20PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:20PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:20PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:20PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:21PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:21PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:21PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:21PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:21PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:21PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:23PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:23PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:23PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:23PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:23PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:23PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:23PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:23PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:25PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 08:25PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:25PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 08:25PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:25PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:26PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:26PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:26PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:26PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:26PM] Picked up gr.Item Zinq sword, amount: 1	
[4/25/23 08:26PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:27PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:27PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:27PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:27PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:28PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:28PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:28PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:30PM] Picked up gr.Item Coin, amount: 20000	
[4/25/23 08:30PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 08:30PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:30PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:30PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:31PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:31PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:31PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:31PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:31PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:32PM] Picked up gr.Item Coin, amount: 2062676	
[4/25/23 08:32PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 08:34PM] Picked up gr.Item Coin, amount: 3685746	
[4/25/23 08:34PM] Picked up gr.Item Lava bones, amount: 40	
[4/25/23 08:35PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 08:35PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 08:35PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:36PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:36PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:36PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:36PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:36PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:36PM] Picked up gr.Item Lava bones, amount: 3	
[4/25/23 08:37PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:37PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:37PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:37PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:37PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:38PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 08:38PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 08:38PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:38PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:39PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:39PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:39PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:39PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:39PM] Picked up gr.Item Lava bones, amount: 9	
[4/25/23 08:39PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:39PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:41PM] Picked up gr.Item Coin, amount: 20000	
[4/25/23 08:41PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 08:41PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:41PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:41PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:42PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:42PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:42PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:42PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:42PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 08:43PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:43PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:43PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 08:43PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:43PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:44PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 08:44PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:44PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 08:44PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:44PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:46PM] Picked up gr.Item Coin, amount: 12000	
[4/25/23 08:46PM] Picked up gr.Item Lava bones, amount: 6	
[4/25/23 08:46PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:46PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:46PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:46PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:48PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:48PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:48PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:49PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:50PM] Picked up gr.Item Coin, amount: 20000	
[4/25/23 08:50PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 08:51PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:51PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:51PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:51PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:52PM] Picked up gr.Item Coin, amount: 18000	
[4/25/23 08:52PM] Picked up gr.Item Lava bones, amount: 9	
[4/25/23 08:53PM] Picked up gr.Item Coin, amount: 16000	
[4/25/23 08:53PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 08:54PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 08:54PM] Picked up gr.Item Lava bones, amount: 4	
[4/25/23 08:54PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:54PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:55PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 08:55PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:55PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 08:57PM] Picked up gr.Item Coin, amount: 16000	
[4/25/23 08:57PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 08:57PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 08:57PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 08:57PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 08:57PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 08:57PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 08:58PM] Picked up gr.Item Coin, amount: 16000	
[4/25/23 08:58PM] Picked up gr.Item Lava bones, amount: 8	
[4/25/23 08:59PM] Picked up gr.Item Coin, amount: 16000	
[4/25/23 08:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 08:59PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 09:00PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 09:00PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 09:00PM] Picked up gr.Item Coin, amount: 14000	
[4/25/23 09:00PM] Picked up gr.Item Lava bones, amount: 7	
[4/25/23 09:02PM] Picked up gr.Item Coin, amount: 1971149	
[4/25/23 09:02PM] Picked up gr.Item Lava bones, amount: 25	
[4/25/23 09:04PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 09:04PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 09:04PM] Picked up gr.Item Coin, amount: 20000	
[4/25/23 09:04PM] Picked up gr.Item Lava bones, amount: 10	
[4/25/23 09:04PM] Picked up gr.Item Coin, amount: 2000	
[4/25/23 09:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/25/23 09:07PM] Picked up gr.Item Coin, amount: 6000	
[4/25/23 09:08PM] Picked up gr.Item Zinq body, amount: 1	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 5	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 10000	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 4000	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 2	
[4/25/23 09:08PM] Picked up gr.Item Coin, amount: 8000	
[4/25/23 09:08PM] Picked up gr.Item Lava bones, amount: 5	
