[4/15/23 06:45AM] Login. ip: 216.218.112.168, mac: K2003N003141120210422114824.000000-300, uuid: 00-D8-61-E3-4F-32	
[4/15/23 07:09AM] Login. ip: 216.218.112.168, mac: K2003N003141120210422114824.000000-300, uuid: 00-D8-61-E3-4F-32	
[4/15/23 07:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 05:15PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:15PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:16PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 05:17PM] Picked up gr.Item Imperial gloves, amount: 1	
[4/15/23 05:17PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:17PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:17PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 05:17PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:17PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:18PM] Picked up gr.Item Coin, amount: 1400	
[4/15/23 05:19PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 05:19PM] Picked up gr.Item Coin, amount: 1400	
[4/15/23 05:19PM] Picked up gr.Item Lava bones, amount: 4	
[4/15/23 05:20PM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 05:20PM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 05:20PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 05:21PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 05:22PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:22PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 05:23PM] Picked up gr.Item Coin, amount: 1400	
[4/15/23 05:23PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 05:23PM] Picked up gr.Item Coin, amount: 700	
[4/15/23 05:23PM] Picked up gr.Item Lava bones, amount: 3	
[4/15/23 05:24PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 05:24PM] Picked up gr.Item Lava bones, amount: 6	
[4/15/23 05:25PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 05:25PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 05:26PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 05:29PM] Picked up gr.Item Coin, amount: 2369295	
[4/15/23 05:29PM] Picked up gr.Item Lava bones, amount: 25	
[4/15/23 05:30PM] Picked up gr.Item Lava bones, amount: 80	
[4/15/23 07:28PM] Login. ip: 216.218.112.168, mac: K2003N003141120210422114824.000000-300, uuid: 00-D8-61-E3-4F-32	
[4/15/23 07:33PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:33PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:33PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:33PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:34PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:34PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:34PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:34PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:36PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:36PM] Picked up gr.Item Lava bones, amount: 1	
[4/15/23 07:37PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:37PM] Picked up gr.Item Lava bones, amount: 5	
[4/15/23 07:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:37PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:38PM] Picked up gr.Item Coin, amount: 800	
[4/15/23 07:38PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:39PM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 07:39PM] Picked up gr.Item Imperial helm, amount: 1	
[4/15/23 07:40PM] Picked up gr.Item Lava bones, amount: 2	
[4/15/23 07:40PM] Picked up gr.Item Imperial legs, amount: 1	
[4/15/23 07:40PM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 05:39AM] Login. ip: 216.218.112.168, mac: K2003N003141120210422114824.000000-300, uuid: 00-D8-61-E3-4F-32	
[4/17/23 05:41AM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 05:42AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:42AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:42AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:43AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:43AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:43AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:44AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:44AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:44AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:45AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:45AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:45AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:45AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:46AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:46AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:47AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:47AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:47AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:48AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 05:48AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/17/23 05:48AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/17/23 05:49AM] Picked up gr.Item Coin, amount: 1600	
[4/17/23 05:49AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 05:50AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 05:50AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 05:51AM] Picked up gr.Item Coin, amount: 1600	
[4/17/23 05:51AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:00AM] Picked up gr.Item Coin, amount: 1600	
[4/17/23 06:00AM] Picked up gr.Item Lava bones, amount: 7	
[4/17/23 06:01AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:01AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:01AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:01AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:02AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:02AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:03AM] Picked up gr.Item Coin, amount: 1600	
[4/17/23 06:03AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 06:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:04AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:05AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 06:05AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 06:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:06AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:07AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:07AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:07AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:08AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:08AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:11AM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 06:11AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:12AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:12AM] Picked up gr.Item Coin, amount: 1600	
[4/17/23 06:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:13AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:13AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:14AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:14AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:15AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:15AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:15AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:15AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:16AM] Picked up gr.Item Coin, amount: 800	
[4/17/23 06:16AM] Picked up gr.Item Lava bones, amount: 6	
[4/17/23 06:17AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:17AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:18AM] Picked up gr.Item Imperial ring, amount: 1	
[4/17/23 06:18AM] Picked up gr.Item Coin, amount: 1800	
[4/17/23 06:18AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 06:19AM] Picked up gr.Item Coin, amount: 3600	
[4/17/23 06:19AM] Picked up gr.Item Lava bones, amount: 8	
[4/17/23 06:20AM] Picked up gr.Item Coin, amount: 1800	
[4/17/23 06:20AM] Picked up gr.Item Lava bones, amount: 9	
[4/17/23 06:22AM] Picked up gr.Item Coin, amount: 2700	
[4/17/23 06:22AM] Picked up gr.Item Lava bones, amount: 12	
[4/17/23 06:23AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:23AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:23AM] Picked up gr.Item Lava bones, amount: 6	
[4/17/23 06:24AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:26AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:26AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 06:26AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:28AM] Picked up gr.Item Coin, amount: 5400	
[4/17/23 06:28AM] Picked up gr.Item Lava bones, amount: 10	
[4/17/23 06:28AM] Picked up gr.Item Imperial ring, amount: 1	
[4/17/23 06:28AM] Picked up gr.Item Imperial ring, amount: 1	
[4/17/23 06:29AM] Picked up gr.Item Coin, amount: 1800	
[4/17/23 06:29AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 06:30AM] Picked up gr.Item Coin, amount: 2700	
[4/17/23 06:30AM] Picked up gr.Item Lava bones, amount: 10	
[4/17/23 06:32AM] Picked up gr.Item Coin, amount: 3600	
[4/17/23 06:32AM] Picked up gr.Item Lava bones, amount: 12	
[4/17/23 06:34AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:34AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:34AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 06:35AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:35AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:35AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:35AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:36AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:36AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:36AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:37AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:37AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:37AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:37AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:38AM] Picked up gr.Item Coin, amount: 2700	
[4/17/23 06:38AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 06:38AM] Picked up gr.Item Imperial body, amount: 1	
[4/17/23 06:38AM] Picked up gr.Item Imperial body, amount: 1	
[4/17/23 06:39AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:39AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 06:39AM] Picked up gr.Item Imperial legs, amount: 1	
[4/17/23 06:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:39AM] Picked up gr.Item Coin, amount: 900	
[4/17/23 06:39AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:41AM] Picked up gr.Item Lava bones, amount: 25	
[4/17/23 06:41AM] Picked up gr.Item Lava bones, amount: 40	
[4/17/23 06:43AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:43AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 06:43AM] Picked up gr.Item Lava bones, amount: 7	
[4/17/23 06:44AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 06:44AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 06:44AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 06:44AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:46AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 06:46AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:46AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 06:46AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:47AM] Picked up gr.Item Revenant Body, amount: 1	
[4/17/23 06:47AM] Picked up gr.Item Coin, amount: 3000	
[4/17/23 06:47AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 06:47AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 06:47AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 06:58AM] Player dropping item: Imperial Minigun, amount: 1	
[4/17/23 06:59AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 06:59AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 06:59AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 07:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 07:00AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 07:00AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:00AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:01AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 07:01AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:02AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:02AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 07:02AM] Picked up gr.Item Coin, amount: 3000	
[4/17/23 07:02AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 07:04AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:04AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 07:04AM] Picked up gr.Item Coin, amount: 3000	
[4/17/23 07:04AM] Picked up gr.Item Lava bones, amount: 7	
[4/17/23 07:04AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 07:05AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 07:05AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 07:05AM] Picked up gr.Item Coin, amount: 3000	
[4/17/23 07:05AM] Picked up gr.Item Lava bones, amount: 6	
[4/17/23 07:06AM] Picked up gr.Item Coin, amount: 3000	
[4/17/23 07:06AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 07:06AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 07:07AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:07AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 07:07AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 07:07AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 10:55AM] Login. ip: 216.218.112.168, mac: K2003N003141120210422114824.000000-300, uuid: 00-D8-61-E3-4F-32	
[4/17/23 10:59AM] Picked up gr.Item Lava bones, amount: 6	
[4/17/23 10:59AM] Picked up gr.Item Lava bones, amount: 4	
[4/17/23 10:59AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 10:59AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 10:59AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:00AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 11:00AM] Picked up gr.Item Lava bones, amount: 5	
[4/17/23 11:00AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:00AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:00AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:01AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 11:01AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:01AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:01AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:01AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:02AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:02AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:02AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:03AM] Picked up gr.Item Lava bones, amount: 50	
[4/17/23 11:03AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:03AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:03AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:03AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:04AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:04AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:05AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:05AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:06AM] Picked up gr.Item Lava bones, amount: 600	
[4/17/23 11:06AM] Picked up gr.Item $1 Scroll, amount: 4	
[4/17/23 11:06AM] Has just redeemed a $1 Scroll successfully!	
[4/17/23 11:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:06AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:07AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:07AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:08AM] Has just redeemed a Donator rank ticket successfully!	
[4/17/23 11:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:09AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:09AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:09AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:09AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:10AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:10AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:10AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:10AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:11AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:11AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:11AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:11AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:12AM] Picked up gr.Item Coin, amount: 1000	
[4/17/23 11:12AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:12AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:12AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:13AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:13AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:13AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:13AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:13AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:14AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:14AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:14AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:15AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:15AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 11:15AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:15AM] Picked up gr.Item Lava bones, amount: 3	
[4/17/23 11:15AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:16AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:16AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:16AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:17AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:17AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:17AM] Picked up gr.Item Coin, amount: 1500	
[4/17/23 11:17AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:18AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:18AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:19AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:19AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:20AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:20AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:20AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:21AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:21AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:21AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:22AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:22AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:22AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:22AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:23AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:23AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:24AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:24AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:24AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:24AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:25AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:25AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:25AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:25AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:26AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:26AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:26AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:27AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:27AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:28AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:28AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:28AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:29AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:29AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:29AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:30AM] Picked up gr.Item Lava bones, amount: 2	
[4/17/23 11:31AM] Picked up gr.Item Coin, amount: 2000	
[4/17/23 11:31AM] Picked up gr.Item Lava bones, amount: 1	
[4/17/23 11:31AM] Picked up gr.Item Coin, amount: 2000	
