[4/15/23 08:25AM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/15/23 08:26AM] Receiving item from trade with Walkchaos Id: 10029, amount: 1	
[4/23/23 12:32PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 12:33PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/23/23 12:51PM] Player dropping item: Vial, amount: 1	
[4/23/23 12:53PM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 12:59PM] Player sold 22153 x 1 to Yavid for 700000 Billions in their pos shop	
[4/23/23 12:59PM] Clav received x1 Scylla Gloves from Scylla!	
[4/23/23 01:20PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 01:33PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 01:56PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 01:58PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 01:59PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 02:00PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 02:10PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 02:21PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 03:02PM] Played claimed 700K Billions from pos	
[4/23/23 03:02PM] Player bought 23020 x 3 from Boterkoek's pos shop for 225000 Billions	
[4/23/23 03:02PM] Player bought 23020 x 5 from Boterkoek's pos shop for 375000 Billions	
[4/23/23 03:02PM] Player bought 23020 x 10 from Boterkoek's pos shop for 750000 Billions	
[4/23/23 03:06PM] (CC) Help. Said: Is double cash and x2 kc worth anything?	
[4/23/23 03:08PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/23/23 03:11PM] Gave item in trade to Sad. Id: 19913, amount: 1	
[4/23/23 03:11PM] Receiving item from trade with Sad Id: 10835, amount: 1578378	
[4/23/23 03:11PM] DEFAULT|2219,3764,0|Said: Ty	
[4/23/23 03:12PM] Clav received x1 Solar Robe Top from Sanctum Golem!	
[4/23/23 03:13PM] Clav received x1 Solar Robe Top from Sanctum Golem!	
[4/23/23 03:16PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/23/23 03:18PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/23/23 03:30PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/23/23 03:40PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/23/23 03:40PM] (CC) Help. Said: And not a one of them has had a perk	
[4/23/23 03:47PM] Clav received x1 Solar Robe Bottom from Sanctum Golem!	
[4/23/23 03:47PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 03:51PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/23/23 03:54PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/23/23 03:56PM] Player bought 10946 x 2 from Tera Wrist's pos shop for 94000 Billions	
[4/23/23 03:57PM] Player bought 23020 x 3 from Vetz's pos shop for 180000 Billions	
[4/23/23 03:57PM] Player bought 23020 x 10 from Vetz's pos shop for 600000 Billions	
[4/23/23 03:57PM] Player bought 23020 x 10 from Vetz's pos shop for 600000 Billions	
[4/23/23 03:57PM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 04:09PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 04:09PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 04:11PM] Clav received x1 Groudon Shield from Groudon!	
[4/23/23 04:20PM] Clav received x1 Groudon Body from Groudon!	
[4/23/23 04:20PM] (CC) Help. Said: Oo 91 dr item	
[4/23/23 04:23PM] Clav received x1 Groudon Pet from Groudon!	
[4/23/23 04:25PM] Clav received x1 Groudon Legs from Groudon!	
[4/23/23 04:29PM] (CC) Help. Said: 50k no aoe 	
[4/23/23 04:34PM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 04:34PM] Clav received x1 Groudon Boots from Groudon!	
[4/23/23 04:35PM] Clav received x1 Groudon Shield from Groudon!	
[4/23/23 04:36PM] (CC) Help. Said: Do higher tier npcs have better odds at good perks?	
[4/23/23 04:43PM] Clav received x1 Groudon Pet from Groudon!	
[4/23/23 04:49PM] Clav received x1 Groudon Boots from Groudon!	
[4/23/23 04:52PM] Clav received x1 Groudon Boots from Groudon!	
[4/23/23 04:54PM] (CC) Help. Said: Groudon not bein nice:( just need helm and flame power for log	
[4/23/23 04:54PM] (CC) Help. Said: Gz	
[4/23/23 04:59PM] Clav received x1 Groudon Boots from Groudon!	
[4/23/23 05:07PM] (CC) Help. Said: Wut can u get from death box	
[4/23/23 05:15PM] (CC) Help. Said: Dam tf i gotta do for a drop at slender	
[4/23/23 05:19PM] Clav received x1 Death Box from Slender Man!	
[4/23/23 05:24PM] Has just redeemed a $1 Scroll successfully!	
[4/23/23 05:35PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/23/23 05:42PM] Player bought 15355 x 1 from Vetbrazil's pos shop for 300000 Billions	
[4/23/23 05:42PM] Clav received x1 Groudon Helm from Groudon!	
[4/23/23 05:43PM] (CC) Help. Said: Oo 95 dr 	
[4/23/23 05:43PM] (CC) Help. Said: Wuts max dr on an item?	
[4/23/23 05:45PM] Clav received x1 Groudon Boots from Groudon!	
[4/23/23 05:45PM] (CC) Help. Said: Just gimme the flame power for loggg	
[4/23/23 05:46PM] Player bought 23020 x 3 from Pleasuredom's pos shop for 195000 Billions	
[4/23/23 05:50PM] Clav received x1 Groudon Body from Groudon!	
[4/23/23 05:51PM] Clav received x1 Groudon Staff from Groudon!	
[4/23/23 06:01PM] Clav received x1 Groudon Aura from Groudon!	
[4/23/23 06:03PM] Picked up gr.Item Owner cape goodiebag, amount: 2	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/23/23 06:03PM] Has just redeemed a $25 Bond successfully!	
[4/24/23 10:14AM] Player sold 14307 x 1 to Final Hour for 700000 Billions in their pos shop	
[4/24/23 01:46PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/24/23 01:46PM] Played claimed 700K Billions from pos	
[4/24/23 01:52PM] (CC) Help. Said: How many 100 dr enchantments can i have?	
[4/24/23 01:58PM] DEFAULT|2227,3736,0|Said:  /$1 is 160k now? it was like 60k per $ yesterday 0.0	
[4/24/23 01:58PM] (CC) Help. Said: $1 is 160k now? it was like 80k per $ yesterday xd	
[4/24/23 02:03PM] (CC) Help. Said: So to get the max dr u need a fuck load of dr tickets?	
[4/24/23 02:03PM] (CC) Help. Said: And the best way to get dr tix is?	
[4/24/23 02:08PM] (CC) Help. Said: Pc inf overload t3?	
[4/24/23 02:09PM] (CC) Help. Said: Also what damage perks do stack?	
[4/24/23 02:11PM] (CC) Help. Said: Anyone wanna sell a inf overload t3 for 1m?	
[4/24/23 02:12PM] Player bought 23020 x 6 from Proxy's pos shop for 720000 Billions	
[4/24/23 02:14PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/24/23 02:17PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:18PM] Clav received x1 Solar Robe Top from Sanctum Golem!	
[4/24/23 02:20PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 02:20PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 02:20PM] Clav received x1 Solar Robe Bottom from Sanctum Golem!	
[4/24/23 02:21PM] (CC) Help. Said: Best way to get dr tickets?	
[4/24/23 02:21PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:21PM] (CC) Help. Said: Oo thats a red stafff :o	
[4/24/23 02:21PM] (CC) Help. Said: High dr 97 %	
[4/24/23 02:26PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:26PM] Clav received x1 Solar Robe Top from Sanctum Golem!	
[4/24/23 02:27PM] INSTANCE2|2788,4776,672|Said:  ::dr	
[4/24/23 02:30PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 02:32PM] Clav received x1 Solar Robe Top from Sanctum Golem!	
[4/24/23 02:34PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:35PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/24/23 02:36PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:38PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 02:39PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/24/23 02:40PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 02:44PM] (CC) Help. Said: Y not make higher tier bosses have a more common rate to drop rare perkls	
[4/24/23 02:44PM] (CC) Help. Said: Perks	
[4/24/23 02:45PM] (CC) Help. Said: Get people out of sanctums lmao	
[4/24/23 02:50PM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 02:56PM] GLOBAL_BOSS|2142,5016,4|Said: 15 doll hairs from 500	
[4/24/23 02:57PM] GLOBAL_BOSS|2141,5016,0|Said: Its a visual bug	
[4/24/23 02:59PM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 02:59PM] (CC) Help. Said: Someone sell me $8 for 500 rank pls	
[4/24/23 03:03PM] DEFAULT|2221,3750,0|Said: Cant trade? xd	
[4/24/23 03:04PM] DEFAULT|2220,3750,0|Said: Erm	
[4/24/23 03:04PM] DEFAULT|2220,3750,0|Said: Isnt letting me trade	
[4/24/23 03:04PM] DEFAULT|2220,3750,0|Said: Put in pos	
[4/24/23 03:04PM] DEFAULT|2211,3767,0|Said: Price is wrong	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: Do 1m	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: Aka 1b	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: So 1000k	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: It would be 1000k	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: Type 1000k	
[4/24/23 03:05PM] DEFAULT|2211,3767,0|Said: But ye	
[4/24/23 03:05PM] Player bought 23057 x 1 from Eternity's pos shop for 1000000 Billions	
[4/24/23 03:06PM] DEFAULT|2211,3767,0|Said: There	
[4/24/23 03:06PM] Has just redeemed a $10 Bond successfully!	
[4/24/23 03:06PM] DEFAULT|2213,3766,0|Said: Ty	
[4/24/23 03:06PM] DEFAULT|2213,3766,0|Said: K3	
[4/24/23 03:06PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/24/23 03:14PM] INSTANCE2|2788,4776,620|Said: 1298	
[4/24/23 03:35PM] Has just redeemed a $1 Scroll successfully!	
[4/24/23 03:48PM] (CC) Help. Said: Gotta pray at freiza?	
[4/24/23 03:49PM] (CC) Help. Said: How do i not get bodied at freiza xd	
[4/24/23 03:49PM] (CC) Help. Said: Have it	
[4/24/23 03:50PM] Player bought 3090 x 1 from Seismic's pos shop for 650000 Billions	
[4/24/23 03:51PM] Player dropping item: Vial, amount: 1	
[4/24/23 03:56PM] (CC) Help. Said: Selling 97 dr pm offers	
[4/24/23 04:00PM] Gave item in trade to Author. Id: 17283, amount: 1	
[4/24/23 04:00PM] Receiving item from trade with Author Id: 23020, amount: 146	
[4/24/23 04:00PM] Receiving item from trade with Author Id: 10835, amount: 31980000	
[4/24/23 04:00PM] Receiving item from trade with Author Id: 22135, amount: 1	
[4/24/23 04:00PM] DEFAULT|2225,3755,0|Said: Ty	
[4/24/23 04:01PM] (CC) Help. Said: Hm black goku pieces goin for rn?	
[4/24/23 04:02PM] (CC) Help. Said: Oh and wuts aura t6 even do?	
[4/24/23 04:03PM] (CC) Help. Said: Hm?	
[4/24/23 04:14PM] Player bought 14444 x 1 from Suh's pos shop for 18000000 Billions	
[4/24/23 04:14PM] Player bought 20590 x 1 from Nobledefeat's pos shop for 3000000 Billions	
[4/24/23 04:15PM] Player bought 4068 x 1 from Zshana's pos shop for 8000000 Billions	
[4/24/23 04:16PM] Player bought 23049 x 1 from Elcf's pos shop for 2500000 Billions	
[4/24/23 04:16PM] DEFAULT|2211,3767,0|Said: Lo::dr	
[4/24/23 04:25PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 04:25PM] (CC) Help. Said: Oo red	
[4/24/23 04:25PM] (CC) Help. Said: Dmg .-.	
[4/24/23 04:28PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 04:28PM] Player dropping item: Sanctum Golem Pet, amount: 1	
[4/24/23 04:28PM] Picked up gr.Item Sanctum Golem Pet, amount: 1	
[4/24/23 04:33PM] (CC) Help. Said: Good perks?	
[4/24/23 04:34PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 04:36PM] Clav received x1 Rogue Boots from Sasuke!	
[4/24/23 04:36PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/24/23 04:38PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 04:40PM] Clav received x1 Blood Body from Zeidan Grimm!	
[4/24/23 04:40PM] Clav received x1 Blood Boots from Zeidan Grimm!	
[4/24/23 04:51PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/24/23 04:53PM] Clav received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 05:08PM] Clav received x1 Solar Staff from Sanctum Golem!	
[4/25/23 06:00AM] Player sold 22135 x 1 to Neff for 20000000 Billions in their pos shop	
[4/25/23 01:58PM] Login. ip: 107.161.229.100, mac: 20221125214924.000000-300, uuid: 50-EB-F6-80-82-79	
[4/25/23 01:58PM] Played claimed 20M Billions from pos	
[4/25/23 02:04PM] Player bought 23058 x 1 from Vaasje's pos shop for 2950000 Billions	
[4/25/23 02:04PM] Player bought 23057 x 1 from Vaasje's pos shop for 1180000 Billions	
[4/25/23 02:05PM] Player bought 10946 x 7 from Vaasje's pos shop for 826000 Billions	
[4/25/23 02:05PM] Player bought 10946 x 29 from Vaasje's pos shop for 3422000 Billions	
[4/25/23 02:05PM] Has just redeemed a $10 Bond successfully!	
[4/25/23 02:05PM] Has just redeemed a $1 Scroll successfully!	
[4/25/23 02:05PM] Has just redeemed a $25 Bond successfully!	
[4/25/23 02:06PM] Player bought 23166 x 1 from Happy's pos shop for 5000000 Billions	
[4/25/23 02:07PM] Player bought 23057 x 1 from Scrooge's pos shop for 1200000 Billions	
[4/25/23 02:08PM] Player bought 23057 x 1 from Tera Wrist's pos shop for 1200000 Billions	
[4/25/23 02:08PM] Player bought 10946 x 5 from Smurfit's pos shop for 600000 Billions	
[4/25/23 02:08PM] Player bought 10946 x 5 from Smurfit's pos shop for 600000 Billions	
[4/25/23 02:08PM] Player bought 10946 x 1 from Ruthie's pos shop for 120000 Billions	
[4/25/23 02:09PM] Player bought 23057 x 1 from Gekyume's pos shop for 1250000 Billions	
[4/25/23 02:09PM] Player bought 23058 x 1 from Gekyume's pos shop for 3125000 Billions	
[4/25/23 02:09PM] Has just redeemed a $25 Bond successfully!	
[4/25/23 02:09PM] Has just redeemed a $10 Bond successfully!	
[4/25/23 02:09PM] Has just redeemed a $10 Bond successfully!	
[4/25/23 02:09PM] Has just redeemed a $10 Bond successfully!	
[4/25/23 02:09PM] Has just redeemed a $1 Scroll successfully!	
[4/25/23 02:18PM] (CC) Help. Said: I have gotten way more reds killin groudons than sanctums xd	
[4/25/23 02:18PM] (CC) Help. Said: Yes lol	
[4/25/23 02:40PM] INSTANCE2|2787,4771,224|Said: Rip	
[4/25/23 02:58PM] (CC) Help. Said: Whose ass i gotta eat to get a drop from any npc above jad -.-	
[4/25/23 03:03PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/25/23 03:03PM] Clav received x1 Solar Hood from Sanctum Golem!	
[4/25/23 03:07PM] Has just redeemed a $1 Scroll successfully!	
