[4/19/23 12:10PM] Login. ip: 92.10.59.124, mac: 20221202151641.000000+000, uuid: 40-B0-76-61-09-BF	
[4/19/23 12:16PM] Picked up gr.Item $1 Scroll, amount: 5	
[4/19/23 03:54PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:54PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:55PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:55PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Coin, amount: 1800	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 4	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:56PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:56PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:57PM] Picked up gr.Item Imperial helm, amount: 1	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:57PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:57PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:58PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:58PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:58PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:58PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:58PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:58PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:59PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:59PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 03:59PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 03:59PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:00PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:00PM] Picked up gr.Item Coin, amount: 1800	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:00PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:00PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:00PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:00PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:01PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:01PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:01PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:01PM] Picked up gr.Item Imperial body, amount: 1	
[4/19/23 04:01PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:01PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:02PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:02PM] Picked up gr.Item Lava bones, amount: 3	
[4/19/23 04:02PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:02PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:02PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:02PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Imperial boots, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:03PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:04PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:04PM] Picked up gr.Item Coin, amount: 1800	
[4/19/23 04:04PM] Picked up gr.Item Lava bones, amount: 3	
[4/19/23 04:04PM] Picked up gr.Item Coin, amount: 900	
[4/19/23 04:04PM] Picked up gr.Item Lava bones, amount: 1	
[4/19/23 04:04PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:05PM] Picked up gr.Item Lava bones, amount: 2	
[4/19/23 04:05PM] Picked up gr.Item Coin, amount: 900	
[4/20/23 01:56AM] Login. ip: 92.10.59.124, mac: 20221202151641.000000+000, uuid: 40-B0-76-61-09-BF	
[4/20/23 02:04AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 02:04AM] Picked up gr.Item Vote scroll, amount: 3	
[4/20/23 02:04AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 02:04AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 02:04AM] Has just redeemed a $10 Bond successfully!	
[4/20/23 02:06AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:06AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:06AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:06AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:07AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:07AM] Picked up gr.Item Lava bones, amount: 1	
[4/20/23 02:07AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:07AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:07AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:07AM] Picked up gr.Item Lava bones, amount: 2	
[4/20/23 02:17AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:17AM] Picked up gr.Item Coin, amount: 9000	
[4/20/23 02:17AM] Picked up gr.Item Lava bones, amount: 9	
[4/20/23 02:18AM] Picked up gr.Item Coin, amount: 1500	
[4/20/23 02:18AM] Picked up gr.Item Patience gloves, amount: 1	
[4/20/23 02:21AM] Picked up gr.Item Coin, amount: 1719458	
[4/20/23 02:21AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 03:56AM] Login. ip: 92.10.59.124, mac: 20221202151641.000000+000, uuid: 40-B0-76-61-09-BF	
[4/20/23 05:45AM] (CC) Help. Said: Faster mining i think	
[4/20/23 10:42AM] Picked up gr.Item Lava bones, amount: 80	
[4/20/23 10:43AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 10:43AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 10:43AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 10:48AM] Picked up gr.Item $1 Scroll, amount: 10	
[4/20/23 10:48AM] Picked up gr.Item Vote scroll, amount: 6	
[4/20/23 10:49AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 10:51AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 10:51AM] Picked up gr.Item Coin, amount: 1436773	
[4/20/23 10:55AM] Picked up gr.Item $1 Scroll, amount: 5	
[4/20/23 10:55AM] Picked up gr.Item Vote scroll, amount: 6	
[4/20/23 10:55AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 10:59AM] Picked up gr.Item Imperial ring, amount: 1	
[4/20/23 10:59AM] Picked up gr.Item Imperial ring, amount: 1	
[4/20/23 11:02AM] Picked up gr.Item Imperial gloves, amount: 1	
[4/20/23 11:02AM] Picked up gr.Item Imperial boots, amount: 1	
[4/20/23 11:07AM] Picked up gr.Item Imperial boots, amount: 1	
[4/20/23 11:08AM] Picked up gr.Item Imperial boots, amount: 1	
[4/20/23 11:09AM] Picked up gr.Item Imperial body, amount: 1	
[4/20/23 11:15AM] Picked up gr.Item Nightmare helm, amount: 1	
[4/20/23 11:15AM] Picked up gr.Item Nightmare helm, amount: 1	
[4/20/23 11:21AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 11:22AM] Picked up gr.Item Coin, amount: 3504089	
[4/20/23 11:22AM] Picked up gr.Item Lava bones, amount: 40	
[4/20/23 11:23AM] Picked up gr.Item Lava bones, amount: 100	
[4/20/23 11:23AM] Picked up gr.Item $1 Scroll, amount: 1	
[4/20/23 11:23AM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 11:37AM] Picked up gr.Item Coin, amount: 4000	
[4/20/23 11:41AM] Picked up gr.Item Coin, amount: 2000	
[4/20/23 11:45AM] Picked up gr.Item Coin, amount: 12000	
[4/20/23 11:48AM] TRAININZONEMULTI|2535,2521,4|Said: Hi	
[4/20/23 11:48AM] TRAININZONEMULTI|2535,2521,4|Said: Thanks 	
[4/20/23 11:48AM] Receiving item from trade with Onlyfans Id: 23066, amount: 1	
[4/20/23 11:48AM] Receiving item from trade with Onlyfans Id: 19495, amount: 1	
[4/20/23 11:48AM] Receiving item from trade with Onlyfans Id: 23055, amount: 1	
[4/20/23 11:48AM] TRAININZONEMULTI|2535,2521,4|Said: :)	
[4/20/23 11:49AM] TRAININZONEMULTI|2534,2517,4|Said: Thankyou	
[4/20/23 11:49AM] TRAININZONEMULTI|2534,2517,4|Said: Ty :)	
[4/20/23 11:51AM] Picked up gr.Item Coin, amount: 1149204	
[4/20/23 11:51AM] Picked up gr.Item Lava bones, amount: 50	
[4/20/23 11:52AM] Player dropping item: Imperial Minigun, amount: 1	
[4/20/23 11:52AM] Picked up gr.Item Imperial Minigun, amount: 1	
[4/20/23 11:55AM] Picked up gr.Item Zinq shield, amount: 1	
[4/20/23 11:57AM] Picked up gr.Item Zinq shield, amount: 1	
[4/20/23 11:57AM] Picked up gr.Item Zinq body, amount: 1	
[4/20/23 11:59AM] Picked up gr.Item Zinq body, amount: 1	
[4/20/23 12:02PM] Picked up gr.Item Zinq legs, amount: 1	
[4/20/23 12:02PM] Picked up gr.Item Zinq legs, amount: 1	
[4/20/23 12:21PM] VBOSS|2980,2773,0|Said: Yes	
[4/20/23 12:21PM] (CC) Help. Said: 93%	
[4/20/23 12:22PM] (CC) Help. Said: Np	
[4/20/23 12:23PM] VBOSS|2980,2771,0|Said: Only 100k my cape is 2k lol	
[4/20/23 12:23PM] Has just redeemed a $1 Scroll successfully!	
[4/20/23 12:23PM] VBOSS|2980,2771,0|Said: Gg	
[4/20/23 12:27PM] Player bought 14733 x 1 from Aaron's pos shop for 5000 Billions	
[4/20/23 12:28PM] Player bought 15646 x 1 from Tellur's pos shop for 20000 Billions	
[4/20/23 12:28PM] Player bought 15645 x 1 from Tellur's pos shop for 20000 Billions	
[4/20/23 12:29PM] Player bought 22125 x 1 from Nadez's pos shop for 5000 Billions	
[4/20/23 12:30PM] Player bought 8335 x 1 from Nadez's pos shop for 10000 Billions	
[4/27/23 11:31AM] Login. ip: 92.10.59.124, mac: 20221202151641.000000+000, uuid: 00-FF-38-B4-2D-79	
