[4/15/23 02:35PM] Login. ip: 98.56.86.198, mac: 25FJ9N220221215185414.000000-300, uuid: 5E-EA-1D-6E-B1-A7	
[4/15/23 02:39PM] Picked up gr.Item EXP Potion (Divine), amount: 1	
[4/24/23 09:43AM] DEFAULT|2217,3740,0|Said: Sounds gewd yeah i was thinking maybe golem	
[4/24/23 09:50AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:06AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:15AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:24AM] CUSTOMINI|2592,2593,20|Said: Tell someone to fuck off then do the same thing lol	
[4/24/23 10:24AM] CUSTOMINI|2592,2593,20|Said: Makes sense	
[4/24/23 10:24AM] CUSTOMINI|2594,2593,20|Said: Keep breathing from your mouth lol	
[4/24/23 10:31AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:42AM] Player dropping item: Vial, amount: 1	
[4/24/23 10:44AM] Player sold 23020 x 3 to Juust for 150000 Billions in their pos shop	
[4/24/23 10:44AM] Played claimed 150K Billions from pos	
[4/24/23 10:46AM] Player sold 23020 x 3 to Bulba for 180000 Billions in their pos shop	
[4/24/23 10:47AM] Played claimed 180K Billions from pos	
[4/24/23 10:54AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:04AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:14AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:17AM] Dead received x1 Solar Staff from Sanctum Golem!	
[4/24/23 11:20AM] Dead received x1 Sanctum Golem Pet from Sanctum Golem!	
[4/24/23 11:27AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:38AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:54AM] Dead received x1 Malvek Helm from Malvek!	
[4/24/23 11:55AM] Player dropping item: Vial, amount: 1	
[4/24/23 11:57AM] Player sold 17606 x 1 to Rotterdam010 for 25000 Billions in their pos shop	
[4/24/23 11:57AM] Player sold 19159 x 1 to Rotterdam010 for 25000 Billions in their pos shop	
[4/24/23 12:02PM] Played claimed 50K Billions from pos	
[4/24/23 12:05PM] Player dropping item: Vial, amount: 1	
[4/24/23 12:18PM] Player dropping item: Vial, amount: 1	
[4/24/23 12:27PM] Player sold 10946 x 5 to Redx12 for 650000 Billions in their pos shop	
[4/24/23 12:27PM] Player sold 10946 x 1 to Redx12 for 130000 Billions in their pos shop	
[4/24/23 12:30PM] Player dropping item: Vial, amount: 1	
[4/24/23 12:30PM] Played claimed 780K Billions from pos	
[4/24/23 12:32PM] Player bought 15646 x 1 from Okmante's pos shop for 500000 Billions	
[4/24/23 12:44PM] Player dropping item: Vial, amount: 1	
[4/24/23 12:53PM] Player dropping item: Vial, amount: 1	
[4/24/23 12:56PM] Player sold 10946 x 8 to Onlyfans for 1040000 Billions in their pos shop	
[4/24/23 12:57PM] Played claimed 1040K Billions from pos	
[4/24/23 01:05PM] Player sold 15355 x 1 to Bulba for 300000 Billions in their pos shop	
[4/24/23 01:07PM] Played claimed 300K Billions from pos	
[4/24/23 01:07PM] Player dropping item: Vial, amount: 1	
[4/24/23 01:17PM] Player dropping item: Vial, amount: 1	
[4/24/23 01:23PM] TRAININZONEMULTI|2529,2517,84|Said: Sup	
[4/24/23 01:23PM] TRAININZONEMULTI|2529,2517,84|Said: Sold all the bonds and $1 i got	
[4/24/23 01:23PM] TRAININZONEMULTI|2531,2517,84|Said: Did coll logs and stuff	
[4/24/23 01:23PM] TRAININZONEMULTI|2531,2517,84|Said: Globals 	
[4/24/23 01:23PM] TRAININZONEMULTI|2531,2517,84|Said: Coll logs	
[4/24/23 01:23PM] TRAININZONEMULTI|2531,2517,84|Said: Achievs	
[4/24/23 01:23PM] TRAININZONEMULTI|2531,2517,84|Said: Nope 3x3	
[4/24/23 01:35PM] Player dropping item: Vial, amount: 1	
[4/24/23 01:36PM] (CC) Help. Said: Lmao	
[4/24/23 01:41PM] Player dropping item: Vial, amount: 1	
[4/24/23 01:55PM] Player dropping item: Vial, amount: 1	
[4/24/23 02:15PM] Player dropping item: Vial, amount: 1	
[4/25/23 09:13AM] Login. ip: 98.56.86.198, mac: 25FJ9N220221215185414.000000-300, uuid: 5E-EA-1D-6E-B1-A7	
[4/25/23 09:19AM] DEFAULT|2230,3726,0|Said: I fucking hate this instance system lol	
[4/25/23 09:26AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:30AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:30AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:33AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:33AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:34AM] DEFAULT|2224,3762,0|Said: Drop disabled?	
[4/25/23 09:34AM] DEFAULT|2224,3762,0|Said: That's a good sign 	
[4/25/23 09:38AM] (CC) Help. Said: G0l3msc4p3 is fun	
[4/25/23 09:43AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:43AM] Player dropping item: Vial, amount: 1	
[4/25/23 09:46AM] Player sold 23020 x 3 to Oblivion for 210000 Billions in their pos shop	
[4/25/23 09:53AM] Player sold 10946 x 5 to A Knee for 550000 Billions in their pos shop	
[4/25/23 09:54AM] (CC) Help. Said: Sounds about right	
[4/25/23 09:57AM] DEFAULT|2786,4775,548|Said: Im having sooooooooooooooooooo much fun	
[4/25/23 09:59AM] DEFAULT|2217,3741,0|Said: Soooooooooo much funnnnnn	
[4/25/23 09:59AM] DEFAULT|2211,3746,0|Said: Soooooooooo much funnnnnnnnnn	
[4/25/23 10:00AM] DEFAULT|2211,3746,0|Said: Sooooooooo much funnnnnnn	
[4/25/23 10:00AM] DEFAULT|2209,3746,0|Said: Sooooooo much funnnnnnnnnn	
[4/25/23 10:01AM] DEFAULT|2209,3746,0|Said: Soooooo much funnnnnn	
[4/25/23 10:01AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:02AM] (CC) Help. Said: Can only imagine why dropping items was disabled lol	
[4/25/23 10:07AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:08AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:08AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:09AM] Played claimed 760K Billions from pos	
[4/25/23 10:10AM] Player sold 10946 x 5 to Author for 600000 Billions in their pos shop	
[4/25/23 10:10AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:10AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:10AM] Player sold 23020 x 3 to Ruthie for 225000 Billions in their pos shop	
[4/25/23 10:13AM] Played claimed 825K Billions from pos	
[4/25/23 10:13AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:13AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:14AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:14AM] Player dropping item: Vial, amount: 1	
[4/25/23 10:29AM] Player sold 23020 x 1 to Daddyhoho16 for 75000 Billions in their pos shop	
[4/25/23 10:46AM] Player sold 23020 x 2 to Daddyhoho16 for 150000 Billions in their pos shop	
[4/25/23 10:50AM] Player sold 22135 x 1 to Afk Cheese for 400000 Billions in their pos shop	
