[4/15/23 01:37AM]  [ Nelly ] Received item from Kandonas. Name: Mystic staff. Id: 23026, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Nagi Ring. Id: 21069, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Doom Legs. Id: 15933, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Patience body. Id: 23035, amount: 1	
[4/16/23 02:35AM]  [ Arab ] Received item from Mad. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Sinful Top. Id: 14732, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Antique Gloves. Id: 8819, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Inferno tokhaar-kal. Id: 18683, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Nagi Ring. Id: 21069, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Forsaken Helm. Id: 14910, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Doom Aura. Id: 12614, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Doom Legs. Id: 15933, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Patience body. Id: 23035, amount: 1	
[4/16/23 02:35AM]  [ Mad ] Gave item to Arab. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/16/23 02:38AM]  [ Mad ] Gave item to Arab. Name: Imperial Staff. Id: 18629, amount: 1	
[4/16/23 02:38AM]  [ Arab ] Received item from Mad. Name: Imperial Staff. Id: 18629, amount: 1	
[4/16/23 02:55AM]  [ Mad ] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 2087	
[4/16/23 02:55AM]  [ Arab ] Received item from Mad. Name: Lava bones. Id: 2023, amount: 2087	
[4/16/23 02:56AM]  [ Arab ] Received item from Mad. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 02:56AM]  [ Mad ] Gave item to Arab. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 02:59AM]  [ Don Diego ] Gave item to Skedesvamp. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 02:59AM]  [ Skedesvamp ] Received item from Don Diego. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 03:03AM]  [ Disco ] Gave item to Skedesvamp. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 03:03AM]  [ Skedesvamp ] Received item from Disco. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 03:07AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 03:07AM]  [ Skedesvamp ] Received item from Bobby O. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Lava bones. Id: 2023, amount: 800	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Patience bow. Id: 23039, amount: 1	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Revenant Legs. Id: 18003, amount: 1	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Patience boots. Id: 23038, amount: 1	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Patience gloves. Id: 23037, amount: 1	
[4/16/23 03:11AM]  [ Kebab ] Received item from 666 Coins. Name: Revenant Helm. Id: 17999, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Lava bones. Id: 2023, amount: 800	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Zinq body. Id: 23051, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Patience bow. Id: 23039, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Revenant Legs. Id: 18003, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Patience boots. Id: 23038, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Patience gloves. Id: 23037, amount: 1	
[4/16/23 03:11AM]  [ 666 Coins ] Gave item to Kebab. Name: Revenant Helm. Id: 17999, amount: 1	
[4/16/23 03:31AM]  [ Ruthie ] Gave item to Ceo Of Rng. Name: Forsaken Body. Id: 14911, amount: 1	
[4/16/23 03:31AM]  [ Ruthie ] Gave item to Ceo Of Rng. Name: Nagi Amulet. Id: 21068, amount: 1	
[4/16/23 03:31AM]  [ Ruthie ] Gave item to Ceo Of Rng. Name: Tormented Gloves. Id: 21040, amount: 1	
[4/16/23 03:31AM]  [ Ruthie ] Gave item to Ceo Of Rng. Name: Sacred Legs. Id: 23136, amount: 1	
[4/16/23 03:31AM]  [ Ceo Of Rng ] Received item from Ruthie. Name: Forsaken Body. Id: 14911, amount: 1	
[4/16/23 03:31AM]  [ Ceo Of Rng ] Received item from Ruthie. Name: Nagi Amulet. Id: 21068, amount: 1	
[4/16/23 03:31AM]  [ Ceo Of Rng ] Received item from Ruthie. Name: Tormented Gloves. Id: 21040, amount: 1	
[4/16/23 03:31AM]  [ Ceo Of Rng ] Received item from Ruthie. Name: Sacred Legs. Id: 23136, amount: 1	
[4/16/23 03:33AM]  [ Mr Biggles ] Gave item to Mug. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 03:33AM]  [ Mr Biggles ] Received item from Mug. Name: Tarn token. Id: 10835, amount: 25000	
[4/16/23 03:33AM]  [ Mug ] Gave item to Mr Biggles. Name: Tarn token. Id: 10835, amount: 25000	
[4/16/23 03:33AM]  [ Mug ] Received item from Mr Biggles. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 03:49AM]  [ Skedesvamp ] Gave item to Bobby O. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 03:49AM]  [ Bobby O ] Received item from Skedesvamp. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 03:50AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 03:50AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Imperial body. Id: 20087, amount: 1	
[4/16/23 03:50AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Slayer ticket. Id: 5023, amount: 27	
[4/16/23 03:50AM]  [ Skedesvamp ] Received item from Bobby O. Name: Sinful Bottom. Id: 14734, amount: 1	
[4/16/23 03:50AM]  [ Skedesvamp ] Received item from Bobby O. Name: Imperial body. Id: 20087, amount: 1	
[4/16/23 03:50AM]  [ Skedesvamp ] Received item from Bobby O. Name: Slayer ticket. Id: 5023, amount: 27	
[4/16/23 04:32AM]  [ Kandonas ] Gave item to 666 Coins. Name: Antique Staff. Id: 23145, amount: 1	
[4/16/23 04:32AM]  [ Kandonas ] Received item from 666 Coins. Name: Tarn token. Id: 10835, amount: 30075	
[4/16/23 04:32AM]  [ 666 Coins ] Gave item to Kandonas. Name: Tarn token. Id: 10835, amount: 30075	
[4/16/23 04:32AM]  [ 666 Coins ] Received item from Kandonas. Name: Antique Staff. Id: 23145, amount: 1	
[4/16/23 04:43AM]  [ You ] Received item from You2. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:43AM]  [ You2 ] Gave item to You. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:46AM]  [ Doppelganger ] Gave item to 666 Coins. Name: Tarn token. Id: 10835, amount: 160000	
[4/16/23 04:46AM]  [ Doppelganger ] Received item from 666 Coins. Name: Vote scroll. Id: 23020, amount: 8	
[4/16/23 04:46AM]  [ 666 Coins ] Gave item to Doppelganger. Name: Vote scroll. Id: 23020, amount: 8	
[4/16/23 04:46AM]  [ 666 Coins ] Received item from Doppelganger. Name: Tarn token. Id: 10835, amount: 160000	
[4/16/23 04:47AM]  [ Kebab ] Received item from 666 Coins. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/16/23 04:47AM]  [ Kebab ] Received item from 666 Coins. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 04:47AM]  [ Kebab ] Received item from 666 Coins. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 04:47AM]  [ Kebab ] Received item from 666 Coins. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 04:47AM]  [ Kebab ] Received item from 666 Coins. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 04:47AM]  [ 666 Coins ] Gave item to Kebab. Name: Nagi Ballista. Id: 21055, amount: 1	
[4/16/23 04:47AM]  [ 666 Coins ] Gave item to Kebab. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 04:47AM]  [ 666 Coins ] Gave item to Kebab. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 04:47AM]  [ 666 Coins ] Gave item to Kebab. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 04:47AM]  [ 666 Coins ] Gave item to Kebab. Name: Inferno Gloves. Id: 13302, amount: 1	
[4/16/23 04:49AM]  [ Kebab ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:49AM]  [ Kebab ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 04:49AM]  [ Rks ] Gave item to Kebab. Name: Tarn token. Id: 10835, amount: 40000	
[4/16/23 04:49AM]  [ Rks ] Received item from Kebab. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:50AM]  [ 666 Coins ] Gave item to Doppelganger. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 04:50AM]  [ 666 Coins ] Gave item to Doppelganger. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:50AM]  [ 666 Coins ] Received item from Doppelganger. Name: Antique Body. Id: 8817, amount: 1	
[4/16/23 04:50AM]  [ Doppelganger ] Gave item to 666 Coins. Name: Antique Body. Id: 8817, amount: 1	
[4/16/23 04:50AM]  [ Doppelganger ] Received item from 666 Coins. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 04:50AM]  [ Doppelganger ] Received item from 666 Coins. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:50AM]  [ Kebab ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:50AM]  [ Kebab ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:50AM]  [ Rks ] Gave item to Kebab. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:50AM]  [ Rks ] Received item from Kebab. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:51AM]  [ Skedesvamp ] Gave item to Bobby O. Name: Lava bones. Id: 2023, amount: 35	
[4/16/23 04:51AM]  [ Bobby O ] Received item from Skedesvamp. Name: Lava bones. Id: 2023, amount: 35	
[4/16/23 04:51AM]  [ Kandonas ] Gave item to 666 Coins. Name: Maze Helm. Id: 5420, amount: 1	
[4/16/23 04:51AM]  [ Kandonas ] Received item from 666 Coins. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 04:51AM]  [ 666 Coins ] Gave item to Kandonas. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 04:51AM]  [ 666 Coins ] Received item from Kandonas. Name: Maze Helm. Id: 5420, amount: 1	
[4/16/23 04:51AM]  [ Arab ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 04:51AM]  [ Arab ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 04:51AM]  [ Rks ] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 04:51AM]  [ Rks ] Received item from Arab. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 04:51AM]  [ Doppelganger ] Gave item to Bag. Name: Tarn token. Id: 10835, amount: 42240	
[4/16/23 04:51AM]  [ Doppelganger ] Received item from Bag. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:51AM]  [ Bag ] Gave item to Doppelganger. Name: Vote scroll. Id: 23020, amount: 2	
[4/16/23 04:51AM]  [ Bag ] Received item from Doppelganger. Name: Tarn token. Id: 10835, amount: 42240	
[4/16/23 04:51AM]  [ Skedesvamp ] Gave item to Don Diego. Name: Lava bones. Id: 2023, amount: 35	
[4/16/23 04:51AM]  [ Don Diego ] Received item from Skedesvamp. Name: Lava bones. Id: 2023, amount: 35	
[4/16/23 04:51AM]  [ Mad ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:51AM]  [ Mad ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:51AM]  [ Rks ] Gave item to Mad. Name: Tarn token. Id: 10835, amount: 60000	
[4/16/23 04:51AM]  [ Rks ] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:52AM]  [ Mad ] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 107968	
[4/16/23 04:52AM]  [ Arab ] Received item from Mad. Name: Tarn token. Id: 10835, amount: 107968	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Don Diego. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Don Diego. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Don Diego. Name: Coin. Id: 995, amount: 4514154	
[4/16/23 04:53AM]  [ Don Diego ] Gave item to Skedesvamp. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:53AM]  [ Don Diego ] Gave item to Skedesvamp. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 04:53AM]  [ Don Diego ] Gave item to Skedesvamp. Name: Coin. Id: 995, amount: 4514154	
[4/16/23 04:53AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Coin. Id: 995, amount: 12803434	
[4/16/23 04:53AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:53AM]  [ Bobby O ] Gave item to Skedesvamp. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Bobby O. Name: Coin. Id: 995, amount: 12803434	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Bobby O. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 04:53AM]  [ Skedesvamp ] Received item from Bobby O. Name: Forsaken Boots. Id: 14914, amount: 1	
[4/16/23 05:03AM]  [ Mad ] Gave item to Arab. Name: Coin. Id: 995, amount: 1903233	
[4/16/23 05:03AM]  [ Mad ] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 05:03AM]  [ Mad ] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 05:03AM]  [ Arab ] Received item from Mad. Name: Coin. Id: 995, amount: 1903233	
[4/16/23 05:03AM]  [ Arab ] Received item from Mad. Name: Tarn token. Id: 10835, amount: 50000	
[4/16/23 05:03AM]  [ Arab ] Received item from Mad. Name: Lava bones. Id: 2023, amount: 25	
[4/16/23 05:03AM]  [ Mad ] Gave item to Arab. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 05:03AM]  [ Arab ] Received item from Mad. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 05:16AM]  [ Djnj ] Gave item to Mike. Name: Tarn token. Id: 10835, amount: 12770	
[4/16/23 05:16AM]  [ Djnj ] Gave item to Mike. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 05:16AM]  [ Djnj ] Received item from Mike. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 05:16AM]  [ Mike ] Gave item to Djnj. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 05:16AM]  [ Mike ] Received item from Djnj. Name: Tarn token. Id: 10835, amount: 12770	
[4/16/23 05:16AM]  [ Mike ] Received item from Djnj. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 05:18AM]  [ Mike ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 05:18AM]  [ Mike ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 180342	
[4/16/23 05:18AM]  [ Rks ] Gave item to Mike. Name: Tarn token. Id: 10835, amount: 180342	
[4/16/23 05:18AM]  [ Rks ] Received item from Mike. Name: Vote scroll. Id: 23020, amount: 6	
[4/16/23 05:19AM]  [ Frailty ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 05:19AM]  [ Frailty ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 05:19AM]  [ Rks ] Gave item to Frailty. Name: Tarn token. Id: 10835, amount: 120000	
[4/16/23 05:19AM]  [ Rks ] Received item from Frailty. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 05:21AM]  [ Ruthie ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 05:21AM]  [ Ruthie ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 66000	
[4/16/23 05:21AM]  [ Rks ] Gave item to Ruthie. Name: Tarn token. Id: 10835, amount: 66000	
[4/16/23 05:21AM]  [ Rks ] Received item from Ruthie. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 05:32AM]  [ Mad ] Gave item to Arab. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 05:32AM]  [ Mad ] Gave item to Arab. Name: Coin. Id: 995, amount: 5113738	
[4/16/23 05:32AM]  [ Mad ] Gave item to Arab. Name: Lava bones. Id: 2023, amount: 465	
[4/16/23 05:32AM]  [ Arab ] Received item from Mad. Name: Tarn token. Id: 10835, amount: 30000	
[4/16/23 05:32AM]  [ Arab ] Received item from Mad. Name: Coin. Id: 995, amount: 5113738	
[4/16/23 05:32AM]  [ Arab ] Received item from Mad. Name: Lava bones. Id: 2023, amount: 465	
[4/16/23 05:39AM]  [ Mug ] Gave item to Esso. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 05:39AM]  [ Mug ] Received item from Esso. Name: Vote scroll. Id: 23020, amount: 1	
[4/16/23 05:39AM]  [ Esso ] Gave item to Mug. Name: Vote scroll. Id: 23020, amount: 1	
[4/16/23 05:39AM]  [ Esso ] Received item from Mug. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 06:00AM]  [ Cameron ] Gave item to Light. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:00AM]  [ Light ] Received item from Cameron. Name: Malvek Helm. Id: 19160, amount: 1	
[4/16/23 06:00AM]  [ Kriipz ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 06:00AM]  [ Kriipz ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 80610	
[4/16/23 06:00AM]  [ Rks ] Gave item to Kriipz. Name: Tarn token. Id: 10835, amount: 80610	
[4/16/23 06:00AM]  [ Rks ] Received item from Kriipz. Name: Vote scroll. Id: 23020, amount: 4	
[4/16/23 06:01AM]  [ Rks ] Gave item to Esso. Name: Tarn token. Id: 10835, amount: 115000	
[4/16/23 06:01AM]  [ Rks ] Received item from Esso. Name: Vote scroll. Id: 23020, amount: 5	
[4/16/23 06:01AM]  [ Esso ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 5	
[4/16/23 06:01AM]  [ Esso ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 115000	
[4/16/23 06:14AM]  [ Rks ] Gave item to Shaxx. Name: Tarn token. Id: 10835, amount: 65700	
[4/16/23 06:14AM]  [ Rks ] Received item from Shaxx. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 06:14AM]  [ Shaxx ] Gave item to Rks. Name: Vote scroll. Id: 23020, amount: 3	
[4/16/23 06:14AM]  [ Shaxx ] Received item from Rks. Name: Tarn token. Id: 10835, amount: 65700	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Sacred Helm. Id: 23134, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Maze Legs. Id: 5428, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Inferno Shield. Id: 13306, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Gave item to Skills. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 06:33AM]  [ Vibes ] Received item from Skills. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Gave item to Vibes. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Sacred Helm. Id: 23134, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Maze Legs. Id: 5428, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Inferno Shield. Id: 13306, amount: 1	
[4/16/23 06:33AM]  [ Skills ] Received item from Vibes. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Lava bones. Id: 2023, amount: 360	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Coin. Id: 995, amount: 4125467	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Tarn token. Id: 10835, amount: 678	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Sacred Helm. Id: 23134, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Inferno Shield. Id: 13306, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Maze Legs. Id: 5428, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Slayer ticket. Id: 5023, amount: 27	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Gave item to Vibes. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 06:41AM]  [ Skills ] Received item from Vibes. Name: AFK ticket. Id: 5020, amount: 790	
[4/16/23 06:41AM]  [ Skills ] Received item from Vibes. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Gave item to Skills. Name: AFK ticket. Id: 5020, amount: 790	
[4/16/23 06:41AM]  [ Vibes ] Gave item to Skills. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Lava bones. Id: 2023, amount: 360	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Coin. Id: 995, amount: 4125467	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Tarn token. Id: 10835, amount: 678	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Sacred Helm. Id: 23134, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Collector necklace. Id: 19886, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Nagi Body. Id: 21063, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Inferno Shield. Id: 13306, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Aberrant Ring. Id: 8335, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Inferno Boots. Id: 13305, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Maze Legs. Id: 5428, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Blurite Cape. Id: 20400, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Antique Bow. Id: 23144, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Sinful Gloves. Id: 12864, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Slayer ticket. Id: 5023, amount: 27	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Double DR Scroll 30 Minutes. Id: 15358, amount: 1	
[4/16/23 06:41AM]  [ Vibes ] Received item from Skills. Name: Double Damage Scroll 30 Minutes. Id: 15359, amount: 1	
[4/16/23 06:44AM]  [ You ] Gave item to Esso. Name: Emerald Coif. Id: 11001, amount: 1	
[4/16/23 06:44AM]  [ You ] Received item from Esso. Name: Tarn token. Id: 10835, amount: 80000	
[4/16/23 06:44AM]  [ Esso ] Gave item to You. Name: Tarn token. Id: 10835, amount: 80000	
[4/16/23 06:44AM]  [ Esso ] Received item from You. Name: Emerald Coif. Id: 11001, amount: 1	
[4/16/23 06:55AM]  [ Tarnow ] Gave item to Like My Peep. Name: Tarn token. Id: 10835, amount: 148394	
