[4/15/23 09:07AM] Gave item to Zshana. Name: Vote scroll. Id: 23020, amount: 1	
[4/27/23 07:41AM] Gave item to Ainokea. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/27/23 07:41AM] Received item from Ainokea. Name: Tarn token. Id: 10835, amount: 7500000	
[4/27/23 09:14AM] Received item from Walkchaos. Name: Progressive Box [T2]. Id: 10029, amount: 2	
[4/27/23 09:29AM] Gave item to Ruthie Afk. Name: Bronze pickaxe. Id: 1265, amount: 1	
[4/27/23 09:32AM] Gave item to Ruthie Afk. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/27/23 09:32AM] Gave item to Ruthie Afk. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/27/23 09:32AM] Gave item to Ruthie Afk. Name: Varthramoth Pet. Id: 19491, amount: 1	
[4/27/23 09:32AM] Gave item to Ruthie Afk. Name: Groudon Helm. Id: 21934, amount: 1	
[4/27/23 09:32AM] Gave item to Ruthie Afk. Name: AFK ticket. Id: 5020, amount: 322230	
[4/27/23 09:34AM] Gave item to Ruthie Afk. Name: Collector necklace. Id: 19886, amount: 1	
[4/27/23 10:13AM] Gave item to Elven. Name: Tarn token. Id: 10835, amount: 9000000	
[4/27/23 10:13AM] Received item from Elven. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 10:48AM] Gave item to Ruthie Afk. Name: Antique Boots. Id: 8820, amount: 1	
[4/27/23 11:13AM] Gave item to Inherited. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/27/23 11:13AM] Received item from Inherited. Name: Tarn token. Id: 10835, amount: 7596697	
[4/27/23 11:15AM] Gave item to Final Hour. Name: Solar Staff. Id: 22135, amount: 1	
[4/27/23 11:15AM] Received item from Final Hour. Name: Tarn token. Id: 10835, amount: 19000000	
[4/27/23 11:22AM] Gave item to Light. Name: Tarn token. Id: 10835, amount: 25000000	
[4/27/23 11:22AM] Received item from Light. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/27/23 11:46AM] Gave item to Voki. Name: Tarn token. Id: 10835, amount: 11895945	
[4/27/23 11:46AM] Received item from Voki. Name: White Wings. Id: 22166, amount: 1	
[4/27/23 11:46AM] Received item from Voki. Name: White Wings. Id: 22166, amount: 1	
[4/27/23 06:06PM] Gave item to Ruthie Afk. Name: Unknown Gloves. Id: 21046, amount: 1	
[4/27/23 06:35PM] Gave item to Sletje. Name: Owner's cape. Id: 7995, amount: 1	
[4/27/23 06:35PM] Received item from Sletje. Name: Tarn token. Id: 10835, amount: 9000000	
[4/27/23 06:52PM] Gave item to Sky. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/27/23 06:59PM] Gave item to Xenon. Name: Emerald Crossbow. Id: 8088, amount: 1	
[4/27/23 07:22PM] Gave item to Immortal. Name: Tarn token. Id: 10835, amount: 25000000	
[4/27/23 07:22PM] Received item from Immortal. Name: Deathbringer bow. Id: 12843, amount: 1	
[4/27/23 10:25PM] Gave item to 3. Name: Tarn token. Id: 10835, amount: 15000000	
[4/27/23 10:25PM] Received item from 3. Name: Black Goku Body. Id: 14446, amount: 1	
