[4/15/23 07:14AM] Received item from Suh. Name: Zinq legs. Id: 23052, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Owner's cape. Id: 7995, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Helm. Id: 21934, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Boots. Id: 3107, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Boots. Id: 3107, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Aura (T6). Id: 23049, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Rune platebody (h3). Id: 19489, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 09:49AM] Gave item to Princespeach. Name: Miner chestplate (rune). Id: 20586, amount: 1	
[4/21/23 09:51AM] Gave item to Princespeach. Name: Tarn token. Id: 10835, amount: 5000000	
[4/21/23 10:04AM] Gave item to Onlyfans. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 10:04AM] Received item from Onlyfans. Name: Tarn token. Id: 10835, amount: 38000000	
[4/21/23 10:45AM] Received item from Like My Peep. Name: Slayer ticket. Id: 5023, amount: 2000	
[4/21/23 10:46AM] Gave item to Princespeach. Name: Slayer ticket. Id: 5023, amount: 2000	
[4/21/23 10:53AM] Gave item to Princespeach. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 10:54AM] Gave item to Oblivion. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 10:55AM] Gave item to Princespeach. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 11:02AM] Gave item to Princespeach. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 11:02AM] Gave item to Princespeach. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 11:06AM] Received item from Princespeach. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/21/23 11:06AM] Received item from Princespeach. Name: Solar Staff. Id: 22135, amount: 1	
[4/21/23 11:06AM] Received item from Princespeach. Name: Goku Head. Id: 13323, amount: 1	
[4/21/23 11:06AM] Received item from Princespeach. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/21/23 11:37AM] Gave item to K8. Name: Groudon Boots. Id: 3107, amount: 1	
[4/21/23 11:37AM] Gave item to K8. Name: Groudon Staff. Id: 13640, amount: 1	
[4/21/23 11:37AM] Gave item to K8. Name: Groudon Aura. Id: 15448, amount: 1	
[4/21/23 11:37AM] Gave item to K8. Name: Groudon Shield. Id: 13964, amount: 1	
[4/21/23 11:37AM] Gave item to K8. Name: Black platebody (h4). Id: 19490, amount: 1	
[4/21/23 01:06PM] Received item from Onlyfans. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 01:07PM] Gave item to Like My Peep. Name: Yasuda Head. Id: 4075, amount: 1	
[4/21/23 01:07PM] Gave item to Like My Peep. Name: Yasuda Legs. Id: 3473, amount: 1	
[4/21/23 07:11PM] Received item from Redx12. Name: Executive Bow. Id: 5012, amount: 1	
[4/22/23 10:37AM] Gave item to Author. Name: Tarn token. Id: 10835, amount: 325122950	
[4/22/23 10:37AM] Gave item to Author. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 10:37AM] Gave item to Author. Name: Yasuda Head. Id: 4075, amount: 1	
[4/22/23 10:37AM] Gave item to Author. Name: Yasuda Wings. Id: 3470, amount: 1	
[4/22/23 10:37AM] Gave item to Author. Name: Owner's Sword. Id: 22229, amount: 1	
[4/22/23 10:37AM] Received item from Author. Name: Owner's Wings. Id: 22237, amount: 1	
[4/22/23 10:37AM] Received item from Author. Name: Owner's Staff. Id: 22230, amount: 1	
[4/22/23 10:56AM] Gave item to Saint Vains. Name: Fazula Staff. Id: 4071, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Infinite prayer potion (T3). Id: 23123, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Gladiator Gloves. Id: 15200, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Infinite overload potion (T1). Id: 23124, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Miner gauntlets (adamant). Id: 20590, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Solar Hood. Id: 15645, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Gladiator Shield. Id: 15008, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Collector ring. Id: 4446, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Groudon Boots. Id: 3107, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: Groudon Aura. Id: 15448, amount: 1	
[4/22/23 11:00AM] Gave item to Saint Vains. Name: $25 Bond. Id: 23058, amount: 2	
[4/22/23 12:42PM] Gave item to Oblivion. Name: $10 Bond. Id: 23057, amount: 6	
[4/22/23 12:42PM] Gave item to Oblivion. Name: $25 Bond. Id: 23058, amount: 11	
[4/22/23 12:42PM] Gave item to Oblivion. Name: $1 Scroll. Id: 10946, amount: 385	
[4/22/23 12:42PM] Received item from Oblivion. Name: Tarn token. Id: 10835, amount: 32400000	
[4/23/23 07:24AM] Gave item to Boms. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 07:24AM] Gave item to Boms. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 12:25PM] Gave item to 2147m. Name: Tarn token. Id: 10835, amount: 3000773	
[4/23/23 12:25PM] Received item from 2147m. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/23/23 12:25PM] Received item from 2147m. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/23/23 12:25PM] Gave item to Kalb. Name: Tarn token. Id: 10835, amount: 1533000	
[4/23/23 12:25PM] Received item from Kalb. Name: DMG Potion (Mortal). Id: 3090, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Aura. Id: 22238, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Yasuda Gloves. Id: 4085, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Staff. Id: 22230, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Legs. Id: 22234, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Boots. Id: 22235, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Body. Id: 22233, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Gold Enhancement. Id: 17391, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Collector Amulet III. Id: 18888, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Aura (T6). Id: 23049, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Owner's Wings. Id: 22237, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Zorbak's statuette. Id: 15585, amount: 1	
[4/26/23 08:12AM] Gave item to Shana. Name: Black Goku Head. Id: 14440, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: Soldier Lance. Id: 5730, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: Counter Token. Id: 13650, amount: 2180	
[4/26/23 08:13AM] Gave item to Shana. Name: Drop rate scroll. Id: 23174, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: $1 Scroll. Id: 10946, amount: 81	
[4/26/23 08:13AM] Gave item to Shana. Name: PvM Casket. Id: 2736, amount: 85	
[4/26/23 08:13AM] Gave item to Shana. Name: Death Ring. Id: 14353, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: Fazula Book. Id: 4072, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: Death Halo. Id: 14361, amount: 1	
[4/26/23 08:13AM] Gave item to Shana. Name: Coin. Id: 995, amount: 94720553	
[4/26/23 08:13AM] Gave item to Shana. Name: Tarn token. Id: 10835, amount: 220549542	
[4/26/23 08:13AM] Gave item to Shana. Name: Blood Enhancement. Id: 1857, amount: 1	
