[4/16/23 02:35AM] Received item from Mad. Name: Collector necklace. Id: 19886, amount: 1	
[4/23/23 02:55PM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/23/23 02:55PM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 6	
[4/23/23 02:55PM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 10	
[4/23/23 02:56PM] Gave item to Boms. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 02:56PM] Received item from Boms. Name: Yasuda Head. Id: 4075, amount: 1	
[4/23/23 02:58PM] Gave item to Boms. Name: Solar Robe Bottom. Id: 15647, amount: 1	
[4/23/23 02:58PM] Received item from Boms. Name: Tarn token. Id: 10835, amount: 1073332	
[4/23/23 04:03PM] Gave item to Inherited. Name: Tarn token. Id: 10835, amount: 15000000	
[4/23/23 04:03PM] Received item from Inherited. Name: Solar Staff. Id: 22135, amount: 1	
[4/23/23 04:09PM] Gave item to Norman. Name: Tarn token. Id: 10835, amount: 15000000	
[4/23/23 04:09PM] Received item from Norman. Name: Solar Hood. Id: 15645, amount: 1	
[4/23/23 04:35PM] Gave item to 3. Name: Nite Hammer. Id: 17698, amount: 1	
[4/23/23 04:35PM] Received item from 3. Name: Tarn token. Id: 10835, amount: 23000000	
[4/23/23 04:39PM] Gave item to 3. Name: Groudon Staff. Id: 13640, amount: 1	
[4/23/23 05:25PM] Gave item to Milner. Name: Tarn token. Id: 10835, amount: 8000000	
[4/23/23 05:25PM] Received item from Milner. Name: Solar Robe Top. Id: 15646, amount: 1	
[4/23/23 05:25PM] Gave item to Boms. Name: Solar Hood. Id: 15645, amount: 1	
[4/23/23 05:25PM] Received item from Boms. Name: Tarn token. Id: 10835, amount: 1000000	
[4/24/23 03:50AM] Gave item to Niels. Name: Owner's Wings. Id: 22237, amount: 1	
[4/24/23 03:50AM] Received item from Niels. Name: Owner's Helm. Id: 22232, amount: 1	
[4/24/23 05:07AM] Received item from Mad. Name: Vote scroll. Id: 23020, amount: 3	
[4/24/23 05:07AM] Received item from Mad. Name: $1 Scroll. Id: 10946, amount: 5	
[4/24/23 05:07AM] Received item from Palestine. Name: $1 Scroll. Id: 10946, amount: 5	
[4/24/23 05:07AM] Received item from Palestine. Name: Vote scroll. Id: 23020, amount: 3	
[4/24/23 05:09AM] Gave item to Milner. Name: Trinity prayer scroll. Id: 23166, amount: 1	
[4/24/23 05:09AM] Received item from Milner. Name: Tarn token. Id: 10835, amount: 5000933	
[4/24/23 05:29AM] Gave item to Xtc. Name: Tarn token. Id: 10835, amount: 10000000	
[4/24/23 05:29AM] Received item from Xtc. Name: Solar Staff. Id: 22135, amount: 1	
[4/24/23 07:36PM] Gave item to Electrik. Name: Tarn token. Id: 10835, amount: 200688	
[4/24/23 07:36PM] Received item from Electrik. Name: Vote scroll. Id: 23020, amount: 2	
[4/24/23 07:37PM] Gave item to Babayaga. Name: Tarn token. Id: 10835, amount: 1300000	
[4/24/23 07:37PM] Received item from Babayaga. Name: Vote scroll. Id: 23020, amount: 13	
[4/24/23 07:42PM] Gave item to Tuggy. Name: Tarn token. Id: 10835, amount: 600160	
[4/24/23 07:42PM] Received item from Tuggy. Name: Vote scroll. Id: 23020, amount: 6	
[4/25/23 04:07AM] Gave item to Kinda Savage. Name: Black Goku Body. Id: 14446, amount: 1	
[4/25/23 04:07AM] Gave item to Kinda Savage. Name: Black Goku Head. Id: 14440, amount: 1	
[4/25/23 04:07AM] Gave item to Kinda Savage. Name: Black Goku Legs. Id: 14438, amount: 1	
[4/25/23 04:07AM] Gave item to Kinda Savage. Name: Tarn token. Id: 10835, amount: 5000000	
[4/25/23 04:07AM] Received item from Kinda Savage. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 03:53PM] Gave item to Pleasuredom. Name: Solar Staff. Id: 22135, amount: 1	
[4/25/23 03:59PM] Gave item to Bulba. Name: Tarn token. Id: 10835, amount: 21775208	
[4/25/23 03:59PM] Received item from Bulba. Name: Solar Staff. Id: 22135, amount: 1	
