[4/17/23 12:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shellshocked	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:33PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:34PM] Player picked up item: Coin, id: 995, amount: 500, owner: Shellshocked	
[4/17/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shellshocked	
[4/17/23 01:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:49PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shellshocked	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:51PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:52PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:55PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shellshocked	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 600, owner: Shellshocked	
[4/17/23 01:56PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:56PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:57PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:58PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 01:59PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:00PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Shellshocked	
[4/17/23 02:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:01PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 1803485, owner: Shellshocked	
[4/17/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:03PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:04PM] Player picked up item: Coin, id: 995, amount: 700, owner: Shellshocked	
[4/17/23 02:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:13PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:16PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:17PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/17/23 02:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 01:31AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dopamine	
[4/18/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Shellshocked	
[4/18/23 01:42AM] Player picked up item: Coin, id: 995, amount: 2217809, owner: Shellshocked	
[4/18/23 01:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Shellshocked	
[4/18/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shellshocked	
[4/18/23 01:47AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Shellshocked	
[4/18/23 01:48AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shellshocked	
[4/18/23 01:48AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Shellshocked	
[4/18/23 01:49AM] Player picked up item: Coin, id: 995, amount: 4200, owner: Shellshocked	
[4/18/23 02:06AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Shellshocked	
[4/18/23 02:10AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Shellshocked	
[4/18/23 02:10AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Shellshocked	
[4/18/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 02:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shellshocked	
[4/18/23 02:23AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Shellshocked	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 1870531, owner: Shellshocked	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shellshocked	
[4/18/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shellshocked	
[4/18/23 02:42AM] Player picked up item: Coin, id: 995, amount: 3380325, owner: Shellshocked	
[4/18/23 02:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shellshocked	
[4/18/23 02:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shellshocked	
[4/18/23 02:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 02:48AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Shellshocked	
[4/18/23 02:50AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Shellshocked	
[4/18/23 02:50AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Shellshocked	
[4/18/23 02:58AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Shellshocked	
[4/18/23 02:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shellshocked	
[4/18/23 02:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shellshocked	
[4/18/23 03:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Shellshocked	
[4/18/23 03:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Shellshocked	
[4/18/23 03:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Shellshocked	
[4/18/23 03:09AM] Player picked up item: Mystic staff, id: 23026, amount: 1, owner: Shellshocked	
[4/18/23 08:10AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Shellshocked	
[4/18/23 08:12AM] Player picked up item: Coin, id: 995, amount: 1411476, owner: Shellshocked	
[4/18/23 08:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 08:22AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Shellshocked	
[4/18/23 08:27AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Shellshocked	
[4/18/23 08:27AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Shellshocked	
[4/18/23 08:27AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Shellshocked	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2120741, owner: Shellshocked	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 08:42AM] Player picked up item: Coin, id: 995, amount: 2018477, owner: Shellshocked	
[4/18/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shellshocked	
[4/18/23 10:23AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Shellshocked	
[4/18/23 10:24AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Shellshocked	
[4/18/23 10:25AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Shellshocked	
[4/18/23 10:26AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Shellshocked	
[4/18/23 10:36AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shellshocked	
[4/18/23 10:37AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Shellshocked	
[4/18/23 10:41AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 10:42AM] Player picked up item: Coin, id: 995, amount: 2577537, owner: Shellshocked	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shellshocked	
[4/18/23 10:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shellshocked	
[4/18/23 10:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shellshocked	
[4/18/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shellshocked	
[4/18/23 10:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shellshocked	
[4/18/23 10:50AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shellshocked	
[4/18/23 11:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Shellshocked	
[4/18/23 11:05AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 11:07AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 11:12AM] Player picked up item: Coin, id: 995, amount: 1696046, owner: Shellshocked	
[4/18/23 11:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 11:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Shellshocked	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shellshocked	
[4/18/23 11:42AM] Player picked up item: Coin, id: 995, amount: 2682064, owner: Shellshocked	
[4/18/23 11:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shellshocked	
[4/20/23 07:40PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Shellshocked	
