[4/16/23 05:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Winter	
[4/17/23 10:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 10:50AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Winter	
[4/17/23 10:50AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 10:53AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Winter	
[4/17/23 10:53AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:54AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:54AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 10:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Winter	
[4/17/23 10:57AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Winter	
[4/17/23 10:58AM] Player picked up item: Nagi Amulet, id: 21068, amount: 1, owner: Winter	
[4/17/23 10:58AM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Winter	
[4/17/23 10:58AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Winter	
[4/17/23 10:59AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 11:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 11:00AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 11:01AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 11:02AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 11:02AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Winter	
[4/17/23 11:02AM] Player picked up item: Coin, id: 995, amount: 15000, owner: Winter	
[4/17/23 11:03AM] Player picked up item: Coin, id: 995, amount: 2329884, owner: Winter	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Winter	
[4/17/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Winter	
[4/17/23 11:03AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Winter	
[4/17/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Winter	
[4/17/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Winter	
[4/17/23 11:06AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Winter	
[4/17/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Winter	
[4/17/23 11:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Winter	
[4/17/23 11:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Winter	
[4/17/23 11:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Winter	
[4/17/23 11:12AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Winter	
[4/17/23 11:13AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Winter	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:15AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Winter	
[4/17/23 11:16AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Winter	
[4/17/23 11:16AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Winter	
[4/17/23 11:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:17AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 11:18AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Winter	
[4/17/23 11:19AM] Player picked up item: Coin, id: 995, amount: 28000, owner: Winter	
[4/17/23 11:23AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Winter	
[4/17/23 12:58PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Winter	
[4/17/23 01:08PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Winter	
[4/17/23 01:22PM] Player picked up item: Nightmare helm, id: 23028, amount: 1, owner: Winter	
[4/17/23 01:24PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Winter	
[4/17/23 01:57PM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Winter	
[4/17/23 03:45PM] Player picked up item: Sacred Helm, id: 23134, amount: 1, owner: Winter	
[4/18/23 05:14PM] Player picked up item: Deviant Wings, id: 21024, amount: 1, owner: Winter	
[4/18/23 08:01PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Winter	
[4/21/23 11:08AM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Winter	
