[4/16/23 02:19AM] Player picked up item: Coin, id: 995, amount: 100, owner: Matt0804	
[4/16/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Matt0804	
[4/16/23 05:57PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Matt0804	
[4/16/23 05:57PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Matt0804	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Matt0804	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Matt0804	
[4/16/23 05:58PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Matt0804	
[4/16/23 05:58PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Matt0804	
[4/16/23 05:58PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Matt0804	
[4/17/23 09:37AM] Player picked up item: Agumon Bow, id: 22155, amount: 1, owner: The Chins	
[4/17/23 09:37AM] Player picked up item: $10 Bond, id: 23057, amount: 50000000, owner: The Chins	
[4/21/23 12:56PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/21/23 12:56PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Asquad	
[4/22/23 11:23AM] Player picked up item: Clean Turmeric, id: 922, amount: 1, owner: Roe	
[4/22/23 02:05PM] Player picked up item: Super restore (4), id: 3024, amount: 1, owner: Matt0804	
