[4/16/23 11:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:48AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 06:53AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Cd Black	
[4/17/23 08:11AM] Player picked up item: Coin, id: 995, amount: 2046856, owner: Cd Black	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cd Black	
[4/17/23 08:14AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cd Black	
[4/17/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:14AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cd Black	
[4/17/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Coin, id: 995, amount: 700, owner: Cd Black	
[4/17/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:17AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cd Black	
[4/17/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 08:17AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Cd Black	
[4/17/23 08:18AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Cd Black	
[4/17/23 08:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:18AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Cd Black	
[4/17/23 08:19AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:20AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Coin, id: 995, amount: 800, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Cd Black	
[4/17/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 7200, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cd Black	
[4/17/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:31AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cd Black	
[4/17/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 08:31AM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 900, owner: Cd Black	
[4/17/23 01:53PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Cd Black	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cd Black	
[4/17/23 01:55PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Cd Black	
[4/17/23 01:56PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Cd Black	
[4/17/23 01:58PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Cd Black	
[4/17/23 02:00PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Cd Black	
[4/17/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cd Black	
[4/17/23 02:02PM] Player picked up item: Coin, id: 995, amount: 1123171, owner: Cd Black	
[4/17/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cd Black	
[4/17/23 07:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Cd Black	
[4/17/23 07:22PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Cd Black	
[4/17/23 07:22PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Cd Black	
[4/17/23 07:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sharpy0123	
[4/17/23 07:40PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sharpy0123	
[4/17/23 07:40PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sharpy0123	
[4/17/23 07:40PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sharpy0123	
[4/17/23 07:45PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cd Black	
[4/18/23 08:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Cd Black	
[4/18/23 08:38AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Cd Black	
[4/18/23 08:45AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cd Black	
[4/21/23 12:26AM] Player picked up item: Adamant platebody (h2), id: 19485, amount: 1, owner: Entropy	
