[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mex	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:09PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/19/23 01:10PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mex	
[4/19/23 01:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:12PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:14PM] Player picked up item: Coin, id: 995, amount: 1804892, owner: Mex	
[4/19/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mex	
[4/19/23 01:16PM] Player picked up item: Coin, id: 995, amount: 2383189, owner: Mex	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Mex	
[4/19/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Mex	
[4/19/23 01:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:18PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:19PM] Player picked up item: Coin, id: 995, amount: 900, owner: Mex	
[4/19/23 01:21PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mex	
[4/19/23 01:21PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mex	
[4/19/23 01:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mex	
[4/19/23 01:23PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mex	
[4/23/23 01:22PM] Player picked up item: Tormented Helm, id: 21036, amount: 1, owner: Mex	
[4/23/23 08:12PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Mex	
[4/23/23 10:13PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Entropy	
[4/25/23 08:16PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Mex	
[4/25/23 08:16PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Mex	
