[4/15/23 02:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 06:24AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:25AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:25AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:25AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:25AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:26AM] Player picked up item: Abyssal whip, id: 4151, amount: 1, owner: Ao	
[4/15/23 06:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Ao	
[4/15/23 06:34AM] Player picked up item: Revenant Body, id: 18001, amount: 1, owner: Ao	
[4/15/23 06:40AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ao	
[4/15/23 06:40AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ao	
[4/15/23 06:41AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Ao	
[4/15/23 06:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/15/23 06:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ao	
[4/15/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 06:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 06:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/15/23 07:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ao	
[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/15/23 07:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/15/23 07:06AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Ao	
[4/15/23 07:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ao	
[4/17/23 08:23AM] Player picked up item: Group Ironman's Aura, id: 22118, amount: 1, owner: Aogim	
[4/17/23 09:39AM] Player picked up item: $10 Bond, id: 23057, amount: 50000000, owner: The Chins	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Proxy	
[4/17/23 07:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Proxy	
[4/17/23 07:35PM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Proxy	
[4/17/23 10:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: X	
[4/18/23 06:26PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Ao	
[4/18/23 06:26PM] Player picked up item: Aberrant Boots, id: 8334, amount: 1, owner: Ao	
[4/19/23 04:23PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/19/23 04:58PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
