[4/17/23 01:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:40AM] Player picked up item: Coin, id: 995, amount: 1999622, owner: Redx12	
[4/17/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:42AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:43AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:51AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:54AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:56AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:57AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 02:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:01AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:03AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 700, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:11AM] Player picked up item: Coin, id: 995, amount: 1218970, owner: Redx12	
[4/17/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Redx12	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:12AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Redx12	
[4/17/23 03:12AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 800, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
[4/17/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Redx12	
