[4/18/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Vaasje	
[4/19/23 07:48AM] Player picked up item: Coin, id: 995, amount: 1084250, owner: Vaasje	
[4/19/23 07:48AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 07:50AM] Player picked up item: Coin, id: 995, amount: 3340882, owner: Vaasje	
[4/19/23 07:50AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaasje	
[4/19/23 07:52AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaasje	
[4/19/23 07:52AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaasje	
[4/19/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaasje	
[4/19/23 07:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaasje	
[4/19/23 08:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/19/23 08:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Vaasje	
[4/19/23 08:17AM] Player picked up item: Coin, id: 995, amount: 2281902, owner: Vaasje	
[4/19/23 08:17AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 10:17AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Vaasje	
[4/19/23 10:20AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Vaasje	
[4/19/23 10:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/19/23 10:28AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/19/23 10:28AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Vaasje	
[4/19/23 10:29AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/19/23 10:29AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaasje	
[4/19/23 10:31AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/19/23 10:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 10:33AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/19/23 10:34AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/19/23 10:40AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Vaasje	
[4/19/23 10:42AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Vaasje	
[4/19/23 10:42AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Vaasje	
[4/19/23 10:43AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaasje	
[4/19/23 10:45AM] Player picked up item: Coin, id: 995, amount: 1460728, owner: Vaasje	
[4/19/23 10:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 10:47AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaasje	
[4/19/23 10:47AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Vaasje	
[4/19/23 10:47AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Vaasje	
[4/19/23 10:47AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Vaasje	
[4/19/23 10:47AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Vaasje	
[4/19/23 10:51AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/19/23 10:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/19/23 10:53AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/19/23 10:54AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Vaasje	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Vaasje	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Vaasje	
[4/19/23 10:55AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Vaasje	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vaasje	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Vaasje	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/19/23 10:56AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Vaasje	
[4/19/23 10:59AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Vaasje	
[4/19/23 11:06AM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Vaasje	
[4/19/23 11:07AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Vaasje	
[4/19/23 11:07AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Vaasje	
[4/19/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Vaasje	
[4/19/23 11:09AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Vaasje	
[4/19/23 11:15AM] Player picked up item: Coin, id: 995, amount: 1523379, owner: Vaasje	
[4/19/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 11:17AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Vaasje	
[4/19/23 11:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Vaasje	
[4/19/23 11:25AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Vaasje	
[4/19/23 11:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaasje	
[4/19/23 11:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaasje	
[4/19/23 11:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Vaasje	
[4/19/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/19/23 11:33AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Vaasje	
[4/19/23 11:37AM] Player picked up item: Coin, id: 995, amount: 800, owner: Vaasje	
[4/19/23 11:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Vaasje	
[4/19/23 11:44AM] Player picked up item: Coin, id: 995, amount: 2448196, owner: Vaasje	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 11:45AM] Player picked up item: Vial, id: 229, amount: 1, owner: Vaasje	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaasje	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Vaasje	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaasje	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaasje	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaasje	
[4/19/23 11:48AM] Player picked up item: Tormented Sword, id: 21048, amount: 1, owner: Vaasje	
[4/19/23 11:50AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Vaasje	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Vaasje	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 40000, owner: Vaasje	
[4/19/23 11:53AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaasje	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Vaasje	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Vaasje	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 50000, owner: Vaasje	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaasje	
[4/19/23 11:56AM] Player picked up item: Coin, id: 995, amount: 40000, owner: Vaasje	
[4/19/23 11:56AM] Player picked up item: Antique Boots, id: 8820, amount: 1, owner: Vaasje	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Vaasje	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 40000, owner: Vaasje	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 30000, owner: Vaasje	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 20000, owner: Vaasje	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Vaasje	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaasje	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaasje	
[4/19/23 12:00PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Vaasje	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 50000, owner: Vaasje	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 60000, owner: Vaasje	
[4/19/23 12:03PM] Player picked up item: Inferno Gloves, id: 13302, amount: 1, owner: Vaasje	
[4/19/23 12:07PM] Player picked up item: Coin, id: 995, amount: 72000, owner: Vaasje	
[4/19/23 12:07PM] Player picked up item: Coin, id: 995, amount: 72000, owner: Vaasje	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Vaasje	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Vaasje	
[4/19/23 12:11PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Vaasje	
[4/19/23 12:12PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Gekyume	
[4/19/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2185363, owner: Vaasje	
[4/19/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Vaasje	
[4/19/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Vaasje	
[4/19/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Vaasje	
[4/19/23 12:17PM] Player picked up item: Coin, id: 995, amount: 3805275, owner: Vaasje	
[4/19/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Vaasje	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Vaasje	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Vaasje	
[4/19/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Vaasje	
[4/19/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Vaasje	
[4/19/23 12:21PM] Player picked up item: Spoolwood, id: 942, amount: 1, owner: Nky	
[4/24/23 06:38AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
