[4/15/23 04:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 12:25PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Boterkoek	
[4/15/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boterkoek	
[4/15/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1140021, owner: Boterkoek	
[4/15/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Boterkoek	
[4/15/23 12:30PM] Player picked up item: Coin, id: 995, amount: 2713644, owner: Boterkoek	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Boterkoek	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Boterkoek	
[4/15/23 12:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Boterkoek	
[4/15/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Boterkoek	
[4/15/23 12:31PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Boterkoek	
[4/15/23 12:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 12:51PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Boterkoek	
[4/15/23 12:51PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Boterkoek	
[4/15/23 12:51PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Boterkoek	
[4/15/23 12:52PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Boterkoek	
[4/15/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 12:57PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Boterkoek	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Boterkoek	
[4/15/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Boterkoek	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 2147478, owner: Boterkoek	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Boterkoek	
[4/15/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boterkoek	
[4/15/23 01:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 01:03PM] Player picked up item: Nightmare boots, id: 23032, amount: 1, owner: Boterkoek	
[4/15/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Boterkoek	
[4/15/23 01:08PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Boterkoek	
[4/15/23 01:08PM] Player picked up item: Nightmare hammers, id: 23033, amount: 1, owner: Boterkoek	
[4/15/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Boterkoek	
[4/15/23 01:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Boterkoek	
[4/15/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Boterkoek	
[4/15/23 01:16PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Boterkoek	
[4/15/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boterkoek	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Boterkoek	
[4/15/23 01:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Boterkoek	
[4/15/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Boterkoek	
[4/15/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Boterkoek	
[4/15/23 01:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Boterkoek	
[4/15/23 01:24PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boterkoek	
[4/15/23 01:27PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Boterkoek	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1974253, owner: Boterkoek	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Boterkoek	
[4/15/23 01:30PM] Player picked up item: Coin, id: 995, amount: 2830142, owner: Boterkoek	
[4/15/23 01:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Boterkoek	
[4/15/23 01:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Boterkoek	
[4/15/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Boterkoek	
[4/15/23 01:31PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Boterkoek	
[4/15/23 01:32PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Boterkoek	
[4/15/23 01:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boterkoek	
[4/15/23 01:40PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Boterkoek	
[4/15/23 01:43PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Boterkoek	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Boterkoek	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Boterkoek	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Boterkoek	
[4/15/23 01:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Boterkoek	
[4/15/23 01:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Boterkoek	
[4/15/23 01:55PM] Player picked up item: Clean Cardamon, id: 789, amount: 1, owner: Boterkoek	
[4/16/23 07:59AM] Player picked up item: Phranium, id: 1009, amount: 1, owner: Boterkoek	
[4/16/23 07:59AM] Player picked up item: Ambrosia, id: 1019, amount: 1, owner: Boterkoek	
[4/16/23 07:59AM] Player picked up item: Clean Larith, id: 777, amount: 1, owner: Boterkoek	
[4/16/23 07:59AM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Boterkoek	
[4/16/23 07:59AM] Player picked up item: Clean Verinise, id: 815, amount: 1, owner: Boterkoek	
[4/18/23 04:03AM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Boterkoek	
