[4/15/23 04:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: X	
[4/15/23 06:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: X	
[4/15/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/15/23 06:26PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 06:27PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 06:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:31PM] Player picked up item: Coin, id: 995, amount: 500, owner: X	
[4/15/23 06:32PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:32PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: X	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:34PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/15/23 06:35PM] Player picked up item: Coin, id: 995, amount: 1800, owner: X	
[4/15/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/15/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/15/23 06:38PM] Player picked up item: Coin, id: 995, amount: 2400, owner: X	
[4/15/23 06:38PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: X	
[4/15/23 06:38PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: X	
[4/15/23 06:38PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: X	
[4/15/23 06:40PM] Player picked up item: Coin, id: 995, amount: 600, owner: X	
[4/15/23 06:41PM] Player picked up item: Coin, id: 995, amount: 1200, owner: X	
[4/15/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/15/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/16/23 03:15PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: X	
[4/16/23 03:16PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: X	
[4/16/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: X	
[4/16/23 03:17PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: X	
[4/16/23 03:22PM] Player picked up item: Coin, id: 995, amount: 2000, owner: X	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: X	
[4/16/23 03:24PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: X	
[4/16/23 03:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: X	
[4/16/23 03:25PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: X	
[4/16/23 03:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/16/23 03:41PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/16/23 03:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 9000, owner: X	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: X	
[4/16/23 03:42PM] Player picked up item: Coin, id: 995, amount: 3000, owner: X	
[4/16/23 03:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: X	
[4/16/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: X	
[4/16/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: X	
[4/16/23 08:07PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: X	
[4/17/23 11:59AM] Player picked up item: Starter Staff, id: 22092, amount: 1, owner: Froggers	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 980, owner: Entropy	
[4/17/23 12:36PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Cookie	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 05:39PM] Player picked up item: Vial, id: 229, amount: 1, owner: X	
[4/17/23 05:53PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Pokker	
