[4/20/23 11:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:37AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rob	
[4/21/23 09:39AM] Player picked up item: Coin, id: 995, amount: 700, owner: Rob	
[4/21/23 09:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:40AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Rob	
[4/21/23 09:40AM] Player picked up item: Coin, id: 995, amount: 700, owner: Rob	
[4/21/23 09:44AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Rob	
[4/21/23 09:45AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rob	
[4/21/23 09:45AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rob	
[4/21/23 09:46AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rob	
[4/21/23 09:50AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Rob	
[4/21/23 09:50AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Rob	
[4/21/23 09:50AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rob	
[4/21/23 09:51AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rob	
[4/21/23 09:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rob	
[4/21/23 09:56AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Rob	
[4/21/23 09:57AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rob	
[4/21/23 10:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Rob	
[4/21/23 10:01AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rob	
[4/21/23 10:01AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Rob	
[4/21/23 10:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rob	
[4/21/23 10:11AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Rob	
[4/21/23 10:35AM] Player picked up item: Coin, id: 995, amount: 3598759, owner: Rob	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rob	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Rob	
[4/21/23 10:35AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Rob	
[4/21/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rob	
[4/21/23 10:57AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Rob	
[4/21/23 10:57AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Rob	
[4/22/23 03:25AM] Player picked up item: Forsaken Helm, id: 14910, amount: 1, owner: Rob	
[4/22/23 03:12PM] Player picked up item: Sinful Bottom, id: 14734, amount: 1, owner: Rob	
