[4/15/23 06:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ruthie	
[4/15/23 08:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:11PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:12PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:13PM] Player picked up item: Coin, id: 995, amount: 600, owner: Ruthie	
[4/15/23 08:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ruthie	
[4/15/23 08:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ruthie	
[4/15/23 08:15PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ruthie	
[4/15/23 08:15PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ruthie	
[4/15/23 08:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:18PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 700, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ruthie	
[4/15/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:22PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ruthie	
[4/15/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:23PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ruthie	
[4/15/23 08:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Ruthie	
[4/15/23 08:28PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:30PM] Player picked up item: Coin, id: 995, amount: 2488315, owner: Ruthie	
[4/15/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:32PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:40PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ruthie	
[4/15/23 08:41PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ruthie	
[4/15/23 08:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:00PM] Player picked up item: Coin, id: 995, amount: 1673103, owner: Ruthie	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ruthie	
[4/15/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ruthie	
[4/15/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:05PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruthie	
[4/15/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:07PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:08PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ruthie	
[4/15/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:10PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:11PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:11PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:13PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruthie	
[4/15/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruthie	
