[4/15/23 04:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Asoich	
[4/15/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Asoich	
[4/15/23 08:56AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Asoich	
[4/15/23 08:56AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Asoich	
[4/15/23 08:56AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Asoich	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1262606, owner: Asoich	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Asoich	
[4/15/23 11:46AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Asoich	
[4/15/23 11:47AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Asoich	
[4/15/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Bookie	
[4/18/23 01:28PM] Player picked up item: Emerald Chaps, id: 11003, amount: 1, owner: Asoich	
