[4/15/23 12:05AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kebintea	
[4/21/23 12:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/21/23 12:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 12:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 12:09AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kebintea	
[4/21/23 12:34AM] Player picked up item: Coin, id: 995, amount: 1119160, owner: Kebintea	
[4/21/23 12:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Kebintea	
[4/21/23 12:36AM] Player picked up item: Coin, id: 995, amount: 4252059, owner: Kebintea	
[4/21/23 12:36AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kebintea	
[4/21/23 12:38AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kebintea	
[4/21/23 12:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kebintea	
[4/21/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kebintea	
[4/21/23 12:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kebintea	
[4/21/23 12:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 09:39AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kebintea	
[4/21/23 09:40AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/21/23 09:40AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kebintea	
[4/21/23 09:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 09:55AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Kebintea	
[4/21/23 09:57AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kebintea	
[4/21/23 09:57AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kebintea	
[4/21/23 10:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 10:02AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
[4/21/23 10:04AM] Player picked up item: Coin, id: 995, amount: 1284689, owner: Kebintea	
[4/21/23 10:04AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kebintea	
[4/21/23 10:06AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Kebintea	
[4/21/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kebintea	
[4/21/23 10:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kebintea	
