[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Kingrock	
[4/15/23 12:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 12:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 12:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kingrock	
[4/15/23 12:44PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kingrock	
[4/15/23 12:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kingrock	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kingrock	
[4/15/23 12:58PM] Player picked up item: Coin, id: 995, amount: 19000, owner: Kingrock	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1308807, owner: Kingrock	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kingrock	
[4/15/23 01:15PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:16PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Kingrock	
[4/15/23 01:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kingrock	
[4/15/23 01:18PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 01:19PM] Player picked up item: Patience boots, id: 23038, amount: 1, owner: Kingrock	
[4/15/23 01:19PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:21PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Kingrock	
[4/15/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 01:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:23PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:24PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 01:25PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1324318, owner: Kingrock	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kingrock	
[4/15/23 02:02PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kingrock	
[4/15/23 02:02PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kingrock	
[4/15/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:08PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kingrock	
[4/15/23 02:08PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Kingrock	
[4/15/23 02:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:12PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Kingrock	
[4/15/23 02:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:14PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kingrock	
[4/15/23 02:15PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Kingrock	
[4/15/23 02:18PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Kingrock	
[4/15/23 02:18PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kingrock	
[4/15/23 02:18PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Kingrock	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kingrock	
[4/15/23 02:19PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:20PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kingrock	
[4/15/23 02:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 02:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kingrock	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kingrock	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Kingrock	
[4/15/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kingrock	
[4/15/23 02:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kingrock	
[4/15/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kingrock	
[4/15/23 02:37PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kingrock	
[4/15/23 02:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kingrock	
[4/15/23 02:40PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 02:41PM] Player picked up item: Vial, id: 229, amount: 1, owner: Kingrock	
[4/15/23 02:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kingrock	
[4/15/23 02:44PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kingrock	
[4/15/23 02:44PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kingrock	
[4/15/23 02:46PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kingrock	
[4/15/23 02:48PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kingrock	
[4/15/23 02:50PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kingrock	
[4/15/23 02:50PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Kingrock	
[4/15/23 02:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Kingrock	
[4/15/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Kingrock	
[4/15/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kingrock	
[4/15/23 02:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kingrock	
[4/15/23 02:51PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Kingrock	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Krafty	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Krafty	
[4/17/23 12:19PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Krafty	
[4/17/23 12:28PM] Player picked up item: Sinful Boots, id: 10865, amount: 1, owner: Jroc	
[4/17/23 12:28PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Jroc	
[4/17/23 04:07PM] Player picked up item: Emerald Coif, id: 11001, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Crossbow, id: 8088, amount: 1, owner: Like My Peep	
[4/17/23 04:07PM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/18/23 02:40PM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Era	
[4/18/23 03:48PM] Player picked up item: Godly Helm, id: 14050, amount: 1, owner: Like My Peep	
[4/18/23 03:50PM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Wizzy	
[4/18/23 10:10PM] Player picked up item: Executive Gloves, id: 8273, amount: 1, owner: Kingrock	
[4/19/23 12:37PM] Player picked up item: Unknown Helm, id: 21042, amount: 1, owner: Kingrock	
[4/20/23 09:52PM] Player picked up item: Clean Verinise, id: 815, amount: 1, owner: Beastthao	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:58AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
[4/21/23 04:59AM] Player picked up item: Solar Robe Bottom, id: 15647, amount: 1, owner: Like My Peep	
