[4/15/23 05:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Plebo	
[4/15/23 09:11AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Plebo	
[4/15/23 09:11AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Plebo	
[4/15/23 09:13AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Plebo	
[4/15/23 09:13AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Plebo	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2340258, owner: Plebo	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Plebo	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 3154173, owner: Plebo	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Plebo	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Plebo	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Plebo	
[4/15/23 09:39AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Plebo	
[4/15/23 09:51AM] Player picked up item: Coin, id: 995, amount: 13000, owner: Plebo	
[4/15/23 09:51AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Plebo	
[4/15/23 02:00PM] Player picked up item: Aberrant Gloves, id: 11140, amount: 1, owner: Plebo	
