[4/16/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:37PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:38PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:40PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:43PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:43PM] Player picked up item: Coin, id: 995, amount: 900, owner: Deadlyhorror	
[4/16/23 02:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:44PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:45PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:47PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Deadlyhorror	
[4/16/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Deadlyhorror	
[4/16/23 02:54PM] Player picked up item: Coin, id: 995, amount: 1515091, owner: Deadlyhorror	
[4/16/23 02:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Deadlyhorror	
