[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:36AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:37AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 01:38AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Peez	
[4/21/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 01:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 01:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 01:44AM] Player picked up item: Coin, id: 995, amount: 5000, owner: Peez	
[4/21/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Peez	
[4/21/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 01:47AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Peez	
[4/21/23 01:47AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 01:47AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Peez	
[4/21/23 01:48AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Peez	
[4/21/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:50AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Peez	
[4/21/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 01:51AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 01:51AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 01:53AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Peez	
[4/21/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Peez	
[4/21/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Peez	
[4/21/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:55AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 01:57AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Peez	
[4/21/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 01:58AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 01:58AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 02:00AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 02:00AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 02:01AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 02:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:03AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 02:07AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 02:07AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 02:08AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:08AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:09AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:09AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 02:10AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:11AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 02:11AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:12AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 02:15AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 02:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:16AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 02:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:19AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Peez	
[4/21/23 02:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 02:20AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 02:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 02:29AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Peez	
[4/21/23 02:29AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Peez	
[4/21/23 02:34AM] Player picked up item: Coin, id: 995, amount: 1532008, owner: Peez	
[4/21/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Peez	
[4/21/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Peez	
[4/21/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Peez	
[4/21/23 02:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peez	
[4/21/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peez	
[4/21/23 02:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peez	
[4/21/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 02:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:45AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:47AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 02:48AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Peez	
[4/21/23 02:48AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 02:49AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:50AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:50AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 02:51AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 02:51AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 02:52AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 02:53AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:53AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 02:54AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 02:55AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:05AM] Player picked up item: Coin, id: 995, amount: 1769158, owner: Peez	
[4/21/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peez	
[4/21/23 03:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:08AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 03:09AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Peez	
[4/21/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 03:10AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 03:10AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 03:11AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:11AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 03:12AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 03:12AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 03:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 03:16AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 03:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 03:22AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:23AM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Peez	
[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 03:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:30AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Peez	
[4/21/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Peez	
[4/21/23 03:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Peez	
[4/21/23 03:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Peez	
[4/21/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Peez	
[4/21/23 03:32AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:32AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:32AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/21/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Peez	
[4/21/23 03:37AM] Player picked up item: Coin, id: 995, amount: 2436370, owner: Peez	
[4/21/23 03:37AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Peez	
[4/21/23 03:40AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Peez	
[4/21/23 03:40AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Peez	
[4/21/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Peez	
[4/21/23 03:41AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/21/23 03:42AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Peez	
[4/21/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Peez	
[4/21/23 03:42AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Peez	
[4/21/23 03:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Peez	
[4/21/23 03:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Peez	
[4/24/23 09:23AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Peez	
[4/24/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/24/23 09:23AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Peez	
[4/24/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Peez	
[4/24/23 09:32AM] Player picked up item: Coin, id: 995, amount: 1297762, owner: Peez	
[4/24/23 09:32AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peez	
[4/24/23 09:33AM] Player picked up item: Coin, id: 995, amount: 3646247, owner: Peez	
[4/24/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Peez	
[4/24/23 09:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Peez	
[4/24/23 09:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Peez	
[4/24/23 09:49AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Peez	
[4/24/23 09:50AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Peez	
[4/24/23 09:54AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Peez	
[4/24/23 10:02AM] Player picked up item: Coin, id: 995, amount: 2124687, owner: Peez	
[4/24/23 10:02AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Peez	
[4/24/23 10:21AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Peez	
