[4/20/23 04:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 07:10PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Draculaura	
[4/20/23 07:10PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Draculaura	
[4/20/23 07:12PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 54000, owner: Draculaura	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Draculaura	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:13PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Draculaura	
[4/20/23 07:14PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Draculaura	
[4/20/23 07:14PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:14PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:19PM] Player picked up item: Unknown Cape, id: 21045, amount: 1, owner: Draculaura	
[4/20/23 07:20PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:20PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:20PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:20PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:21PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:23PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Draculaura	
[4/20/23 07:23PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:23PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:24PM] Player picked up item: Sinful Hat, id: 14733, amount: 1, owner: Draculaura	
[4/20/23 07:24PM] Player picked up item: Sinful Hat, id: 14733, amount: 1, owner: Draculaura	
[4/20/23 07:24PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Draculaura	
[4/20/23 07:24PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Draculaura	
[4/20/23 07:24PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 27000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:32PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:32PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:32PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Draculaura	
[4/20/23 07:32PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Draculaura	
[4/20/23 07:33PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:33PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:33PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:33PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:35PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/20/23 07:44PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Draculaura	
[4/21/23 07:58AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Draculaura	
[4/21/23 07:58AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Draculaura	
[4/21/23 08:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Draculaura	
