[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fairy	
[4/21/23 11:32PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:36PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/21/23 11:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/21/23 11:37PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:38PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fairy	
[4/21/23 11:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Fairy	
[4/21/23 11:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fairy	
[4/21/23 11:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fairy	
[4/21/23 11:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:41PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:41PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fairy	
[4/21/23 11:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:43PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/21/23 11:43PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/21/23 11:43PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Fairy	
[4/21/23 11:43PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:43PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:44PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:45PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:45PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/21/23 11:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Fairy	
[4/21/23 11:45PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Fairy	
[4/21/23 11:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/21/23 11:50PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/21/23 11:50PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/21/23 11:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/21/23 11:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:15AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fairy	
[4/22/23 12:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fairy	
[4/22/23 12:19AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fairy	
[4/22/23 12:19AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:19AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Fairy	
[4/22/23 12:19AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Fairy	
[4/22/23 12:19AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fairy	
[4/22/23 12:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:20AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:20AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:22AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fairy	
[4/22/23 12:23AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:24AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:26AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Fairy	
[4/22/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/22/23 12:27AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:27AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fairy	
[4/22/23 12:28AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:28AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:29AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:29AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 12:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:29AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Fairy	
[4/22/23 12:30AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fairy	
[4/22/23 04:13PM] Player picked up item: PvM Casket, id: 2736, amount: 1, owner: Fairy	
