[4/19/23 12:37PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tera Wrist	
[4/19/23 05:04PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tera Wrist	
[4/19/23 05:05PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tera Wrist	
[4/19/23 05:05PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:05PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Tera Wrist	
[4/19/23 05:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 05:05PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tera Wrist	
[4/19/23 05:08PM] Player picked up item: Inferno Legs, id: 13304, amount: 1, owner: Tera Wrist	
[4/19/23 05:12PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Tera Wrist	
[4/19/23 05:12PM] Player picked up item: Nagi Boots, id: 21067, amount: 1, owner: Tera Wrist	
[4/19/23 05:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Tera Wrist	
[4/19/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tera Wrist	
[4/19/23 05:14PM] Player picked up item: Coin, id: 995, amount: 1150769, owner: Tera Wrist	
[4/19/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 05:23PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Tera Wrist	
[4/19/23 05:23PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Tera Wrist	
[4/19/23 05:23PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Tera Wrist	
[4/19/23 05:23PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:23PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:24PM] Player picked up item: Nagi Helm, id: 21062, amount: 1, owner: Tera Wrist	
[4/19/23 05:25PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 35000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Tera Wrist	
[4/19/23 05:27PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:28PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Tera Wrist	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 45000, owner: Tera Wrist	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Tera Wrist	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 35000, owner: Tera Wrist	
[4/19/23 05:29PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Tormented Helm, id: 21036, amount: 1, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:34PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:35PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Tormented Cape, id: 21039, amount: 1, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:36PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:37PM] Player picked up item: Coin, id: 995, amount: 54000, owner: Tera Wrist	
[4/19/23 05:37PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:38PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:38PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:38PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 05:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tera Wrist	
[4/19/23 05:39PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:40PM] Player picked up item: Coin, id: 995, amount: 36000, owner: Tera Wrist	
[4/19/23 05:40PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:40PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:41PM] Player picked up item: Tormented Legs, id: 21038, amount: 1, owner: Tera Wrist	
[4/19/23 05:41PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Tera Wrist	
[4/19/23 05:42PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tera Wrist	
[4/19/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tera Wrist	
[4/19/23 05:55PM] Player picked up item: Coin, id: 995, amount: 7000, owner: Tera Wrist	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Tera Wrist	
[4/19/23 05:56PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:15PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tera Wrist	
[4/19/23 06:16PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tera Wrist	
[4/19/23 06:17PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Tera Wrist	
[4/19/23 06:17PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Tera Wrist	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Staff, id: 22135, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Hood, id: 15645, amount: 1, owner: Onlyfans	
[4/19/23 06:31PM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Onlyfans	
[4/19/23 06:32PM] Player picked up item: Executive Legs, id: 4686, amount: 1, owner: Onlyfans	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:36PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 56000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 42000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:37PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Tera Wrist	
[4/19/23 06:43PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tera Wrist	
[4/19/23 06:43PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tera Wrist	
[4/19/23 06:45PM] Player picked up item: Coin, id: 995, amount: 2897116, owner: Tera Wrist	
[4/19/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Tera Wrist	
[4/19/23 06:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tera Wrist	
[4/19/23 06:46PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tera Wrist	
[4/22/23 02:52PM] Player picked up item: Miner gauntlets (adamant), id: 20590, amount: 1, owner: Suh	
