[4/15/23 12:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:30AM] Player picked up item: Coin, id: 995, amount: 2800, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 01:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:33AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:33AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 01:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:35AM] Player picked up item: Mystic body, id: 23022, amount: 1, owner: Nelly	
[4/15/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:35AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:35AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Nelly	
[4/15/23 01:35AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:36AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:37AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:37AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:38AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:40AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 01:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:48AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Nelly	
[4/15/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 01:48AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:49AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Nelly	
[4/15/23 01:49AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Nelly	
[4/15/23 01:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 01:52AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Nelly	
[4/15/23 01:52AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:53AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nelly	
[4/15/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:53AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 01:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:56AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:56AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Coin, id: 995, amount: 2400, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 01:57AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 01:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 01:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 01:58AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 02:00AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 02:01AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:02AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:03AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 02:03AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:03AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nelly	
[4/15/23 02:04AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Nelly	
[4/15/23 02:05AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:06AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:07AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 02:07AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Coin, id: 995, amount: 14000, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:12AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:13AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelly	
[4/15/23 02:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:17AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:18AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:19AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nelly	
[4/15/23 02:19AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 02:19AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:21AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:22AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Nelly	
[4/15/23 02:23AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:23AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 02:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 2100, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:24AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Nelly	
[4/15/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:26AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:26AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Coin, id: 995, amount: 900, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Nelly	
[4/15/23 02:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:28AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:28AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Nelly	
[4/15/23 02:29AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:30AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Coin, id: 995, amount: 800, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Nelly	
[4/15/23 02:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelly	
