[4/15/23 02:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Creation	
[4/15/23 06:57AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Creation	
[4/15/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Creation	
[4/15/23 06:57AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Creation	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Creation	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 700, owner: Creation	
[4/15/23 06:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Creation	
[4/15/23 06:59AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 2700, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Coin, id: 995, amount: 900, owner: Creation	
[4/15/23 07:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Creation	
[4/15/23 07:03AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Creation	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Creation	
[4/15/23 07:04AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Creation	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Creation	
[4/15/23 07:06AM] Player picked up item: Coin, id: 995, amount: 900, owner: Creation	
[4/15/23 07:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Creation	
[4/15/23 07:11AM] Player picked up item: Anti-dragon shield, id: 1540, amount: 1, owner: Creation	
[4/15/23 07:11AM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Creation	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Creation	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Creation	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Creation	
[4/15/23 07:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 07:27AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Creation	
[4/15/23 07:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Creation	
[4/15/23 07:37AM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Creation	
[4/15/23 07:45AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Creation	
[4/15/23 07:45AM] Player picked up item: Coin, id: 995, amount: 1745555, owner: Creation	
[4/15/23 07:45AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Creation	
[4/15/23 07:52AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Creation	
[4/15/23 07:59AM] Player picked up item: Coin, id: 995, amount: 1853196, owner: Creation	
[4/15/23 07:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Creation	
[4/15/23 08:01AM] Player picked up item: Coin, id: 995, amount: 2885185, owner: Creation	
[4/15/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Creation	
[4/15/23 08:04AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:28AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Creation	
[4/15/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Creation	
[4/15/23 08:29AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Creation	
[4/15/23 08:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:33AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Creation	
[4/15/23 08:36AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Creation	
[4/15/23 08:46AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Creation	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Creation	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Creation	
[4/15/23 08:48AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 08:54AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Creation	
[4/15/23 09:00AM] Player picked up item: Coin, id: 995, amount: 1715571, owner: Creation	
[4/15/23 09:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Creation	
[4/15/23 09:01AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Creation	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Creation	
[4/15/23 09:04AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Creation	
[4/15/23 09:04AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Creation	
[4/15/23 09:20AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Creation	
[4/15/23 09:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 09:30AM] Player picked up item: Coin, id: 995, amount: 1722838, owner: Creation	
[4/15/23 09:30AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Creation	
[4/15/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2815950, owner: Creation	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Creation	
[4/15/23 09:31AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Creation	
[4/15/23 09:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Creation	
[4/15/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Creation	
[4/15/23 10:29AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Creation	
[4/15/23 10:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Creation	
[4/15/23 10:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Creation	
[4/15/23 10:32AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 10:41AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Creation	
[4/15/23 10:43AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Creation	
[4/15/23 10:43AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Creation	
[4/15/23 10:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Creation	
[4/15/23 10:44AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Creation	
