[4/19/23 10:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trashbagel	
[4/20/23 09:21PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Trashbagel	
[4/20/23 09:21PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trashbagel	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Trashbagel	
[4/20/23 09:25PM] Player picked up item: Coin, id: 995, amount: 700, owner: Trashbagel	
[4/20/23 09:25PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Trashbagel	
[4/20/23 09:26PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Trashbagel	
[4/20/23 09:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Trashbagel	
[4/20/23 09:32PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Trashbagel	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1735957, owner: Trashbagel	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trashbagel	
[4/20/23 09:35PM] Player picked up item: Coin, id: 995, amount: 2805534, owner: Trashbagel	
[4/20/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Trashbagel	
