[4/20/23 07:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/23/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/23/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 01:13AM] Player picked up item: Coin, id: 995, amount: 1254156, owner: Shit	
[4/26/23 01:13AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 01:16AM] Player picked up item: Coin, id: 995, amount: 4432641, owner: Shit	
[4/26/23 01:16AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/26/23 01:18AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/26/23 01:18AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/26/23 01:20AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 01:44AM] Player picked up item: Coin, id: 995, amount: 1775597, owner: Shit	
[4/26/23 01:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 03:09AM] Player picked up item: Coin, id: 995, amount: 1323106, owner: Shit	
[4/26/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 03:13AM] Player picked up item: Coin, id: 995, amount: 4204815, owner: Shit	
[4/26/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/26/23 03:16AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/26/23 03:16AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 04:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 04:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/26/23 05:39AM] Player picked up item: Coin, id: 995, amount: 4359112, owner: Shit	
[4/26/23 05:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/26/23 05:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 06:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 06:39AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/26/23 07:06AM] Player picked up item: Coin, id: 995, amount: 2321674, owner: Shit	
[4/26/23 07:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 07:08AM] Player picked up item: Coin, id: 995, amount: 4195695, owner: Shit	
[4/26/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/26/23 07:09AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/26/23 07:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 09:22AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 09:22AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/26/23 10:06AM] Player picked up item: Coin, id: 995, amount: 1059436, owner: Shit	
[4/26/23 10:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 10:07AM] Player picked up item: Coin, id: 995, amount: 4160176, owner: Shit	
[4/26/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/26/23 10:08AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 10:08AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/26/23 10:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/26/23 10:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/26/23 10:11AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/26/23 10:11AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 11:22AM] Player picked up item: Coin, id: 995, amount: 3827840, owner: Shit	
[4/26/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/26/23 11:24AM] Player picked up item: Coin, id: 995, amount: 3739079, owner: Shit	
[4/26/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shit	
[4/26/23 11:26AM] Player picked up item: Coin, id: 995, amount: 6645952, owner: Shit	
[4/26/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/26/23 11:27AM] Player picked up item: Coin, id: 995, amount: 7465715, owner: Shit	
[4/26/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/26/23 11:28AM] Player picked up item: Coin, id: 995, amount: 8926585, owner: Shit	
[4/26/23 11:28AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shit	
[4/26/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shit	
[4/26/23 11:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/26/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 11:31AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/26/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2084002, owner: Shit	
[4/26/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2306532, owner: Shit	
[4/26/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/26/23 12:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/26/23 12:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 12:45PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/26/23 01:36PM] Player picked up item: Coin, id: 995, amount: 2349561, owner: Shit	
[4/26/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/26/23 01:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 01:45PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shit	
[4/26/23 01:47PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/26/23 01:47PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/27/23 04:22AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/27/23 04:22AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/27/23 07:07AM] Player picked up item: Coin, id: 995, amount: 1665042, owner: Shit	
[4/27/23 07:08AM] Player picked up item: Coin, id: 995, amount: 3884479, owner: Shit	
[4/27/23 07:08AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/27/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/27/23 07:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/27/23 07:33AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/27/23 07:33AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/27/23 09:06AM] Player picked up item: Coin, id: 995, amount: 1585152, owner: Shit	
[4/27/23 09:07AM] Player picked up item: Coin, id: 995, amount: 2138352, owner: Shit	
[4/27/23 09:07AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/27/23 09:08AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Shit	
[4/27/23 09:08AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Shit	
[4/27/23 09:09AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/27/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/27/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/27/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/27/23 10:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/27/23 10:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Shit	
[4/27/23 10:36AM] Player picked up item: Coin, id: 995, amount: 1779537, owner: Shit	
[4/27/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/27/23 10:37AM] Player picked up item: Coin, id: 995, amount: 3846872, owner: Shit	
[4/27/23 10:40AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/27/23 10:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/27/23 12:06PM] Player picked up item: Coin, id: 995, amount: 2129036, owner: Shit	
[4/27/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shit	
[4/27/23 12:07PM] Player picked up item: Coin, id: 995, amount: 4075544, owner: Shit	
[4/27/23 12:07PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shit	
[4/27/23 12:08PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Shit	
[4/27/23 12:08PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Shit	
[4/27/23 12:28PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Shit	
[4/27/23 12:28PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Shit	
