[4/20/23 11:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Buff	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/22/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/22/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Buff	
[4/22/23 12:14PM] Player picked up item: Owner cape goodiebag, id: 3578, amount: 1, owner: Buff	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Buff	
[4/22/23 12:34PM] Player picked up item: Coin, id: 995, amount: 4150911, owner: Buff	
[4/22/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Buff	
[4/22/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Buff	
[4/22/23 12:38PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Buff	
[4/22/23 12:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 12:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 12:53PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 12:53PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 12:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 01:03PM] Player picked up item: Coin, id: 995, amount: 1211508, owner: Buff	
[4/22/23 01:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 01:17PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 01:22PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Buff	
[4/22/23 01:23PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 01:32PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 01:32PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 01:33PM] Player picked up item: Coin, id: 995, amount: 1725475, owner: Buff	
[4/22/23 01:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Buff	
[4/22/23 01:53PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 01:54PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 01:58PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 10:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Buff	
[4/22/23 10:20PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:21PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:22PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:24PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Buff	
[4/22/23 10:24PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:26PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:26PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Buff	
[4/22/23 10:27PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Buff	
[4/22/23 10:28PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 10:29PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:33PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Buff	
[4/22/23 10:34PM] Player picked up item: Coin, id: 995, amount: 3310769, owner: Buff	
[4/22/23 10:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Buff	
[4/22/23 10:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Buff	
[4/22/23 10:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Buff	
[4/22/23 10:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:37PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:39PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 10:39PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Buff	
[4/22/23 10:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 10:43PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 10:46PM] Player picked up item: Inferno Blade, id: 20542, amount: 1, owner: Buff	
[4/22/23 10:46PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 10:46PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Buff	
[4/22/23 10:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:49PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Buff	
[4/22/23 10:50PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 10:50PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 10:51PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 10:51PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 10:52PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 10:52PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 10:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 10:54PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Buff	
[4/22/23 10:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Buff	
[4/22/23 10:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 10:59PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 10:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:00PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:01PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Buff	
[4/22/23 11:04PM] Player picked up item: Coin, id: 995, amount: 2042253, owner: Buff	
[4/22/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Buff	
[4/22/23 11:04PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 11:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:05PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:06PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:07PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:07PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:07PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Buff	
[4/22/23 11:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Buff	
[4/22/23 11:10PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Buff	
[4/22/23 11:14PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Buff	
[4/22/23 11:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Buff	
[4/22/23 11:18PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Buff	
[4/22/23 11:18PM] Player picked up item: Nagi Cape, id: 21071, amount: 1, owner: Buff	
[4/22/23 11:19PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Buff	
[4/22/23 11:19PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Buff	
[4/22/23 11:19PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:19PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Buff	
[4/22/23 11:20PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:20PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Buff	
[4/22/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Buff	
[4/22/23 11:26PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Buff	
[4/22/23 11:26PM] Player picked up item: Coin, id: 995, amount: 48000, owner: Buff	
[4/22/23 11:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 11:26PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
[4/22/23 11:29PM] Player picked up item: Coin, id: 995, amount: 18000, owner: Buff	
[4/22/23 11:29PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Buff	
