[4/15/23 06:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zshana	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3144315, owner: Pleb	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2704094, owner: Pleb	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Pleb	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pleb	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Pleb	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pleb	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pleb	
[4/16/23 09:48AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pleb	
[4/16/23 09:48AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pleb	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 09:54AM] Player picked up item: Coin, id: 995, amount: 1026118, owner: Pleb	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 10:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 10:28AM] Player picked up item: Coin, id: 995, amount: 2852123, owner: Pleb	
[4/16/23 10:28AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 10:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pleb	
[4/16/23 10:46AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pleb	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 1961096, owner: Pleb	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 11:24AM] Player picked up item: Coin, id: 995, amount: 4181177, owner: Pleb	
[4/16/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Pleb	
[4/16/23 11:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 11:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/16/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Pleb	
[4/16/23 11:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pleb	
[4/16/23 11:31AM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Pleb	
[4/16/23 11:31AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Pleb	
[4/16/23 11:54AM] Player picked up item: Coin, id: 995, amount: 1111418, owner: Pleb	
[4/16/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 12:24PM] Player picked up item: Coin, id: 995, amount: 1071146, owner: Pleb	
[4/16/23 12:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 12:54PM] Player picked up item: Coin, id: 995, amount: 2279670, owner: Pleb	
[4/16/23 12:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 01:23PM] Player picked up item: Coin, id: 995, amount: 2036033, owner: Pleb	
[4/16/23 01:23PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Pleb	
[4/16/23 01:24PM] Player picked up item: Coin, id: 995, amount: 4249844, owner: Pleb	
[4/16/23 01:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Pleb	
[4/16/23 01:25PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 01:25PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1481678, owner: Pleb	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 10:42PM] Player picked up item: Coin, id: 995, amount: 1083186, owner: Pleb	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 10:45PM] Player picked up item: Coin, id: 995, amount: 3887822, owner: Pleb	
[4/16/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1104659, owner: Pleb	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 11:46PM] Player picked up item: Coin, id: 995, amount: 2281628, owner: Pleb	
[4/16/23 11:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/16/23 11:49PM] Player picked up item: Coin, id: 995, amount: 2580053, owner: Pleb	
[4/16/23 11:49PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/16/23 11:53PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/16/23 11:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Pleb	
[4/17/23 12:47AM] Player picked up item: Coin, id: 995, amount: 2460676, owner: Pleb	
[4/17/23 12:47AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/17/23 12:54AM] Player picked up item: Lava bones, id: 2023, amount: 600, owner: Pleb	
[4/17/23 12:54AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Pleb	
[4/17/23 01:00AM] Player picked up item: Coin, id: 995, amount: 1956449, owner: Pleb	
[4/17/23 01:00AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/17/23 01:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Pleb	
[4/17/23 01:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Pleb	
[4/17/23 01:40AM] Player picked up item: Coin, id: 995, amount: 1043229, owner: Pleb	
[4/17/23 01:40AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/17/23 01:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Pleb	
[4/17/23 01:42AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Pleb	
[4/17/23 01:42AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Pleb	
[4/17/23 02:10AM] Player picked up item: Coin, id: 995, amount: 2157087, owner: Pleb	
[4/17/23 02:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Pleb	
[4/17/23 03:03AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/17/23 03:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pleb	
[4/17/23 03:05AM] Player picked up item: Mystic boots, id: 23025, amount: 1, owner: Pleb	
[4/17/23 03:06AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pleb	
[4/17/23 03:08AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Pleb	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pleb	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pleb	
[4/17/23 03:09AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Pleb	
[4/17/23 03:09AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Pleb	
[4/17/23 03:13AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Pleb	
[4/17/23 03:14AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Pleb	
[4/17/23 03:14AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Pleb	
[4/17/23 03:15AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Pleb	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/17/23 03:18AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Pleb	
[4/17/23 03:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pleb	
[4/17/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pleb	
[4/17/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 15, owner: Pleb	
[4/17/23 03:22AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Pleb	
[4/17/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Pleb	
[4/17/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Pleb	
[4/17/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Pleb	
[4/17/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Pleb	
[4/17/23 03:23AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Pleb	
[4/17/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Pleb	
[4/17/23 03:24AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Pleb	
[4/17/23 03:24AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Pleb	
[4/17/23 03:24AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Pleb	
[4/17/23 03:29AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Pleb	
[4/17/23 03:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Pleb	
[4/17/23 03:33AM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Pleb	
[4/17/23 06:48AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Pleb	
[4/17/23 08:34AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Like My Peep	
[4/17/23 09:21AM] Player picked up item: Emerald Body, id: 11002, amount: 1, owner: Coke	
