[4/19/23 11:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Imbalance	
[4/20/23 03:08AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Imbalance	
[4/20/23 03:10AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 03:10AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Imbalance	
[4/20/23 03:11AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Imbalance	
[4/20/23 03:12AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Imbalance	
[4/20/23 03:12AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 03:17AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Imbalance	
[4/20/23 03:18AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Imbalance	
[4/20/23 03:21AM] Player picked up item: Coin, id: 995, amount: 1155369, owner: Imbalance	
[4/20/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Imbalance	
[4/20/23 03:22AM] Player picked up item: Coin, id: 995, amount: 3457667, owner: Imbalance	
[4/20/23 03:22AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Imbalance	
[4/20/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Imbalance	
[4/20/23 03:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Imbalance	
[4/20/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Imbalance	
[4/20/23 03:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Imbalance	
[4/20/23 03:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Imbalance	
[4/20/23 03:28AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Imbalance	
[4/20/23 03:33AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 03:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
[4/20/23 03:35AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Imbalance	
[4/20/23 03:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Imbalance	
