[4/22/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 03:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 03:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 03:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fevang	
[4/22/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fevang	
[4/22/23 03:28PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fevang	
[4/22/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 03:33PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:39PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fevang	
[4/22/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fevang	
[4/22/23 04:05PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fevang	
[4/22/23 04:09PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fevang	
[4/22/23 04:15PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fevang	
[4/22/23 04:18PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Fevang	
[4/22/23 04:19PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Fevang	
[4/22/23 04:20PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Fevang	
[4/22/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 04:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 04:25PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 04:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fevang	
[4/22/23 04:33PM] Player picked up item: Coin, id: 995, amount: 2157163, owner: Fevang	
[4/22/23 04:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fevang	
[4/22/23 04:34PM] Player picked up item: Coin, id: 995, amount: 2850753, owner: Fevang	
[4/22/23 04:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fevang	
[4/22/23 04:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fevang	
[4/22/23 04:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fevang	
[4/22/23 04:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fevang	
[4/22/23 04:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fevang	
[4/22/23 04:38PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fevang	
[4/22/23 04:38PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fevang	
[4/22/23 04:41PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 05:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fevang	
[4/22/23 05:08PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fevang	
[4/22/23 05:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 05:11PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fevang	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fevang	
[4/22/23 05:13PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Fevang	
[4/22/23 05:13PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Fevang	
[4/22/23 05:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 05:14PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Fevang	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 9000, owner: Fevang	
[4/22/23 05:16PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Fevang	
[4/22/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Fevang	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:54PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fevang	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:55PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:55PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Fevang	
[4/22/23 05:56PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fevang	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Fevang	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:57PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:58PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 05:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:58PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fevang	
[4/22/23 05:58PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:59PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 05:59PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Fevang	
[4/22/23 05:59PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fevang	
[4/22/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Fevang	
[4/22/23 06:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 06:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 06:01PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Fevang	
[4/22/23 06:01PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fevang	
[4/22/23 06:01PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 06:02PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 06:02PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Fevang	
[4/22/23 06:02PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fevang	
[4/22/23 06:02PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fevang	
[4/22/23 06:05PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fevang	
[4/22/23 06:05PM] Player picked up item: Coin, id: 995, amount: 1213003, owner: Fevang	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Fevang	
[4/22/23 06:06PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fevang	
[4/22/23 06:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 06:07PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fevang	
[4/22/23 06:07PM] Player picked up item: Coin, id: 995, amount: 28000, owner: Fevang	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Fevang	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:09PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 25000, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fevang	
[4/22/23 06:10PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:11PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fevang	
[4/22/23 06:11PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:12PM] Player picked up item: Coin, id: 995, amount: 15000, owner: Fevang	
[4/22/23 06:12PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:12PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:13PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Fevang	
[4/22/23 06:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:13PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:14PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:14PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Fevang	
[4/22/23 06:14PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Fevang	
