[4/19/23 01:44AM] Player picked up item: Coin, id: 995, amount: 100, owner: Papaschmitt	
[4/19/23 03:28PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Papaschmitt	
[4/19/23 03:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Clean Sephialla, id: 913, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 03:31PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Papaschmitt	
[4/19/23 03:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Papaschmitt	
[4/19/23 03:33PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Papaschmitt	
[4/19/23 03:33PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Papaschmitt	
[4/19/23 03:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Papaschmitt	
[4/19/23 03:34PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Papaschmitt	
[4/19/23 03:34PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Papaschmitt	
[4/19/23 03:35PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Papaschmitt	
[4/19/23 03:35PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Papaschmitt	
[4/19/23 03:39PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Papaschmitt	
[4/19/23 03:39PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Papaschmitt	
[4/19/23 03:40PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Papaschmitt	
[4/19/23 03:40PM] Player picked up item: Coin, id: 995, amount: 8000, owner: Papaschmitt	
[4/19/23 03:40PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Papaschmitt	
[4/19/23 03:40PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Papaschmitt	
[4/19/23 03:45PM] Player picked up item: Coin, id: 995, amount: 1036798, owner: Papaschmitt	
[4/19/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Papaschmitt	
[4/19/23 03:46PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Papaschmitt	
[4/19/23 03:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Papaschmitt	
[4/19/23 03:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 03:48PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Papaschmitt	
[4/19/23 03:48PM] Player picked up item: Aberrant Amulet, id: 19892, amount: 1, owner: Papaschmitt	
[4/19/23 03:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 03:53PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Papaschmitt	
[4/19/23 03:53PM] Player picked up item: Antique Sword, id: 23146, amount: 1, owner: Papaschmitt	
[4/19/23 03:58PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Papaschmitt	
[4/19/23 03:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 34000, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Coin, id: 995, amount: 51000, owner: Papaschmitt	
[4/19/23 03:59PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Papaschmitt	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Papaschmitt	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Papaschmitt	
[4/19/23 04:00PM] Player picked up item: Coin, id: 995, amount: 17000, owner: Papaschmitt	
[4/19/23 04:01PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Papaschmitt	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:02PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:03PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:03PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:03PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:03PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:03PM] Player picked up item: Coin, id: 995, amount: 58000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 87000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 58000, owner: Papaschmitt	
[4/19/23 04:04PM] Player picked up item: Coin, id: 995, amount: 87000, owner: Papaschmitt	
[4/19/23 04:05PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 58000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 116000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:06PM] Player picked up item: Coin, id: 995, amount: 29000, owner: Papaschmitt	
[4/19/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Papaschmitt	
[4/19/23 04:11PM] Player picked up item: Coin, id: 995, amount: 16000, owner: Papaschmitt	
